Headlines,Labels
"buy indusind bank, lakshmi machine works: vishal jajoo",1
"buy indusind bank, jindal steel & power: mitessh thakkar",1
6 trade bet for short term gain,0
indusind bank may slip to rs 415-416: sp tulsian,0
hold indusind bank; target of rs 475: sushil finance,1
indusind bank call off deal to acquire il&fs securities service,0
indusind bank inaugurate a new branch at jamshedpur,1
pick indusind bank: gopi suvanam,1
hdfc among world's top 10 consumer financial service company,1
"sbi, hdfc bank, icici bank have upside potential: sukhani",1
indusind bank expect fy12 loan growth at 25%,1
hold indusind bank; tgt of rs 685: arihant capital market,1
"hold jsw steel; buy hdfc, indusind bank: ashish chaturmohta",1
kr choksey showcases equity portfolio for 2012,0
"indusind bank q3 result on jan 13, 2015",0
"short indusind bank, advise shardul kulkarni",1
"indusind bank look weak, say sukhani",1
indusind bank inaugurate a branch in solapur,1
buy indusind bank; target of rs 1278: reliance securities,1
"buy indusind bank, federal bank on dips: parag thakkar",1
super six trade ideas for the day,1
"indusind bank, bharat financial enter agreement to evaluate strategic share swap deal",1
prakash gaba's stock pick that can fetch handsome return,1
accumulate indusind bank; target rs 326: uljk securities,1
"buy rec, indusind bank, concor: sandeep wagle",1
"short indusind bank, bpcl; buy bharat forge: rahul shah",0
indusind bank open a new branch in indore,0
indusind bank open new branch in lucknow,0
will update on target price for indusind bank post quarter: edelweiss sec,1
6 trade stock for short term gain,0
"sell axis bank, target rs 425.50: rajat bose",0
accumulate indusind bank; tgt of rs 386: aditya birla money,1
buy indusind bank; target of rs 1734: edelweiss,1
"buy icici bank, tata motors: yogesh mehta",1
diwan`s view on indusind bank,1
"indusind bank, bharat financial board likely to meet next week to finalise merger, say romesh sobti",0
"bullish on ril, indusind bank may climb to rs 1257: rajat bose",1
"prefer axis bank, yes bank over indusind bank: tulsian",1
"pick indusind bank on correction, say sanjiv bhasin",1
buy indusind bank on breakout: sudarshan sukhani,1
indusind bank q3 net profit at rs 45.06 cr,0
no plan to raise capital in next six months: indusind bank,1
super six stock you can bet on november 22,1
credo buy 28.6 lk share in indusind bank for rs 119 cr,1
"indusind bank q4 profit see up 27%, loan growth may be healthy",0
indusind bank's pe rerating may happen soon: mehta,1
"buy l&t, havells; sell indusind bank: ashwani gujral",1
