text,label
"Pick Hero Motocorp, Bajaj Auto: Ambareesh Baliga",__label__2
Here's Basudeb Banerjee's view on auto sector,__label__2
"Buy Capital First, stay with Indiabulls Real Estate: Rajat Bose",__label__2
Hero MotoCorp forays into motorcycle rally racing,__label__1
"Buy Hero MotoCorp, IndusInd Bank on dips: Sudarshan Sukhani",__label__1
"Buy Asian Paints, Dabur India, Hero MotoCorp: Sudarshan Sukhani",__label__2
Hold Hero MotoCorp; target of Rs 2904: Edelweiss,__label__2
Buy Hero Motocorp; target of Rs 3400: Emkay,__label__2
"Buy Hero MotoCorp on dips, says Deven Choksey",__label__2
No big surprises from Hero; margins may come under pressue:Pros,__label__2
Hero MotoCorp Q4 meets street; net rises 71% at Rs 814 cr,__label__2
"Buy HDFC, UPL; sell BPCL: Ashwani Gujral",__label__2
"Hero Moto Q4 net seen up 72%, revenue may boost margin by 340bps",__label__2
"Buy Hero Moto, hold Infosys: Ambareesh Baliga",__label__2
"Buy Hero Moto, Bajaj Auto, L&T Fin: Ashwani Gujral",__label__2
Hero MotoCorp sales up 15% in April,__label__2
Super Six short term picks for April 29,__label__1
TVS Motor tops JD Power customer satisfaction study,__label__1
"Sell HDFC Bank, Vedanta: Rajat Bose",__label__1
"Prefer M&M, Hero Moto, Bajaj Auto: Dipan Mehta",__label__2
"Kotak downgrades Hero Moto, cuts target & earnings estimates",__label__2
"Buy IndusInd Bank, Bajaj Auto, Hero MotoCorp: Sudarshan Sukhani",__label__2
"Buy BEL, Hero MotoCorp, Ashok Leyland: Ambareesh Baliga",__label__2
"Buy Jain Irrigation, Wockhardt, Reliance Ind: Ashwani Gujral",__label__2
"Buy Sterlite Tech, NBCC; BoB may test Rs 154.40: Rajat Bose",__label__2
"Buy Power Grid, Dabur, Hero Motocorp: Sudarshan Sukhani",__label__2
Hero MotoCorp to begin production at Chittoor plant by Dec 2018,__label__2
"Buy Mukta Arts, Hero MotoCorp, Kotak Mahindra Bank: Rajat Bose",__label__1
FY17 to be the year of two-wheelers: Religare Capital,__label__1
"Buy Shriram Transport; sell SBI, Titan, Wipro: Prakash Gaba",__label__1
"Buy Eicher Motors, Hero Moto; sell Maruti: Rajat Bose",__label__1
"Buy Maruti Suzuki on dips, pick Hero Moto: Prakash Diwan",__label__1
"Hero, Bajaj standout performers in March sales: Prabhudas",__label__2
"Sell ONGC, Sun Pharma: Sudarshan Sukhani",__label__2
Hero MotoCorp sales up 14% in March; sells over 6 lakh units,__label__1
"Buy Vedanta, prefer Hero Moto over Bajaj Auto: Ashwani Gujral",__label__1
"Positive on Hero Motocorp, Ashok Leyland: Deepak Shenoy",__label__1
"Buy GAIL India, upbeat on HDFC: Sudarshan Sukhani",__label__1
"Sell pharma stocks; buy Hero Moto, Power Grid: Sudarshan Sukhani",__label__1
Super 6 stocks that can give handsome returns on March 29,__label__1
Super Six short term picks for March 23,__label__2
Hold Hero Motocorp; target Rs 3000: Gaurang Shah,__label__1
"Buy Kotak Mahindra Bank, YES Bank: Sudarshan Sukhani",__label__2
"Go long in HPCL, Hero Moto, UltraTech Cement: Gaurav Bissa",__label__1
"Buy Coal India; negative on Eicher, positive on Hero: Angel",__label__1
Hero MotoCorp declares interim dividend of Rs 40 per share,__label__2
New models to come out Rs 850cr R&D centre: Hero Moto,__label__2
"Sell BHEL, Reliance Industries; buy GNFC, ITC: Ashwani Gujral",__label__2
Hero Motocorp declares interim dividend,__label__2
"Buy Marico, Hero Moto may test Rs 3000, UltraTech Rs 3130: MOST",__label__2
Super 6 trading stocks for short term gain,__label__2
"Buy Bharti Airtel, Hero Moto; HCL Tech may head lower: Sukhani",__label__1
"Buy Hero Motocorp on dips, says Ashwani Gujral",__label__1
Hero Motocorp to consider interim dividend,__label__1
"Buy M&M on dips, positive on Hero Moto: Neeraj Dewan",__label__2
"Go long in Hero Moto, UPL, Adani Ports: JK Jain",__label__2
"Hero Motocorp, TVS Motor top picks: Mayuresh Joshi",__label__2
"Feb sales: Maruti falls 0.9%; Tata Motors up 6%, Hero grow 13.6%",__label__2
"Pick Asian Paints, Britannia; like YES Bank, HDFC Bank: Emkay",__label__2
"Buy Sun Pharma, sell banking stocks: Ashwani Gujral",__label__2
"Buy Castrol; HCL Tech may hit Rs 795, Dr Reddy's Rs 2900: Gaba",__label__1
"Production returns to normal at Hero, Maruti plants in Haryana",__label__1
Buy Cadila Healthcare; pharma may outperform Nifty: Sukhani,__label__1
Production partially impacted at all plants: Hero MotoCorp,__label__1
"Invest in Hero Motocorp, says Sudarshan Sukhani",__label__1
"LIC buys shares worth Rs 10,400 cr in 18 Sensex cos in Q3",__label__1
"Pick Canara Bank 170 Put, Infosys, Pidilite: Rahul Shah",__label__1
"Buy Hero Moto, SBI, Maruti, Infosys, HCL Tech: Bandopadhyay",__label__1
"Buy M&M, Tata Steel, Hero Moto: Manish Hathiramani",__label__1
Super Six: Top chart picks for February 19,__label__1
Stocks you can buy today & sell tomorrow,__label__2
Buy ICICI Bank; sell Cipla: Ashwani Gujral,__label__2
Hold Hero MotoCorp; target of Rs 2710: ICICIDirect,__label__2
Hold Hero Motocorp; target of Rs 2667: Axis Securities,__label__2
"Buy UltraTech Cement, says Prakash Diwan",__label__1
Hero MotoCorp aspires for leadership slot in scooters,__label__2
Hero Motocorp Q3 profit jumps 37% to Rs 796 cr on EBITDA boost,__label__2
"Buy Hero Motocorp, Tata Motors may head lower: Prakash Diwan",__label__2
"Buy SKS Micro; sell Tata Motors, Ashok Leyland: Sukhani",__label__2
"Hero Moto Q3 may rise 35%, rural slowdown concerns continue",__label__1
Hero MotoCorp unveils Splendor iSmart 110 at Auto Expo,__label__2
"Auto expo off to a start with 51 launches, hybrids hog show",__label__2
Hero MotoCorp unveils first in-house bike Splendor iSmart 110,__label__1
"Buy Infosys, Lupin, Hero Motocorp: Rakesh Bansal",__label__2
"Energy, auto may outperform: Bhavin Desai",__label__1
Hero Motocorp may touch Rs 2600: Bhavin Desai,__label__1
"Buy Hero Moto, Marico; sell Tata Steel: Sudarshan Sukhani",__label__1
"Buy Hero Moto, Sun Pharma on dips; avoid L&T: Rajat Bose",__label__1
"Buy Tata Motors, Hero Motocorp: Kunal Bothra",__label__2
"Buy Hero Motocorp, target Rs 2580-2600: Sameet Chavan",__label__2
"Sell Cairn India, Asian Paints; Hero Moto may head higher: Gaba",__label__2
"Buy Balrampur Chini, Hero Motocorp: Rajat Bose",__label__2
"Short Hero Motocorp, target Rs 2500: Shubham Agarwal",__label__1
Short Hero Motocorp; PNB can test Rs 100: Prakash Gaba,__label__1
"Sell Godrej Industries, Hero Motocorp: Prakash Gaba",__label__1
Here are top 10 stocks to watch for today,__label__1
"Go long in Hero Motocorp, says Amit Gupta",__label__1
Hero Motocorp may go above Rs 3000: Sudarshan Sukhani,__label__1
"Buy RIL, Hero Motocorp, Lupin: Sudarshan Sukhani",__label__2
"Buy Ashok Leyland, Hero Motocorp: Sudarshan Sukhani",__label__2
Maruti likely to remain dominant client: Machino Plastics,__label__1
"Buy Hero Motocorp, Bajaj Auto: Sudip Bandopadhyay",__label__1
"Buy NTPC, Hero Motocorp; sell PNB: Sudarshan Sukhani",__label__1
"Buy Hero Motocorp, PFC, Tata Steel: Sudarshan Sukhani",__label__2
"Prefer Bajaj Auto, Hero Motocorp: Sudarshan Sukhani",__label__2
TVS Srichakra may test Rs 3240 in 9 months: Mayuresh Joshi,__label__2
Domestic passenger car sales jump over 10% in November,__label__2
Excise dept sends notices to Rico Auto & Shriram Pistons,__label__1
Hero Motocorp aims to be in 50 nations by 2020,__label__2
"Buy Hero Motocorp 2600 Put, says VK Sharma",__label__2
"Sales data push Tata Motors, TVS Motor, Hero Moto in top 10",__label__1
"Buy Hero Motocorp, says Sudarshan Sukhani",__label__1
"Buy Hero Motocorp, says Ambareesh Baliga",__label__2
"Buy Hero Motocorp, says Sudarshan Sukhani",__label__2
"Pick Maruti Suzuki, Ashok Leyland, M&M: Sukhani",__label__2
"Look at Hero Motocorp, says Harendra Kumar",__label__2
"Look at Maruti Suzuki, Bajaj Auto: Deven Choksey",__label__2
SP Tulsian positive on two-wheeler stocks,__label__2
Demand for 2-wheeler to remain sluggish in near-term: Hero,__label__2
"Look at Hero Motocorp, says Sachin Shah",__label__2
"Look at consumer discretionary stocks, says Ajay Bodke",__label__2
Hero MotoCorp sells over 10 lakh units in festive period,__label__1
"Sell Hero Motocorp, SKS Microfinance: Chandan Taparia",__label__1
"Sell Hero Motocorp, Tata Power: Chandan Taparia",__label__1
"Short Hero Motocorp, target Rs 2494: Siddarth Bhamre",__label__1
"Buy Tata Motors, Hero Moto: Manish Hathiramani",__label__2
Festival season brings in cheer; car sales rise 22% in Oct,__label__2
"Bajaj Auto saw sales decline 1.09% to 2,02,042 units",__label__2
"Buy SKS Microfinance, Hero Motocorp, HUL: Sudarshan Sukhani",__label__1
"Opportunity in Tata Motors, Hero Moto, Maruti: Sukhani",__label__1
Super Six trading ideas for the day,__label__1
"Buy Hero Motocorp, says JK Jain",__label__2
"Sell Mcleod Russel; buy Hero Moto, PFC: Sudarshan Sukhani",__label__2
Hero Motocorp can deliver 15-20% return: Sachin Shah,__label__2
Hero MotoCorp sales grow 11% in October,__label__1
Hero Motocorp October sales highest-ever in any month,__label__1
Hero Group's founder Brijmohan Lall Munjal passes away,__label__1
See strong double digit growth in scooters from now: Hero ,__label__1
Hero MotoCorp launches 'Duet' scooter in southern markets,__label__1
"Buy Bajaj Auto, says Hitesh Goel",__label__1
Hero Motocorp  launches metal body scooter DUET,__label__1
Prefer Bajaj Auto: Jigar Shah,__label__1
Hero aims to sell 6 lakh two-wheelers in October,__label__1
Buy Hero Motocorp; target of Rs 2862:Motilal ,__label__2
"Buy Hero Motocorp, target Rs 3000: Mihir Jhaveri",__label__2
"Neutral on Hero Motocorp, target Rs 2672: Mayuresh Joshi",__label__2
Here's what Mihir Jhaveri's makes of ACC & Hero Q2 nos,__label__2
"Buy Hero Motocorp, advises Sudarshan Sukhani",__label__2
"Hero Moto Q2 profit up 1% despite weak revenue, EBITDA aids",__label__1
"Like Maruti, Hero Moto may test Rs 2800: Mahantesh Sabarad",__label__1
"Hero Q2 net seen down 6%, weak volume to drag revenue",__label__1
Royal Enfield one bright spot in gloomy motorcycle market,__label__1
"Short Hero Motocorp, says Amit Harchekar",__label__1
"Hero MotoCorp launches 'Splendor Pro' priced at Rs 46,850",__label__2
"Hero Motocorp's Q2 results on October 20, 2015",__label__2
Hero MotoCorp sales marginally up in September,__label__1
"Buy AB Nuvo, Godrej Industries, Hero Motocorp: Sukhani",__label__1
"Sep auto sales: Nomura sees 35% growth in MHCV, 5% PVs",__label__2
Will foray into western mkts when ready: Hero MotoCorp,__label__1
Hero MotoCorp unveils two scooter models,__label__1
Super Six stocks you can bet on September 28,__label__2
"Sell Hero Motocorp, Colgate Palmolive: Kunal Bothra",__label__2
Hero Motocorp: Outcome of AGM,__label__2
"Buy Bajaj Auto 2350 Call, Hero Moto 2400 Call: VK Sharma ",__label__2
Different taxation across states a hurdle: Sunil Munjal,__label__2
"Govt should focus on demand revival, job creation: L&T Fin ",__label__2
"Hero plans manufacturing units in Mexico, Argentina, Brazil",__label__1
"Hero plans manufacturing units in Mexico, Argentina, Brazil",__label__1
"Aim to expand sales in Central, Latin markets: Hero",__label__2
Hero begins operations at first overseas plant in Colombia,__label__2
"Buy Axis, TCS, Maruti, Hero Moto: Sudarshan Sukhani",__label__2
"Buy Hero Motocorp, advises Sudarshan Sukhani",__label__2
Buy Hero Motocorp; target of Rs 2938: Motilal Oswal,__label__2
Hero MotoCorp to bring back product development to India,__label__1
"August sales: Hero, Maruti, M&M weak; Leyland, RE zoom",__label__1
"Like Hero Motocorp, ITC; both contra calls: Nirmal Bang",__label__2
"Look at HUL, Hero Motocorp, Bharti Airtel: Harendra Kumar",__label__1
"Prefer Maruti, Ashok Leyland, Hero, Motherson: Dipan Mehta",__label__2
"Buy HDFC, Titan Company, Hero Motocorp: Sameet Chavan",__label__1
"Hero Motocorp: AGM on August 31, 2015",__label__1
"Look at Hero Motocorp, Hindustan Unilever: Harendra Kumar",__label__1
Why LKP downgrades Hero Motocorp from BUY to NEUTRAL?,__label__2
"Hero plans to enter Nigeria, Argentina, Mexico this fiscal",__label__2
Hero Motocorp outperforms peers in Q1; target Rs 3100: IIFL,__label__2
Hero Motocorp: Outcome of board meeting,__label__1
Hero profit up 33% to Rs 750cr; revenue flat at Rs 6955cr,__label__1
"Exit Bajaj Auto, enter Hero Motocorp: Ambareesh Baliga",__label__1
Six in Sixty: Stocks to keep on your radar,__label__1
Hero Motocorp sells 4.87 lakh units of two wheelers in July 2015,__label__1
Avoid Hero Motocorp: Sudarshan Sukhani,__label__2
Hero to acquire certain assets of US-based EBR,__label__1
Hero Motocorp: HMCL Americas INC enters into Settlement Agreement to Acquire EBR's consulting biz,__label__1
"Hero Motocorp's Q1 results on August 03, 2015",__label__1
Hero Motors Group elevates Pankaj Munjal as CMD,__label__2
"Hero MotoCorp sales rev up, co launches two new bikes ",__label__2
"Enter Hero Motocorp, advises Sahil Kapoor",__label__2
Super Six intraday picks for the day,__label__2
"Look at Hero Motocorp, says Harendra Kumar",__label__1
"Go long in Hero Motocorp, may hit Rs 2700: Amit Gupta",__label__1
HMSI launches entry level 110cc bike Livo,__label__1
"Buy Hero Motocorp 2650 Call, advises VK Sharma",__label__1
Buy Hero Motocorp; target of Rs 3120: ICICIdirect,__label__1
"Sell Hero Motocorp, advises Sudarshan Sukhani",__label__1
"Short Bajaj Auto, go long in Hero Motocorp: Siddarth Bhamre",__label__1
"Buy Hero Motocorp, target Rs 2730: Pritesh Mehta",__label__1
"Buy Hero Moto, TCS, Godrej Industries: Sudarshan Sukhani",__label__1
"Hero Motocorp may hit Rs 2680, says Sameet Chavan",__label__1
"Pick Hero Motocorp, target Rs 2650-2680: Hemant Thukral",__label__1
Competition Comm dismisses complaint against 18 auto makers,__label__1
"Hold Eicher Motors; Hero Moto, Bajaj Auto look good: Mehta",__label__1
Overweight on auto space: Ajay Bagga,__label__2
"Auto sales mixed, trucks strong; UBS says Maruti top pick",__label__2
"Hero MotoCorp sales marginally up at 5,42,362 units",__label__2
"Hero MotoCorp launches 'Xtreme Sports' priced at Rs 72,725",__label__2
"Stay with IDFC, says Sudarshan Sukhani",__label__1
"SBI, ICICI Bank top picks, like Hero Moto: Nirmal Bang",__label__2
Hero Group to invest Rs 500 crore in electronics business,__label__2
"Prefer Bajaj Auto, Hero Motocorp: Sudarshan Sukhani",__label__2
Expect Hero Motocorp to rally: Sudarshan Sukhani,__label__2
Hero MotoCorp launches new Passion Pro,__label__2
Look at Bajaj Auto: Prakash Diwan,__label__1
Buy Hero Motocorp; target of Rs 2880: Firstcall Research,__label__2
Enter auto stocks for medium to long term: Sandeep Shenoy,__label__1
Pawan Munjal new Hero Chairman; father steps aside,__label__1
"Tata Motors, TVS May sales grow 5-6%, Hero disappoints",__label__1
"Buy Hero Motocorp, advises Sudarshan Sukhani",__label__1
"Buy Bajaj Auto, Hero Motocorp on dips: Sudarshan Sukhani",__label__2
"Keep Eicher Motors, Hero Moto in portfolio: Phani Sekhar",__label__1
"Buy Hero Motocorp, says Amit Harchekar",__label__1
Accumulate Hero Motocorp; target Rs 2811: Arihant capital,__label__2
"Buy Hero Motocorp, says Sudarshan Sukhani",__label__2
"Buy Hero Motocorp, target Rs 2550: Chandan Taparia",__label__2
"Prefer Tata Motors, Bajaj Auto, Exide: Jigar Shah",__label__2
"Expect upside of 3-4% in Bajaj Auto, Hero Moto: Chaturmohta",__label__2
"Prefer L&T, IDFC, Bajaj Auto: Nooresh Merani",__label__2
"Go long in Hero Motocorp on dips, says Ashish Chaturmohta",__label__2
Top buzzing midcap stocks to trade on May 12,__label__2
Hold Hero MotoCorp; target of Rs 2505: ICICIdirect,__label__2
Hold Hero MotoCorp; target of Rs 2505: ICICIdirect,__label__2
"Buy Adani Ports, Hero Motocorp, Lupin: Sudarshan Sukhani",__label__2
Prefer Tata Motors: Deven Choksey,__label__1
Hero Moto Q4 net falls 14% to Rs 476.5cr on one-time loss,__label__2
"Hold Hero Motocorp, says Kunal Bothra",__label__2
Buy Hero Motocorp on dips: Ambareesh Baliga,__label__2
"Hero Motocorp Q4 profit seen up 18.3%, OPM may fall 146 bps",__label__1
Remain invested in TVS Motor: Gaurang Shah,__label__1
"Positive on Maruti, may test Rs 4500: Rahul Arora",__label__2
"Hero Motocorp's FY15 results on May 07, 2015",__label__1
Stay away from two wheelers space: Ratnesh Kumar,__label__1
Prefer Hero Motocorp on dips: Mayuresh Joshi,__label__1
"Buy Hero Motocorp, says Ambareesh Baliga",__label__1
"Look at Bajaj Auto, Hero Moto on dips: Mehraboon Irani",__label__2
Here are top 10 stocks to focus on April 17,__label__2
Hero-invested company files for bankruptcy in US,__label__2
Hero Motocorp: Updates on investments,__label__2
"Short Hero Motocorp, target Rs 2430: Amit Harchekar",__label__2
Here are top 10 stocks to focus on April 10,__label__2
Prefer Hero Moto over Bajaj Auto: Phani Sekhar,__label__2
Hero working to extend fuel able tech to Splendor range,__label__2
Here are top 10 stocks to focus on April 6,__label__1
Hero MotoCorp vehicle sales up 6.2% in 2014-15,__label__1
Hero Motocorp sells record 66.31 lakh units of two-wheelers during FY14-15,__label__1
Buy Hero Motocorp; target of Rs 3200: Emkay ,__label__2
Hero Motocorp appoints Shobana Kamineni as diector,__label__1
Check out: Top investment picks by market experts,__label__1
"Bullish on 4 wheelers; like Maruti, Leyland: PL's Korde",__label__2
Here are top 10 stocks to focus on March 24,__label__2
Look at Hero Motocorp on dips: Ambareesh Baliga,__label__1
Buy Hero Motocorp; sell Dish TV: Sameet Chavan,__label__2
"Look at Hero Moto, Bajaj Auto: Mayuresh Joshi",__label__2
"Hold Hero Motocorp, says Sudarshan Sukhani",__label__2
Hero Motocorp may test Rs 2692: Siddharth Bhamre,__label__2
"Hero, Bajaj bottoming out; sales rebound seen: Barclays",__label__1
Here are top 10 stocks to keep an eye on March 3,__label__2
Here are top 10 stocks to focus on February 27,__label__2
"Buy Bajaj Auto, Hero Motocorp: Devang Mehta",__label__2
"Buy Hero Motocorp, advises Devang Mehta",__label__1
Prefer Hero Motocorp: Phani Sekhar,__label__1
Stay invested in Hero Motocorp: Mayuresh Joshi,__label__1
Check out stocks that are buzzing most today,__label__1
Here are top 10 stocks to focus on February 18,__label__1
Controlling shareholders to sell $300m HeroMoto shares,__label__1
Prefer two wheelers stocks: Phani Sekhar,__label__2
"Exit JP Associates, prefer Maruti Suzuki:  Mayuresh Joshi",__label__2
"Short Hero Motocorp, advises Amit Harchekar",__label__1
Hold Hero Motocorp; target of Rs 3036: ICICIdirect,__label__1
Buy Hero Motocorp; target of Rs 3200: Emkay,__label__2
"Exit Hero Moto; buy HCL Tech, Tech Mahindra: Gaurang Shah",__label__2
See double digit growth till FY16: Atul Auto,__label__2
"Basudeb Bannerjee positive on Eicher Motors, Tata Motors",__label__2
"Go long in HCL Tech, Hero Motocorp: Rajat Bose",__label__2
"Hero MotoCorp Q3 net up 11.2% at Rs 583cr, misses estimates",__label__2
Hero Motocorp Q3 profit seen up 31% to Rs 689 cr: Poll,__label__2
"Prefer Maruti Suzuki, Hero Motocorp: Mayuresh Joshi",__label__2
"Maruti Jan sales rise 13.7%, Tata Motors posts 5% growth",__label__2
Look at Hero Motocorp: Sudarshan Sukhani,__label__1
Short Hero Motocorp at around Rs 3000: Amit Harchekar,__label__2
"Go long in Hero Motocorp, says Manoj Murlidharan",__label__2
"Short Hero Motocorp, says Amit Harchekar",__label__1
"Chandan Taparia positive on Tata Motors, Hero Motocorp",__label__1
Sectors to watch closely after RBI rate Cuts: GEPL Capital,__label__1
"Falling fuel, interest cost should help revive demand: Hero",__label__2
"Hero Motocorp: Q3 results on Feb 03, 2015",__label__1
Car sales up 2.46% in 2014; SIAM sees FY15 growth at 1%,__label__2
Go long in Hero Motocorp: Mithil Pradhan,__label__2
Prefer Bajaj Auto over Hero Motocorp: Sharmila Joshi,__label__2
Lot more scope for 2-wheeler growth across country: SIAM ,__label__2
Here are top 10 stocks to focus on January 08,__label__2
"Prefer Tata Motors, Maruti Suzuki: Dilip Bhat",__label__1
Will pass impending 4% excise hike to customers: Maruti,__label__1
"Buy Maruti Suzuki, Hero Motocorp: Sudarshan Sukhani",__label__1
"Prefer Ashok Leyland, Hero Motocorp: Phani Sekhar",__label__1
"Hero Motocorp good bet, says Phani Sekhar",__label__2
"Buy Hero Motocorp, NMDC: Vishal Malkan",__label__1
"Buy Hero Motocorp, says Sudarshan Sukhani",__label__1
Global cos to hire most from India: Shivakumar,__label__1
Buy Hero Motocorp; target of Rs 3350: Emkay,__label__1
"Buy Hero Motocorp, Shriram Transport; sell NMDC: Sukhani",__label__1
"Prefer TVS Motor, L&T, SKS Micro: Dhananjay Sinha",__label__2
Buy Hero Motocorp; target of Rs 3518: Motilal Oswal,__label__2
"Short Tata Steel, Bajaj Auto, TVS Motor: Siddharth Bhamre",__label__1
Hero Motocorp sells 547413 units in November 2014,__label__1
"Buy Hero Motocorp, says Yogesh Mehta",__label__1
Export slowdown due to global situation: Hero Motocorp,__label__1
See strong H2; will sustain performance: TVS Srichakra,__label__2
"Buy Hero Motocorp, Divis Labs, Ambuja Cements: Sukhani",__label__2
Here are top 10 stocks to focus on November 12,__label__2
Here's what Altamount Cap is betting on post Q2 earnings,__label__2
Buy Hero Motocorp; target of Rs 3350: Emkay,__label__2
"Accumulate HDFC Bank, Hero Motocorp: Mayuresh Joshi",__label__2
Expect 11% growth in revenue in FY15: Munjal Showa,__label__1
Hero Motocorp announces Europe arrival in 2015,__label__2
Downgraded M&M growth estimates; bullish on Maruti: IIFL,__label__2
Oct sales good; mkt share may rise to 23% by April: Bajaj,__label__2
Hero Motocorp accelerates to record retail sales this festive season,__label__2
Hold Hero Motocorp; target of Rs 3078: ICICIdirect,__label__2
Arihant capital neutral on Hero Motocorp; target of Rs 2970,__label__2
"FIIs, RFPIs can buy upto 49% of Hero Moto's paid-up capital",__label__1
Buy Hero Motocorp on dips: Manas Jaiswal,__label__1
Bumper Diwali sale; seeing surge in proxy demand: Honda,__label__2
"Big Diwali for autos, cautiously optimistic now: HeroMoto",__label__2
Is Diwali proving to be auspicious for automotives?,__label__2
Should you bet big on Hero Moto amid Diwali cheer?,__label__2
Is Hero Motocorp best recovery play after record sales?,__label__2
"Buy Hero Motocorp, Bajaj Auto: Deven Choksey",__label__2
Buy Hero Motocorp: Sudarshan Sukhani,__label__2
Accumulate Hero Motocorp; target of Rs 3084: Dolat Capital,__label__2
Accumulate Hero Motocorp; target of Rs 3130: Angel Broking,__label__2
Hero MotoCorp inaugurates unit in Rajasthan,__label__2
Hero to launch two new scooter models in next one year,__label__2
Why experts read Hero Moto's Q2 results differently,__label__2
"Hero Motocorp Q2 net beats forecast, up 58% on other income",__label__2
Hero Moto or Bajaj Auto: Which is best two-wheeler bet now?,__label__2
"Hero Motocorp or Bajaj Auto, which is the best play?",__label__2
"Hold Hero Motocorp, says Hemen Kapadia",__label__2
Hero Motocorp Q2 net may rise 44% at Rs 694cr: ICICIdirect,__label__2
Prefer Hero Motocorp over Bajaj Auto: Prayesh Jain,__label__2
Hero Motocorp Q2 PAT seen up 17% at Rs 561 cr: KR Choksey,__label__2
Buy Hero Motocorp on declines: Amit Gupta,__label__2
Here's why Hero Moto is a better bet than Bajaj Auto,__label__2
"Hero Motocorp Q2 profit seen up 43%, OPM may fall 130 bps",__label__1
Bajaj may fall 2-3% on mixed Q2 result: Prabhudas Lilladher,__label__2
Should you buy Tata Motors post 8% fall in last 2 sessions?,__label__1
"Buy Hero Motocorp, advises Rahul Shah",__label__1
"Hero MotoCorp launches two bikes priced up to Rs 51,550",__label__1
"Hero Motocorp's Q2 results on October 16, 2014",__label__2
"Buy Hero Motocorp, Bajaj Auto; sell L&T: Rahul Mohinder",__label__2
Maruti Suzuki and Hero Moto best auto bets for now: Expert,__label__2
Buy Hero Motocorp 2850 Call: VK Sharma,__label__2
"Expect upside in Hero Motocorp, target Rs 2950: Bothra",__label__2
Go long in Hero Motocorp below Rs 2780: Ashish Chaturmohta,__label__2
"Go long in Hero Motocorp, says Amit Gupta",__label__2
Hero MotoCorp to set up manufacturing unit in AP,__label__2
"Hero Motocorp to set-up manufacturing plant in Chittoor, Andhra Pradesh",__label__1
Hero MotoCorp to launch 3 new models early next year,__label__1
"Buy L&T, Tata Motors, Hero Motocorp: Rahul Mohinder",__label__2
"Accumulate Bajaj Auto, Hero Motocorp: Mayuresh Joshi",__label__1
"Buy Kotak Bank, Hero Motocorp, Asian Paints: Sukhani",__label__1
Dipan Mehta positive on Hero Motocorp,__label__2
Hero Motocorp: Updates on outcome of AGM,__label__2
Hero Motocorp may hit Rs 2750: Kunal Bothra,__label__1
Go long in Hero Motocorp: Ashish Chaturmohta,__label__1
"Buy Hero Motocorp, says Sudarshan Sukhani",__label__1
"Modi govt's 100 days: More hits than misses, say experts",__label__2
"Prefer Tata Motors, Hero Motocorp: Ashu Madan",__label__1
How did first quarter earnings look? 'Good but not great',__label__2
Super Six short term picks for August 18,__label__2
Buy Hero Motocorp: Sudarshan Sukhani,__label__2
Expect limited upside in Hero Motocorp: Sharekhan,__label__2
Hero Moto's casual workers at Gurgaon plant resist shifting,__label__2
"Maruti Suzuki, Hero Motocorp preferred picks: Karwa",__label__2
July car sales up 5%; SIAM eyes 5-10% growth in FY15,__label__1
Buy Hero Motocorp; target of Rs 2834: LKP,__label__1
Accumulate Hero Motocorp; target of Rs 2638: PLilladher,__label__1
"Buy Bharti Airtel, Hero Motocorp, Shriram Trans: Sukhani",__label__1
Buy Hero Motocorp; target of Rs 2750: Emkay,__label__1
Accumulate Hero Motocorp; target of Rs 2616: Dolat Capital,__label__1
Buy Hero Motocorp; target of Rs 2900: Religare Capital,__label__1
Buy Hero Motocorp; target of Rs 2794: Motilal Oswal,__label__1
Hero Moto disappoints on higher deprecation costs: Experts,__label__2
Hero MotoCorp: Board declares interim dividend,__label__2
Hero Motocorp: Outcome of board meeting,__label__2
"Hero Motocorp Q1 net up 2.6%, operating margin dips 130 bps",__label__2
Hero Motocorp may touch Rs 2700-2750: Sharmila Joshi,__label__2
"Hold Hero Motocorp, says Ashu Madan",__label__2
"Here's how to trade JSPL, Hero Moto, Coal India today",__label__2
Hero Motocorp Q1 profit may rise 15.2% to Rs 632 cr: Poll,__label__2
"Prefer Bajaj Auto, says Hitesh Goel",__label__2
Hero MotoCorp sales up 8.67% in July,__label__1
Hero Motocorp sells 5.29 lakh units in July 2014,__label__1
IIFL to upgrade Maruti target price post strong July sales,__label__1
"Buy AB Nuvo, Aurobindo Pharma, Hero Motocorp: Sukhani",__label__2
Hero Motocorp to consider interim dividend,__label__2
Super Six stock ideas to liven up your trade,__label__2
Hero Motocorp best bet: Mehraboon Irani,__label__2
"Hero Motocorp's Q1 results on August 05, 2014",__label__2
"Buy Hero Motocorp, advises Sudarshan Sukhani",__label__2
"Prefer TVS, Ashok Leyland, Hero Moto: Ajay Bagga",__label__2
"Buy Hero Motocorp, ICICI Bank, Wipro: Sudarshan Sukhani",__label__2
Expect margins in 19-20% range going forward: Bajaj Auto,__label__2
"Hero Motocorp's AGM on August 05, 2014",__label__2
"Prefer Hero Motocorp, Maruti Suzuki: Sanjeev Prasad",__label__2
"Buy Hero Motocorp, advises Vishal Malkan",__label__2
Prefer Hero Motocorp: Mehraboon Irani,__label__2
"Buy Hero Motocorp; sell Sun TV, NTPC: Sudarshan Sukhani",__label__1
"Buy Maruti Suzuki, Hero Motocorp: Sudarshan Sukhani",__label__1
Expect clear roadmap on GST in Union Budget: Hero Moto,__label__2
