Headlines,Labels
hero honda q4 pat down 16% at rs 504 cr,0
sell hero motocorp; buy vedanta: hemant thukral,0
go long in hero motocorp: amit gupta,0
hero honda may 2-wheeler sales at 2.85 lakh units,0
hero motocorp sales up 6% in may,1
why experts read hero moto's q2 result differently,1
hero motocorp q1 result unexciting; target rs 1700: quant,0
hold hero honda motors: il&fs investsmart,0
"as rbi stand pat on rates, here be the top 10 rate-sensitive stock to buy",1
hero honda q1 net profit down at rs 189.94 crore,1
buy hero motocorp; target of rs 3810: centrum,1
"chandrababu naidu lay foundation for rs 1,600 cr hero motocorp factory",1
hero motocorp q1 pat at rs 615cr; total income at rs 6351cr,1
apurva shah positive on hero honda,1
"bajaj, kawasaki to ride together to capture new market",0
"buy hero honda, target of rs 1275: motilal oswal",1
hero motocorp can move to rs 2087-2110: thukral,1
major auto makers report fall in march sales,0
lml not worth look at current level,1
short hero motocorp: jitendra panda,1
"prefer tata motors, hero honda in auto: harihar",1
remain invest in hero honda: tulsian,0
hero motocorp sales up 8.67% in july,0
hero honda look better than bajaj auto,0
"cabinet approve $1.75 bn fdi from reckitt, pe firm",1
"hero honda to announce 4th plant; zero in guj, k'taka",1
devangshu datta`s view on hero honda,1
hero to buy honda's stake in jv: how do both cos stack up?,0
cautious on volume hold post festive season: tvs motor,1
"buy hero honda, hul: bharathan",0
hero honda have immediate resistance at rs 760,1
hero honda margins likely to be hit by over 400-500 bps,0
hero honda motor scale a new high in cy '05,0
interest rate peak next trigger for auto sector: expert,1
buy hero honda above rs 873: icicidirect.com,1
hero moto q1 profit see up 8% at rs 879 cr: motilal oswal,0
"keep eicher motors, hero moto in portfolio: phani sekhar",0
"buy hero moto, infosys, tata global; sell m&m, power finance corp: mitessh thakkar",0
"go long in hero moto, upl, adani ports: jk jain",1
buy hero motocorp 2100 put: vk sharma,0
"prefer maruti, ashok leyland, hero, motherson: dipan mehta",1
hero honda get a neutral rat,1
"buy yes bank, acc; avoid vrl logistics: sudarshan sukhani",0
"buy hero motocorp, target rs 3350: hemant thukral",1
"hero motocorp q4 profit see up 18.3%, opm may fall 146 bps",0
bike sales slip off road!,1
"dhananjay sinha overweight on it, pharmaceuticals space",1
it's brand 'yuvraj' now,1
"sp tulsian positive on m&m, tata motor",1
seven launch slat for fy07: hero honda,1
tata motor can touch rs 175-176: thukral,1
sunil munjal cease to be promoter of hero motocorp,1
cci approve merger of hero investments with hero motocorp,1
hero motocorp q4 profit tank 25% to rs 730 crore on weak sales volume,0
hero motocorp q2 net may rise 44% at rs 694cr: icicidirect,1
hero motocorp sell 5.41 lakh units in june 2014,0
auto cos say vehicle repossession norms need rework,1
hero honda q3 pat see at rs 244.89 cr: reliance money,0
"fiis, rfpis can buy upto 49% of hero moto's paid-up capital",0
hero will remain the hero in the industry: pawan munjal,0
prefer hero motocorp: phani sekhar,0
6 trade stock for short term gain,1
"exit amtek india, say nooresh merani",0
buy hero honda on declines: bose,1
"chandan taparia positive on tata motors, hero motocorp",0
sell hero honda; target of rs 1800: anand rathi,0
stock you can buy today & sell tomorrow,1
"hero motocorp's q2 result on october 16, 2014",1
hero honda have target of rs 1950: rajesh jain,0
"look at hero motocorp, say harendra kumar",0
accumulate hero motocorp; target of rs 2640: angel broking,1
hero honda sept '08 qtr pat see at rs 305.7 cr,0
auto industry create job but not too many permanent ones,0
hero honda say target 5 mln unit sales in fy11,0
"add hero honda, target of rs 1,120: iifl",1
"plunge sales, strikes: 2011 a year to forget for auto cos",1
"buy maruti suzuki on dips, pick hero moto: prakash diwan",0
"expect upside of 3-4% in bajaj auto, hero moto: chaturmohta",1
auto sector look strong,1
"sell cairn india, asian paints; hero moto may head higher: gaba",1
"hero motocorp q2 profit see up 43%, opm may fall 130 bps",0
activa back in numero uno position; honda double output,0
national seminar cum exposition on power quality,0
hero motocorp can go upto rs 1560: gupta,1
"buy ab nuvo, grasim, colgate, acc, hero moto: rakesh bansal",0
sell godrej industries: sudarshan sukhani,1
"energy, auto may outperform: bhavin desai",0
here be a few investment ideas from prakash diwan,1
hero honda q4 net profit up 48.8% at rs 598 cr,0
buy hero motocorp: sudarshan sukhani,1
hero motocorp to consider interim dividend,1
"sell hero motocorp, tata power: chandan taparia",0
hero honda jun '08 qtr pat see at rs 274.4 cr: religare,0
"below 805, hero honda be not an investment buy",1
don't buy hero honda motor,1
"auto look fairly defensive, say mohoni",0
hero motocorp q1: most expect net to fall 9% at rs 561 cr,1
maruti suzuki may correct to rs 1450: sp tulsian,1
hero motocorp foray into motorcycle rally race,0
next 10-15 days will be good for hero honda,0
buy hero motocorp; target of rs 3120: icicidirect,0
bike makers line up 60 new model for launch next year,0
hero honda have resistance at rs 740-760,1
honda formally decide to sell stake in hero honda jv,0
buy hero motocorp; target rs 1800: dolat capital,0
"prefer hero motocorp, l&t, motherson sumi: amisha vora",0
"cement stock attractive, positive on hero, say phani sekhar",1
"hold hero honda, tgt rs 835: pinc",1
hero motocorp q1 profit may rise 15.2% to rs 632 cr: poll,1
november car sales dip 8%: siam,1
buy hero motocorp; target of rs 3810: centrum,0
honda india two-wheeler business cross five lakh mark in sales,1
"buy hero motocorp, bajaj auto: deven choksey",1
sectors to watch closely after rbi rate cuts: gepl capital,0
"hero motocorp's fy15 result on may 07, 2015",0
"hero motocorp q1 profit, operate income see up 6% but margin may shrink",1
hero honda pat see at rs 178.1 cr: sski,0
"hero motocorp to launch 8-10 products, refresh this year",0
hero motocorp log best every monthly sales in march at 7.3 lakh units,0
car sales up 2.46% in 2014; siam see fy15 growth at 1%,1
hero honda result below estimates; net at rs 209cr,0
buy hero motocorp; target of rs 2750: emkay,0
stay away from hero honda,0
"tata motors, hero motocorp top pick in auto space: irani",1
accumulate hero motocorp; target of rs 3130: angel broking,1
"buy hero honda, say vijay",0
"hero motocorp, bajaj auto may see more downside: baliga",1
buy hero motocorp; target of rs 4097: lkp research,1
feb auto sales data expect to be mix on weak retail demand,1
bajaj auto can test rs 2500,1
"buy hero moto, bajaj auto, l&t fin: ashwani gujral",1
"hero honda, bajaj auto top pick in auto sector: bala",0
hero motocorp up 2% on better than expect dec sales data,1
stay away from auto stock,1
"hero motocorp have target of rs 2480, say prayesh jain",0
"prefer bajaj auto over hero motocorp, say sp tulsian",1
hero honda can touch rs 2100: gujral,1
hero honda q1 net see up 21.5% to rs 248.5cr,1
"hero motocorp return to premium segment, launch xtreme 200r",1
"hero motocorp's agm on september 11, 2013",1
auto sector result preview for q4fy13: kotak securities,1
"like hero motocorp, target rs 3120, like m&m: prakash gaba",1
"hero motocorp q1 net profit flat at rs 910 crore, miss estimate",1
"buy vedanta, say rajat bose",0
bajaj auto scout for acquisitions?,1
hero motocorp commence construction of its new plant & global part centre,0
hero honda august sales up 12% at 2.4 lakh units,1
"hero motocorp's agm on august 05, 2014",1
"hero, bajaj bottom out; sales rebound seen: barclays",0
hero honda have resistance close to rs 1920-1930: bhambwani,0
10 stock you should keep an eye on post q3 results: emkay,0
hero motocorp sales up 3% in oct,1
"buy hdfc, upl; sell bpcl: ashwani gujral",1
bajaj auto nov sales slip 1% to 3.7 lakh as bike sales slow,0
dhawan not positive on tvs motor,0
"sudarshan sukhani upbeat on bajaj auto, hero motocorp",1
will start sell in 10 new mkts by mar: hero motocorp,1
hero honda q1 net profit down at rs 189.94 crore,1
"exit hero moto; buy hcl tech, tech mahindra: gaurang shah",1
"buy hero honda, target of rs 902: merrill lynch",1
hold hero honda for long term,1
ultra motor exit collaboration with hero export,1
"hero to focus on premium segment, launch 4 model in 24-36 mths",0
hero honda look good for long term: kapadia,1
avoid hero honda,1
q2fy13 results: bajaj auto distinctly ahead of hero motocorp,0
super six trade ideas for march 26,0
hero honda q1 pat see up 10.5% at rs 543 cr,0
hero motocorp sales up 1.32% to nearly 5.5 lakh units in june,1
"look at hero motocorp, hindustan unilever: harendra kumar",0
ranbaxy's sobti's friday gurgaon to hit stand by month-end,1
"ashok leyland, hero honda look weak, say anil manghnani",1
hero-invested company file for bankruptcy in us,1
accumulate hero motocorp; target rs 2811: arihant capital,1
"sell bajaj auto, maruti suzuki; buy tata motors: ashwani gujral",1
sell hero honda: sukhani,0
keep bajaj auto in portfolio,1
hero honda to launch 12 model in next 18 months,1
buy hero motocorp on declines: harendra kumar,0
"hold hero honda, target of rs 975: pinc research",1
ashok leyland have support at rs 42-45: mohindar,1
sell hindustan motors: kapoor,1
"board of hero motocorp, bajaj auto reward ceos handsomely despite profit growth slow down",1
"sales road bumpy for 2-wheelers, smooth for 4-wheelers",1
"buy hero moto, sun pharma on dips; avoid l&t: rajat bose",0
excise dept send notice to rico auto & shriram pistons,0
next 2-3 qtrs to be challenge for auto sector: hero honda,1
"honda, india`s hero close to jv pact rejig: report",0
how religare cap see may auto sales number,0
anand mahindra explore opportunity to enter ride-sharing market,1
bull's eye: stock to buy today,1
"prefer bajaj auto, tvs to hero honda",1
see 10-15% downside in hero motocorp: nitin jain,0
"accumulate hero honda, target of rs 865: angel",0
"hero moto q1 net see up 16%, margins may improve on price hike",1
hero honda an outperformer: karvy,1
here be a few stock ideas from prakash diwan,1
"hero motocorp q3 net miss forecast, ad spend hit margins",1
buy hero honda: rajan malik,0
margin pressure to stay for 2-3 quarters: hero honda,1
"trump or clinton, india won't suffer: pawan munjal",1
"hero motocorp, tiger woods extend association by four years",1
hero honda may gain 7-8% from current levels: mohindar,1
"sell tata motors, tata steel, auro pharma; buy hero moto: gujral",1
hero honda look good,1
merani upbeat on hero motocorp,0
"hero moto can climb to rs 3050, bhel can slide to rs 120: gaba",1
hero motocorp: update on outcome of agm,1
hero honda an underperformer: macquarie,1
"hero honda q2 revenues see up 28% at rs 4,062 cr",1
cii organize national skills competitions,0
"honda car, bike all-set to steal the show in 2013",1
"motown's dec sales in slow lane, rural india face worst hit",1
"hero motocorp may rally to rs 2200, say sukhani",0
"buy hero moto; sell dlf, jain irrigation: ashwani gujral",1
see 10% upmove in hero motocorp: sukhani,0
"prefer bajaj auto, hero honda to tvs motor: gujral",0
competition comm dismiss complaint against 18 auto makers,0
hero honda motor can touch rs 915: n pillai,0
hero motocorp have support at rs 1550: sukhani,0
"buy hero motocorp, say yogesh mehta",0
buy hero honda motors: motilal oswal,1
hero honda q4 net profit see at rs 202 cr: il&fs,1
"buy gail india, upbeat on hdfc: sudarshan sukhani",0
"prefer m&m, hero moto, bajaj auto: dipan mehta",1
"prefer maruti suzuki, hero motocorp: mayuresh joshi",1
"hero hondaï¿½s new facility on track, despite slowdown",0
top 10 intraday and long-term bet to beat volatility,1
"buy hero motocorp, say sudarshan sukhani",1
"multibaggers: tulsian bet on himatsingka sei, munjal showa",0
hero motocorp zoom ahead with record 6.25mn units in fy14,1
hero motocorp q3 profit see up 31% to rs 689 cr: poll,1
"buy adani ports; sell hero motocorp, hdfc: ashwani gujral",0
"buy cipla, hero motocorp, say sukhani",0
buy hero honda with a target of rs 940: karvy,1
better product portfolio boost aug sale: hero honda,1
slow growth to continue in april-june: bajaj auto md,0
"buy eicher motors, hero moto; sell maruti: rajat bose",0
be diwali prove to be auspicious for automotives?,1
here be a few stock ideas from prakash diwan,1
"omax auto, iranian firm sign mou for two jvs",1
"goldman bearish on hero honda, m&m; like bajaj auto, bosch",0
fdi will get back fiis; export mkt saturated: sunil munjal,1
hero honda bottom at rs 1650: gujral,1
short hero motocorp with long term view: nitin jain,1
tata motor have target of rs 1000: betadpur,1
hero honda q4 pat see at rs 253.8 cr: khandwala,1
"hero motorcorp, tata motor top picks: dhananjay sinha",1
super six trade ideas for july 17,1
hero motocorp incorporate wholly own subsidiary in usa,0
talbros auto to raise expansion fund via fresh equity,1
"hero motocorp q1 profit, ebitda up 18%; revenue beat estimate",1
"bofa downgrade hero motocorp; cut target to rs 1,650",0
hero honda to launch 6 more bike this fiscal,0
hero motocorp reappoints pawan munjal as cmd and ceo,1
"petrol price up by rs 7.50/ litre, diesel untouched",0
hero honda can touch rs 750: gaba,1
"perfer infosys, wipro, colgate, hero motocorp: sinha",1
hero motocorp q3 profit jump 37% to rs 796 cr on ebitda boost,1
"build position in banking, oil stock",1
hero to acquire certain assets of us-based ebr,0
"buy niit technologies, hero motocorp; sell infibeam: rajat bose",0
hero motocorp may hit rs 2750: kunal bothra,0
"hold hero honda, target of rs 845: indiabulls securities",0
exit hero honda: rajesh jain,1
hero honda can touch rs 800-825: bhatt,1
hold hero motocorp; target of rs 2170: emkay,0
"buy hero honda, bajaj auto from investments perspective",1
bajaj auto q1 net up 1% despite export slump,0
hero honda have support at rs 1555: paul,0
"buy bajaj auto, hero honda: irani",1
4-wheeler stock look attractive,1
wind of change blow at bajaj auto?,1
stay away from hero honda,1
have sign new license agreement with hero: honda motor,0
"invest in hero motocorp, say dilip bhat",0
bajaj auto can touch rs 2900-3000,0
ibef research: showa corporation,1
expect good move in tata steel above rs 414: bose,1
"hold hero honda, say satish betadpur",1
hero honda to set up third plant in rajasthan,1
"prefer hero motocorp, maruti suzuki: sanjeev prasad",1
hero motocorp q4 pat see up at rs 658 cr: angel broking,0
bajaj auto can touch rs 3000-3050,1
festive season may boost auto sales in 2hfy20; analyst bet on these auto stock,1
"short hero motocorp, say amit harchekar",0
hold hero honda: parag parikh,0
news live: alternative mechanism set up for consolidation of public sector bank,1
huge discount fail to boost auto sales in dec,1
super six: top chart pick for friday,0
hero motocorp: outcome of agm,1
"hero motocorp may rally upto rs 3000, say sukhani",0
hero motocorp q1 preview: pat see 10% up on rise in demand for budget bike,1
"dec auto sales key post demonetisation, experts pick best stock",0
short-term outlook not positive for auto space: angel,1
"short hero motocorp, target rs 2500: shubham agarwal",0
buy hero motocorp; target rs 1935: icicidirect.com,0
hero motocorp come out with voluntary retirement scheme for employees,0
fy14 margin see better despite lower volumes: hero moto,1
"accumulate hdfc bank, hero motocorp: mayuresh joshi",1
"go long in hpcl, hero moto, ultratech cement: gaurav bissa",0
go long in hero motocorp: mithil pradhan,1
insurance premium hike to hit bike demand more than car,0
hero motocorp clock 5.83 lakh unit sales in may,1
"november, a weak month for auto sales",0
"technical view | top buy and sell ideas by ashwani gujral, sudarshan sukhani, prakash gaba for short term",1
hero group's founder brijmohan lall munjal pass away,0
hero honda bring legendary rock band the scorpions,1
oct sales good; mkt share may rise to 23% by april: bajaj,1
develop in-house r&d a challenge for hero: maruti suzuki,0
cross 1 mn unit sales during festive period: hero motocorp,1
experts talk: which 2-wheeler co will win the race in 2011?,0
bharat financial inclusion may move to rs 925-940: prakash gaba,1
"hold amara raja batteries, say sharmila joshi",1
"sell bhel, say sudarshan sukhani",0
hero honda a marketperformer: karvy,1
damania bullish on four-wheelers stock,1
"basudeb bannerjee positive on eicher motors, tata motor",1
hero honda mar '08 2-wheeler sales at 3.20 lk units,0
"short hero motocorp, say amit harchekar",0
hero motocorp may touch rs 2100-2150: hemant thukral,0
"prefer bajaj auto, hero motocorp: ashwani gujral",1
hero honda q3 net profit see up 264.16cr: nethworth,0
10 largecap top investment ideas for 2013: emkay,1
hero motocorp q2 net sales up 28% to rs 5784 cr,1
bull's eye: stock to buy today,1
"buy hero motocorp, nmdc: vishal malkan",0
"buy hero motocorp on dips, say deven choksey",1
jain`s view on tvs motor,0
"prefer tata motors, hero motocorp: dilip bhat",1
"buy hero motocorp, indusind bank on dips: sudarshan sukhani",0
"like apollo hospitals, hero moto, kiri industries: prakash gaba",1
hero motocorp sell over 20 lakh units in jul-sep quarter,1
"hold hero motocorp, say sukhani",1
buy hero motocorp; target of rs 3200: emkay,1
"sell hero moto, crompton greaves; buy vedanta: sandeep wagle",0
"pick hero motocorp, bajaj auto: ambareesh baliga",1
what to expect from bajaj auto q4 earnings?,0
"hero honda, andhra bank tie up for bike loan",1
"honda plan rs 3,000-cr investment in india",1
honda in favour of two gst slabs for two-wheelers,0
buy hero honda motors; target of rs 2097: pinc research,1
hero motocorp have target of rs 2050: sukhani,1
dlf win ipl sponsorship for next 5 yrs,1
hold hero motocorp; target of rs 3036: nalanda securities,0
prefer bajaj auto over hero honda,0
tough to maintain margins at 22%: bajaj auto,0
"buy hero motocorp, bajaj auto: ashwani gujral",1
"prefer bajaj auto, say hitesh goel",1
hero honda july 2-wheeler sales at 2.01 lakh units,0
"buy upl, hero motocorp, biocon: ashwani gujral",1
hero motocorp q3 pat may dip 6.5% yoy to rs. 753.4 cr: motilal oswal,1
"sell cipla, wockhardt; buy unite spirits: ashwani gujral",1
growth see across segments: hero honda,1
honda india keen to become an export base for global market post 2020,1
hero motocorp sales down 13% in november,0
hero honda q3 pat see at rs 297.1 cr: iifl,0
fy09 to be tougher than last fiscal: hero honda,1
hero honda to exceed fy10 sales target,1
"prefer bajaj auto, say irani",1
"hero motocorp promoter entity sell share worth rs 1,910 cr",1
hero honda dec qtr pat see down 4% at rs 514cr: krchoksey,0
"auto sector report dismal sales in nov, outlook grim",0
"hero motocorp sales dip 12% in june to 6,16,526 units",1
up govt shut shriram pistons & ring plant in ghaziabad,1
"prefer hdfc, bajaj auto: abhijit paul",0
accumulate hero honda: rajesh jain,0
hero honda look strong in 2-wheeler space: s joshi,1
"buy infosys, lupin, hero motocorp: rakesh bansal",1
"avoid two wheelers stocks, say dipan mehta",1
hero motocorp can test rs 2000: anu jain,1
"hold hero honda, say tulsian",1
fitch assign f1(ind) rtg to std prog of unitech machine,1
"buy power grid, dabur, hero motocorp: sudarshan sukhani",1
cci reject complaint against heromotocorp,1
"accumulate hero honda, target to rs 1055: emkay",0
"hero honda, bajaj auto not give buy signal, stay away",1
buy hero motocorp on declines: amit gupta,1
hmsi march sales up 20.3%; fy18 volume vroom 22% to over 6.12 mn,0
bajaj auto can touch rs 2900-3000,1
ubs securities positive on hero honda,1
short hero motocorp; may slip to rs 1600: sahil kapoor,0
mahindra and mahindra have target of rs 720,1
"hero motocorp q1 revenues see up 12% yoy to rs 6,370 cr",1
hero motocorp can deliver 15-20% return: sachin shah,1
"bajaj auto, hero motocorp top pick in auto space: sukhani",1
"discount not a good long term strategy, say honda motor's chief on bajaj€™s price war",1
two-wheelers to see low single digit growth in fy14: hero,1
hero honda q2 profit see at rs 200.5: il&fs,1
"hold hero motocorp in your portfolio, say bhat",0
"prefer tvs motor to bajaj auto, hero honda",0
"sell hero motocorp, sks microfinance: chandan taparia",0
"buy bharat financial, hero moto, m&m financial: ashwani gujral",1
super six: top chart pick for june 26,1
"govt should focus on demand revival, job creation: l&t fin",1
hold hero motocorp; target of rs 3120: arihant capital,1
yash birla to revive auto part division,1
go long on mahindra & mahindra: sukhani,0
hero honda aug sales up 12%; bajaj down 6%,1
"hold hero honda, dividend yield attractive",0
tvs motor head towards rs 200,1
"hero motocorp sales dip 20% in september to 6,12,204 units",1
short hero motocorp at around rs 3000: amit harchekar,1
hero honda an underperformer: enam,1
hero moto q3 preview: profitability may take a hit on weak operate performance,1
book profit in hero motocorp: thunuguntla,1
dolat capital q1 earn estimate for auto sector,1
port be gateways to india's economic prosperity,0
hero honda launch achiever,0
hero moto q2 preview: brokerages see fall in profit on slow revenue growth,0
"singapore's gic, bain cap to invest rs 4500cr in hero grp",0
"look at hul, hero motocorp, bharti airtel: harendra kumar",0
"maruti, hyundai, gm power ahead in sales",0
hero motocorp board recommend 3000% dividend,0
hero motocorp sell 524990 units in december 2013,0
prefer hero motocorp: mayuresh joshi,1
hero motocorp plan separate retail network for premium bike,0
"buy hero motocorp, say ambareesh baliga",1
slowdown at hero's gurgaon plant continue for second day,0
6 stock ideas to liven up your trade,1
hero honda dec qtr pat see at rs 476.3 cr,1
hero honda can go upto rs 2050: gujral,1
accumulate hero honda: edelweiss research,1
unions of other motor company protest maruti layoffs,1
"bajaj auto good for long term, say mohoni",1
"prefer hero motocorp, say anish damania",1
buy hero honda motors; target of rs 2100: iifl,0
hero honda motor an outperformer: karvy,0
"raw material cost to impact q3, q4 margins: hero honda",0
"buy hero motocorp 1900 put, say vk sharma",0
hero honda net profit zoom 44%,1
its an upward journey in margins for hero motocorp hereon,1
deven choksey positive on hero motocorp,0
hold hero honda motors: bose,1
family pact may not allow pawan munjal to use hero brand name for evs,1
hero motocorp to raise output to 7m units per year,1
"bullish on 4 wheelers; like maruti, leyland: pl's korde",1
see higher level in hero motocorp: sudarshan sukhani,1
hrithik roshan to ride hero hondaï¿½s 15 millionth bike,1
expect more headroom in hero motocorp: sudarshan sukhani,0
accumulate hero motocorp; target of rs 2616: dolat capital,0
"ubs upgrade hero motocorp, raise target sharply on robust rural and urban demand",1
"see maruti revival in h2fy15; bullish on bajaj, hero: iifl",0
hero honda q4 net see up 22.3% at rs 253.3cr,1
hold hero motocorp: ventura,1
"honda unveil bs-vi activa 125, sales to start in september quarter",0
hero honda sell over 2.50 lakh units in february 2006,0
"hero moto q3 may rise 35%, rural slowdown concern continue",0
buy hero motocorp; target of rs 2938: motilal oswal,1
bharti airtel have target of rs 923-930: bose,1
tata motor look stronger than maruti udyog,1
"hero launch new bike splendor ismart at rs 47,250",0
dipan mehta positive on hero motocorp,1
"buy ab nuvo, aurobindo pharma, hero motocorp: sukhani",1
"bull's eye: buy bhel, sbi, delta corp; short tata steel",0
"do dr reddy's, hero moto look attractive post q1 results?",1
hero honda can add 5-7%: shardul kulkarni,1
hero honda may dip rs 50-75 from current levels: bhat,0
eight years after split honda lead india race while hero lag,1
"hero honda sell 3,65,022 two-wheelers in october 07",0
"gst a significant move, but implementation be key: india inc",1
hero honda q2 pat see at rs 345 cr: krchoksey,0
"hero plan manufacture units in mexico, argentina, brazil",0
hold hero motocorp; target of rs 3675: sharekhan,0
slowdown impact: china beat india in monthly two-wheeler sales to reclaim top spot,0
hold hero honda motors; target of rs 1720: emkay,1
"two-wheelers, lcvs to drive q3 auto sales growth up 20-22%",1
"hero motocorp line up capex of rs 2,500 crore to defend market share",1
"buy bharat financial, hero moto, power grid: sandeep wagle",1
munjals to buy honda stake in jv for $1 bn: report,0
"production return to normal at hero, maruti plant in haryana",0
"buy kotak bank, hero motocorp, asian paints: sukhani",0
hero honda q2 net profit down 15% at rs 506 cr,1
short hero motocorp between rs 1900-1960: manghnani,1
"hero enter peru; launch brand, two-wheeler range",0
buy hero motocorp; target of rs 3350: emkay,1
"buy indusind bank, m&m financial, itc; sell hcl tech: gujral",1
manghnani`s view on hero honda,0
"hero motocorp line up rs 1,500 cr capex for current fiscal",0
hero honda dec qtr pat see at rs 243.5 cr: religare,1
hold hero honda motors; target of rs 1988: krchoksey,0
exit hero honda on rally,0
stay away from hero honda motor,0
"hero motocorp: q3 result on jan 30, 2014",1
aim to beat industry growth by 5-7% in fy17: suprajit engg,1
"hero moto q4 preview: profit, operate income may tank on lower volume",0
lkp neutral on hero motocorp,0
kotak institutional cut bajaj auto to 'reduce',1
"dlf, hero honda, jp asso reply to ipl tax liability notice",0
"f&o strategy on hero honda, bharti tele",1
"after ismart, hero be gear up for more launches, say munjal",0
"buy shriram transport; sell sbi, titan, wipro: prakash gaba",0
hero honda to unveil third plant soon,1
accumulate hero motocorp; target of rs 2947: prabhudas lilladher,0
"sell acc, hero moto; buy arvind, ashok leyland: mitesh thacker",0
hero motocorp have long term target of rs 1700: joshi,0
hero honda can go above rs 1000,1
hold hero motocorp; target of rs 3960: edelweiss,1
turbulent ride to continue in auto space,1
mute earn growth likely in q1fy14: nirmal bang,1
hero honda q4 net sales up 20% at rs 4093 cr,0
hero motocorp have potential to go upto rs 2300: jai bala,0
japan's honda buy out india car jv partner,0
sell hero honda: sabarad,0
hero motocorp post record sales in sept; log 27% jump,0
here be top 10 stock to keep an eye on march 3,1
hero honda q3 net profit up at rs 262cr,1
"buy hero motocorp, say sudarshan sukhani",0
hold hero motocorp; target of rs 2005: arihant capital,0
honda activa pip hero's splendor as best sell 2w range,1
maruti boost passenger vehicle mkt share to 42% in fy14,0
bull's eye: stock to buy today,0
buy hero motocorp; target of rs 2230: dolat capital,0
"buy hero motocorp, infosys; sell bharat forge: sudarshan sukhani",1
"buy hero motocorp, say jk jain",1
"irani positive on hero honda, bajaj auto",1
hero fincorp mull entry into non-life insurance biz: report,0
hero honda have target at rs 2100: manghnani,0
"buy bajaj auto 2350 call, hero moto 2400 call: vk sharma",1
hero honda have support at rs 1665: bhambwani,1
hero expand lead over hmsi in first two months of fiscal,0
11 lakh sales in oct-nov: hero motocorp,1
hero honda have support at rs 1900-1920: mohindar,0
export slowdown due to global situation: hero motocorp,0
expect 10-15% upside in maruti suzuki: saurabh mukherjea,1
anil dua quit hero motocorp; to pursue career abroad,1
"add hero honda, target of rs 920: iifl",0
hero motocorp launch new passion pro,1
hero honda strong resistance around rs 1980-2000: sharma,0
honda join the tribe to oppose govt€™s diktat on compulsory transition to electric by 2025,0
hero honda an outperformer: karvy stock broking,1
"hero motocorp q1 net up 2.6%, operate margin dip 130 bps",1
hero motocorp shut down us company after fail to launch bike,1
"buy eicher motors, adani ports, hdfc, hero moto: ashwani gujral",1
hero honda an underperform: clsa,0
"go long in hcl tech, hero motocorp: rajat bose",1
hero honda can rally upto rs 810,1
"ngo,ifc to introduce certification for vehicle battery mfg",1
expect 15-17% appreciation in hero honda: bhat,1
hero honda q1 net profit at rs 272 cr,0
experts say auto cos can clock double-digit growth in fy10,1
"maruti suzuki, hero honda still look weak: thacker",1
"hero honda to launch cbz, pleasure variant in oct: srcs",1
"buy tata comm,ultratech, petronet; sell idea cellular: vk sharma",1
which sectors be buzz on deal street this quarter?,1
"sbi, icici bank top picks, like hero moto: nirmal bang",1
"hero motocorp standalone march 2019 net sales at rs 7,884.96 crore, down 7.93% y-o-y",0
"tvs motor may touch rs 400-420, say ashwani gujral",1
"hero, bajaj standout performers in march sales: prabhudas",1
hero motocorp unveil two scooter model,0
"hero honda nov '08 sales at 2,89,426 units",0
hero honda can move up another rs 70-80: baliga,0
"buy engineer india, bajaj auto, asian paints: ashwani gujral",1
"prefer maruti, hero motocorp, bajaj auto: sudarshan sukhani",0
go long in hero motocorp at around rs 2350-2370: amit gupta,0
hero honda share drop on ubs downgrade,0
"hero motocorp sales up 14% at 6,24,185 units in june",0
"buy asian paints, dabur india, hero motocorp: sudarshan sukhani",1
accumulate hero motocorp; target of rs 3980: prabhudas lilladher,1
six in sixty: stock to keep on your radar,0
accumulate hero honda on dips: dhawan,0
"short hero motocorp, target rs 2494: siddarth bhamre",0
"expect 4-6% correction in hero moto, bajaj auto: kulkarni",0
hero motocorp have target of rs 2900: sukhani,0
hero honda record remarkable growth in q2,0
"hold hero honda, target of rs 851: reliance money",1
"cautious on m&m, positive on hero moto & bajaj auto: bodke",1
hero motocorp dispatch 5.57 lakh units of two-wheelers in may 2013,1
"sell hero honda, say rajesh agrawal",0
q3fy13 preview: auto cos margins to remain under pressure,1
reduce hero honda: edelweiss,0
see 30% growth in fy11 turnover: shivam autotech,0
"bull's eye: short arvind, delta corp; buy pfc, dcb",1
hero honda march sales fig stand at 2.75 lakh units,0
hero motocorp plan new launch in sept-oct; eye double-digit growth,1
bull's eye: 12 intraday buy/sell pick for the day,1
maruti suzuki a good bet for long term: sekhar,1
"mehraboon irani positive on hero honda, bajaj auto",1
hold hero motocorp; target of rs 3036: icicidirect,0
rise material cost put pressure on hero honda's margins,0
"buy m&m, infosys, hdfc; sell cummins india, cesc: sudarshan sukhani",0
angel broking neutral on hero honda,0
"slow sales, high cost to weigh on auto cos q1 earn",1
hero honda may further hike bike price,1
"buy mahindra and mahindra, say prayesh jain",1
angel broking neutral on hero honda,1
hmsi launch entry level 110cc bike livo,0
hero motocorp q1 net see down 6% at rs 579 cr: kr choksey,1
varun goel cautious on two wheeler segment,0
donï¿½t expect another shock for sector in budget: hdfc bk,1
"hold hero honda, target rs 837: prime broking",1
go long in hero motocorp: sudarshan sukhani,0
hero honda look weak,1
bajaj auto may announce price hike across categories,0
"pick maruti suzuki, ashok leyland, m&m: sukhani",1
