text,label
"Buy Tata Motors, Sun TV, Bajaj Finance: Ashwani Gujral",__label__1
"Tata Motors, Volkswagen to jointly explore vehicle development",__label__1
"As Tata Motors posts good sales, analysts remain upbeat on stock",__label__2
"Buy, sell, hold: 8 stocks that analysts are watching out",__label__2
Tata Motors in talks with Volkswagen for partnership,__label__1
Geneva journey has been worthwhile: Ratan Tata,__label__1
Geneva Motor Show 2017: Tata Motors unveils sports car Racemo,__label__1
Tata Motors debuts sports car with TAMO Racemo,__label__1
"JLR pulls off best February sales, up 9.3% at 40,978 units",__label__1
"Tata Motors looks good, Tata Steel weak: Prakash Gaba",__label__1
Tata Motors: Jaguar Land Rover sells 40978 vehicles in February,__label__1
Peugeot's Opel buy won't be a threat to Indian carmakers,__label__2
Tata Motors unwraps Tiago AMT with Rs 5.39 lakh price tag,__label__2
Buy Tata Motors; target of Rs 653: Motilal Oswal,__label__2
Positive on Bharti Infratel and Apollo Hospitals: Tulsian,__label__2
Tata Sons may buy out cross-holding stake in group cos: Sources,__label__2
"Buy, sell, hold: 7 stocks to focus as market cautious",__label__2
Sanand plant workers say Tata Motors misleading them,__label__2
Expect greater opportunities in metals space: Deven Choksey,__label__2
Taxi segment to corner about 17% of cars sales by FY20: Icra,__label__2
"Castrol, Tata Motors extend partnership for truck racing event",__label__2
"Tata Motors soars 4% on domestic & JLR sales, BoAML ups target",__label__2
"Low auto demand worries analysts, but feel situation may improve",__label__2
"Buy M&M, Infosys, HUL; sell Shriram Trans, Tata Motors: Thakkar",__label__2
"Buy, sell, hold: 8 stocks that you can focus today",__label__2
JLR unveils Ratan Tata's passion project Range Rover Velar,__label__2
Passenger vehicles push up Tata Motors Feb sales 2%; CV down 1%,__label__1
"China's SAIC, Peugeot, global cos line up Rs 10k-cr for India",__label__1
Ex-M&M partner Navistar to supply defense trucks to Pakistan,__label__1
"Buy, sell, hold: 19 stocks that analysts are watching out today",__label__1
"Sell Tata Motors, ACC; buy Mindtree, see upside in IGL: Sukhani",__label__2
Launches to drive Feb PV sales; 2-wheelers may be strained: MOSt,__label__2
Buy Tata Motors; target of Rs 535: ICICI Direct,__label__2
"Prefer ICICI Bank, Tata Motors: Gaurang Shah",__label__2
Buy Tata Motors at around Rs 400: Prakash Gaba,__label__2
"Short Tata Motors; buy L&T Finance, Hindustan Unilever: Sukhani",__label__2
"TaMo, Tata CLiQ join hands to offer test drive booking of Hexa",__label__2
Buy Tata Motors; target of Rs 518: Geojit Research,__label__2
Hold Tata Motors; target of Rs 500: Axis Direct,__label__2
"Sell Page Ind, Tata Motors DVR, IOC; buy Adani Power: Thakkar",__label__2
A tie-up with Volkswagen may benefit Tata Motors: Goldman Sachs,__label__2
"VW, Tata Motors may accelerate partnership talks in Geneva",__label__2
Tata Motors mulls raising Rs 500 cr via NCDs,__label__2
"Tata Motors' committee meeting on March 02, 2017",__label__2
Jaguar launches locally made XF at Rs 47.5 lakh,__label__2
"Buy, sell, hold: 13 stocks analysts recommend to watch out",__label__2
Tulsian tells: Why he is bullish on south based cement stocks,__label__2
"CNBC-TV18 Exclusive: Satya Nadella on Trump policies, how tech will change governance",__label__2
"Buy Axis Bank, Tata Motors, Hindustan Zinc: Ashwani Gujral",__label__2
"Tata Motors, Volkswagen may ink partnership at Geneva Show",__label__2
"Buy Asian Paints, Axis Bank, Marico; sell Tata Motors: Thakkar",__label__2
Buy Tata Motors; target of Rs 525: KR Choksey,__label__2
Chandrasekaran faces uphill task as Tata Sons boss. Is he ready?,__label__2
Chandra to take over Tata Group reins today; 'big job' ahead,__label__1
"Buy Tata Motors, Axis Bank: Gaurang Shah",__label__2
"Buy Tata Motors on dips, says Dilip Bhat",__label__2
Tata Motors may move to Rs 550: Ashwani Gujral,__label__2
"JLR to make in India, add local products to take on rivals",__label__2
"Buy, sell, hold: 6 stocks that analysts are watching out",__label__2
"Trump, H1B visa issues notwithstanding, CLSA upgrades IT outlook",__label__2
Tata in S Africa dispels fears regarding safety of its model,__label__2
Daimler India joins Bajaj Auto to smoke out BS-III vehicles,__label__2
"Tata Motors, Microsoft ink deal for connected cars",__label__2
"Tata Motors, Microsoft ink technology collaboration deal",__label__2
Hold Tata Motors; target of Rs 501: Edelweiss,__label__2
"Sell Apollo Tyres, JSW Steel; buy Tech Mahindra: Sukhani",__label__2
"Buy Hexaware, Godrej Consumer; sell EIL, Tata Steel: Sukhani",__label__2
Here is why SP Tulsian is 'extremely positive' on Grasim,__label__1
Remain invested in Tata Motors: Shahina Mukadam,__label__1
Tata Motors may move to Rs 580-600: Sandeep Wagle,__label__1
FIIs' stake in Nifty cos at 6-quarter low in Q3; Infosys dumped,__label__1
Q3: When Jhunjhunwala grilled Tata Motors on its hedging policy,__label__1
"JLR cautious over Trump policy, will wait and watch for now",__label__1
"Go long in GAIL, Rel Cap; sell Tata Motors on rise: AB Money",__label__1
Ratan Tata wanted Mistry to pursue Tata Motors' deal with Ola,__label__1
"Buy Tata Motors 480 Put, sell Apollo Tyres: Mitessh Thakkar",__label__1
Tata Motors sinks 11%; analysts cut target sharply post Q3 nos,__label__1
Thomas Cook showing signs of improvement: Deven Choksey,__label__1
Here is why SP Tulsian likes housing finance sector,__label__1
"Prefer Godrej Properties, Sobha, Puravankara: Baliga",__label__1
Tata Motors Q3 profit tanks 96% on weak JLR operational nos,__label__1
M&M to launch two new UVs to regain market share from rivals,__label__1
Sell Apollo Tyres; buy Adani Ports: Mitessh Thakkar,__label__1
"Buy, sell, hold: 11 stocks that analysts are watching out",__label__1
"Tata Motors Q3 net seen down 32%, domestic biz may post big loss",__label__2
"BS-IV roll out: Consensus eludes EPCA, auto majors",__label__2
Tata Motors launches truck brand Prima in Saudi Arabia,__label__2
"Eight Tata companies to display defence, aerospace expertise",__label__2
Spain's Gestamp invests Rs 260 cr in third plant in India,__label__2
Tata Motors' soon-to-be launched sedan named Tigor,__label__2
Tata Motors global sales rise 3 pc in Jan,__label__2
Buy Tata Motors; target of Rs 775: Motilal Oswal,__label__2
"Buy Sun Pharma, Exide Industries, Tata Motors: Yogesh Mehta",__label__2
"Buy Future Consumer, Natco Pharma; sell Tata Motors: Gujral",__label__1
Jaguar Land Rover sales up 4% in January,__label__1
"SIAM, environment watchdog at loggerheads over BS-IV roll-out",__label__1
Suit by Tata Group minority shareholders adjourned to March 7,__label__2
"Rate hopes fuel Budget rally, Sensex hits 4-month high",__label__2
Is this the beginning of end of small diesel engines?,__label__2
Why Mahindra's MD thinks 2017 will be the year of electrics,__label__2
Tata Motors says set for first TAMO brand car launch next month,__label__2
Competition Comm rejects complaint against JLR,__label__1
"Focus is on topline, cost management to turnaround: Tata Motors",__label__1
Tata Motors showcases new sub-brand TAMO,__label__1
Tata Motors launches new sub-brand 'TAMO',__label__1
"Motown nixes 'demon' effect, big auto cos in top gear (Analysis)",__label__1
Top buzzing midcap stocks to trade on February 2,__label__1
Tata Motors Jan sales fall 1%; Tiago lifts PV volumes 21%,__label__2
"Tata Motors' Q3 results on February 14, 2017",__label__1
"Jaguar Land Rover to recall nearly 6,500 vehicles in China",__label__1
"Sell Tata Motors; buy Biocon, V-Guard Industries: Rajat Bose",__label__1
Buy Castrol India; sell Tata Motors: Sandeep Wagle,__label__2
Tata Motors plans Nexa-like dealerships for premium push,__label__2
"Lumax gains on Rs 100-cr capex plan for expanding units, ops",__label__2
Lumax earmarks Rs 100 cr capex for next 12 months,__label__2
Govt considers asking third-party cos to set up EV infra,__label__2
Tata Motors want to be No 3 carmaker by FY19,__label__2
"Tata Motors bets big on hybrid, electric vehicles",__label__2
"Buy Coromandel International, Tata Motors, NTPC: Ashwani Gujral",__label__2
Tata Motors bags Rs 50-crore order for vestibule buses,__label__2
Tata Motors launches SUV Hexa in Rajasthan at Rs 12 lakh,__label__2
"Buy, sell, hold: 11 stocks analyst are watching out",__label__1
"Tata JLR fined 900,000GBP after worker lost leg in UK factory",__label__1
Mistry spat not only reason for loss in Tata group mcap: SES,__label__1
"Buy IDBI Bank, IRB Infra, Tata Motors: CA Rudramurthy BV",__label__2
Can Tata Motors break the jinx with Hexa?,__label__1
Buy Tata Motors; target of Rs 696: Motilal Oswal,__label__1
Hexa to be a litmus test for Tata Motors,__label__1
Chandrasekaran appointed Tata Motors chairman,__label__2
Why Trump's 'Make in US' rhetoric could hurt Indian automakers,__label__2
Tata Motors Q3 PAT seen up 256.1% to Rs 2916.5 cr: Motilal Oswal,__label__2
"Up Tata Motors target, falling pound to boost JLR margin: CLSA",__label__2
Get ready to vroom! These 50 cars will sizzle the road in 2017,__label__2
"Buy, sell, hold: 6 stocks you can focus as week kickstarts",__label__2
"Buy Maruti Suzuki, Tata Motors on declines: Sanjiv Bhasin",__label__2
Tata Group should have appointed an outsider as Chairman: Pai,__label__2
Tata Motors Q3 PAT seen up 28.2% to Rs 2707.6 cr: KR Choksey,__label__2
"Product launches done with market in mind, not deadlines: TaMo",__label__2
"Positive on HDFC Bank, IndusInd Bank: Mehraboon Irani",__label__2
JLR launches petrol Range Rover Evoque at Rs 53.2 lakh,__label__2
"Buy Tata Motors, Zee Entertainment, Tata Sponge: Mitesh Thacker",__label__2
"Buy, sell, hold: 6 stocks brokerages firm are betting on",__label__2
Bharat IV norm to make commercial vehicles costlier by 9-10%,__label__2
Tata Motors global sales rise 4 pc in December,__label__2
Positive on Tata Motors: Mitesh Thacker,__label__2
Boosters: 10 stocks that Deutsche Bank is bullish on for 2017,__label__2
"Buy, sell, hold: 21 large & midcap stocks to boost portfolio",__label__2
Tata Motors: Jaguar Land Rover sells 55375 vehicles in Dec 2016,__label__2
Jaguar Land Rover buys stake in car technology firm CloudCar,__label__2
"Buy, sell, hold: 6 stocks that you should watch out today",__label__2
"Tata Motors, Castrol ink three-year global pact",__label__2
Tata Motors may test Rs 530; IRB Infra Rs 217: Rajat Bose,__label__2
"Sell HDFC; buy Tata Motors, Tata Steel: Ashwani Gujral",__label__2
"Buy Tata Motors, TVS Motor looks interesting: Mitesh Thacker",__label__2
"Buy TVS Motor Comapny, Tata Motors: Yogesh Mehta",__label__2
"Buy Tata Motors, Glenmark Pharma: Mitesh Thacker",__label__2
"Buy, sell, hold: 18 stocks that analysts are watching out",__label__2
CV industry can make a big comeback in 2017: Tata Motors,__label__2
Tata Motors launches Xenon Yodha starting at Rs 6.05 lakh,__label__2
Expect 2-3 months of slowdown in two-wheelers: Phillip Capital,__label__2
Here are a few stock ideas from Prakash Diwan,__label__2
India resilient but see contraction for 3-6 mnths:Richard Jerram,__label__2
"Bull's Eye: Buy Tata Motors, Ashok Leyland, Ceat, HCC, IRB Infra",__label__2
Demonetisation blues: Mixed bag for automobile sales in Dec,__label__1
"Buy Tata Motors for long term, says Sudip Bandopadhyay",__label__1
Tata Motors sell 40944 in December 2016; growth of 2%,__label__1
"Buy Tata Motors, Indraprastha Gas; sell LIC Housing: Wagle",__label__1
"Buy Tata Motors, Shriram Transport, Tata Steel: Ashwani Gujral",__label__1
"Buy Biocon, Tata Motors, Shriram Transport: Ashwani Gujral",__label__1
"After dangal with demonetization, 100% auto loans to fuel sales",__label__1
Here are Deven Choksey's top trading ideas,__label__1
"Hold Tata Motors, says Sharmila Joshi",__label__2
"Hold Tata Motors, target Rs 580-600: Sandeep Wagle",__label__2
Tata Motors signs up Akshay Kumar as brand ambassador for CVs,__label__2
Tata Motors eyeing FICV project worth $12 bn from GoI: Noronha,__label__1
Ratan Tata says 'definite move' to damage his reputation,__label__1
"Wadia files defamation suit against Tata Sons, Ratan Tata",__label__1
Aim to beat industry growth  by 5-7% in FY17: Suprajit Engg,__label__1
"Now, Tata Motors shareholders remove Nusli Wadia from board",__label__1
"TaMo AGM ends; Mistry's removal, Nano project discussed",__label__1
Tata Steel shareholders vote to remove Wadia; all eyes on TaMo,__label__1
IHCL shareholders worry over Mistry taking battle to courts,__label__2
JLR launches new Range Rover Evoque priced up to Rs 67.9 lakh,__label__2
"Sell Bajaj Auto, Maruti Suzuki; buy Tata Motors: Ashwani Gujral",__label__2
Titagarh Wagons sees govt order of future infantry CVs in a week,__label__2
Full text of Cyrus Mistry's resignation from Tata Group cos,__label__2
Nusli Wadia unlikely to back off from fighting Tatas,__label__2
Tata Grp EGMs futile as Mistry quits; Nusli Wadia next on agenda,__label__1
Tata Motors non executive chairman Cyrus Mistry resigns,__label__1
Cyrus Mistry resigns from 6 listed Tata companies,__label__1
Isuzu India to hike prices of pickup trucks,__label__1
"Prefer Tata Motors, says Gaurang Shah",__label__1
"M&M, L&T, 3 others in the fray for defence contract: Sources",__label__1
"Go long in Glenmark, Cummins India, Tata Motors, Exide: Taparia",__label__1
"Led by Tata Motors, MFs hike holdings in Tata cos in Nov",__label__2
Honda to hike car prices by up to 3% from January,__label__2
"Buy, sell, hold: 7 stocks that you can watch out today",__label__2
Nusli Wadia files defamation case on Tatas with Rs 3k cr damages,__label__1
Nusli Wadia's letter to Tata Chemicals shareholders,__label__1
"Buy ONGC, Indraprastha Gas; sell Tata Motors: Ashwani Gujral",__label__1
"Despite a minor hit, auto cos look to meet fiscal targets",__label__1
"Here's why Tulsian is positive on sugar, non-index stocks",__label__1
COMMENT: TCS voting pattern suggests tougher days ahead for Tata Sons,__label__1
Had differences with Ratan Tata over Nano draining funds: Wadia,__label__1
Voting pattern of TCS reflects conversation on Street: IIAS,__label__1
Here are a few investment ideas from SP Tulsian,__label__1
Nusli Wadia writes letter to Tata Motors shareholders,__label__1
"Tata Sons buys addl stake worth Rs 2,430-cr in Tata Motors",__label__1
Tougher days ahead for Mistry as Tata feud enters seventh week,__label__2
"Tata Sons raises stake in Tata Motors, shells out Rs 2430 cr",__label__2
Buy Tata Motors; target of Rs 677: Motilal Oswal,__label__2
"Sell PNB, Kotak Bank, L&T Finance, Pidilite; buy EIL: Gujral",__label__2
"Pain for NBFCs could last till February, says Sandeep Shenoy",__label__2
"Buy L&T, NCC; short Shriram Transport, Jubilant Food: Sukhani",__label__2
Morgan Stanley launches a book to buy 5 cr TaMo shares: Srcs,__label__1
Tata Motors to hike prices of passenger vehicles from Jan 2017,__label__1
"Tata Motors to hike passenger vehicle prices by up to Rs 25,000",__label__1
Tata Motors global sales rise 1% in November,__label__2
"Buy Bharat Forge, target Rs 995: Yogesh Mehta",__label__2
"Buy Maruti Suzuki, Mahindra & Mahindra: Mitesh Thacker",__label__2
"Jaguar Land Rover sales up 2% at 47,588 units in November",__label__2
Tata Motors: Jaguar Land Rover sells 47588 vehicles in Nov 2016,__label__2
"Buy EIL, Tata Motors, Tata Steel: Ashwani Gujral",__label__2
"Buy Engineers India, Bharat Forge, Vedanta, Biocon, IGL: Gujral",__label__2
Mistry removed as Tata Sons lost confidence in him: Ratan Tata,__label__1
Buy Tata Motors; target of Rs 510: Geojit BNP Paribas,__label__2
"JLR UK Nov sales fall 6%; CLSA cuts EPS, target of Tata Motors",__label__2
"Buy, sell, hold: 5 stocks that analysts are bullish on",__label__2
Ratan Tata prevented key reforms in Tata Motors: Mistry,__label__2
"Dec auto sales key post demonetisation, experts pick best stocks",__label__1
Paint & tyre cos to be hit if crude spikes up: Mayuresh Joshi,__label__1
"Sell Bharat Financial, Bajaj Finance; buy Coal India: Gujral",__label__1
"Buy, sell, hold: 7 key stocks that you should focus now",__label__1
Tata Motors sales flat in November,__label__1
About 20% of Maruti volumes likely immune to cash ban: IDBI Cap,__label__1
"Demonetisation, post festive slack demand may hit Nov auto sales",__label__2
"No change in ratings of Tata companies, says Moody's Chaubal",__label__2
"Buy ICICI Bank, Tata Motors: Yogesh Mehta",__label__2
Tata boardroom tussle not to impact group cos' ratings: Moody's,__label__2
Sudip Bandopadhyay cautious on two-wheelers space,__label__2
Parag Thakkar positive on telecom sector,__label__2
Tatas asks Nusli Wadia to withdraw legal notice,__label__2
"Hold Tata Motors, says Prakash Gaba",__label__1
"Stay invested in Tata Motors, says Gaurang Shah",__label__1
Tata Sons' shareholders discord may hit group cos: S&P,__label__1
"Sell Tata Motors, Ceat; buy Mindtree: Sudarshan Sukhani",__label__1
Tata JLR to create thousands of jobs in UK,__label__2
"Tata Motors, Kingfisher owe over Rs 1,000cr each in indirect tax",__label__2
"Sell Wockhardt, Tata Motors; buy Infosys: Ashwani Gujral",__label__2
"Buy NMDC, GMDC; short Eicher Motors on pullback: Mitesh Thacker",__label__2
Here are Deven Choksey's top trading ideas,__label__2
"Buy, sell, hold: 6 stocks to boost your portfolio",__label__2
Harish Manwani in reckoning to take over as Tata chairman,__label__2
Fund-raising via rights issue falls 92% to Rs 618 cr in H1 FY17,__label__1
"Buy Hindustan Zinc, sell Tata Motors: Sandeep Wagle",__label__1
"Sell Tata Motors; buy TCS, Hindalco: Ashwani Gujral ",__label__1
"Tata Motors calls EGM to remove Mistry, Wadia as directors",__label__1
Buy Tata Motors; target of Rs 622: KR Choksey,__label__2
Indian Hotels convenes EGM on Dec 20 to seek Mistry removal,__label__2
Nusli Wadia serves defamation notice on Tata Sons,__label__2
"Mistry's conduct caused harm to TCS, stakeholders: Tata Sons",__label__2
Buy Tata Motors; target of Rs 595: ICICI Direct,__label__1
Petronet bets on LNG-fuelled vehicles to drive up demand,__label__1
"Buy State Bank of India, Tata Motors: Sudip Bandopadhyay",__label__1
"Buy Tata Motors, Infosys, State Bank of India: CA Rudramurthy BV",__label__2
"Sell Ceat, Ambuja Cements; buy Tata Motors: Ashwani Gujral",__label__2
JLR says half of its new cars will have electric option by 2020,__label__2
Tata Sons board meet may discuss removing Mistry's proxy powers,__label__2
Here are some top trading ideas from SP Tulsian,__label__2
"Buy SBI, PNB, Dr Reddy's; sell ACC, Tata Motors: Sukhani",__label__2
"Wadia may write to Tata Group cos on losses, overseas buys",__label__2
Tata Motors' Jaguar drives new electric car concept,__label__1
"Tata Motors tanks 11%, forex hurts JLR Q2 margins; analysts wary",__label__1
Here are some stock ideas from Prakash Diwan,__label__1
"Sell Tata Motors; buy HDFC Bk, Power Grid: Mitesh Thacker",__label__1
"Buy, sell, hold: How to invest in 7 key stocks post Q2 nos?",__label__1
"Tata Motors Q2 revenue in line, profit misses; directors back co",__label__1
Tata Motors - Outcome independent directors meeting,__label__1
Tata Global directors may back Mistry in board meet today,__label__1
No unanimous support to Mistry from Tata Motors' ind directors,__label__1
"Tata Sons asks Tata Steel to hold EGM to remove Mistry, Wadia",__label__1
Tata Sons seeks EGM to remove Nusli Wadia from Tata Motors,__label__1
"Mistry camp dubs Tata Sons' claims unsubstantiated, half-truth",__label__1
"Ahead of board meet, Ratan Tata meets Tata Motors union leaders",__label__1
Tata Chemicals may ask Cyrus Mistry to stay as chairman: Sources,__label__2
Independent directors must protect shareholder interest: Sebi,__label__2
Buy Tata Motors on dips: IIFL,__label__2
"Buy Ceat, Tata Motors: Mitesh Thacker",__label__2
"Buy Tata Motors, Engineers India; sell Union Bank: Sandeep Wagle",__label__2
"Tata Motors vs Maruti: Credit Suisse says buy one, dump another",__label__2
"Buy Engineers India, Bajaj Auto, Asian Paints: Ashwani Gujral",__label__2
"Jaguar Land Rover October sales up 11% at 46,325 units",__label__2
Jaguar Land Rover achieves strong global sales in October,__label__2
Tata Motors says Nano investment significantly written off,__label__1
"Buy M&M, Tata Motors, Bajaj Finance: Ashwani Gujral",__label__1
Tata Motors inks pact with Indonesian entity for defence biz,__label__1
"Sell Canara Bank; buy Himatsingka Seide, Dr Reddy's: Sukhani",__label__1
LIC trimmed stake in Tata Group cos with Cyrus Mistry at helm,__label__1
Wait till earnings before investing into PSBs: SP Tulsian,__label__1
Govt keeping close watch on Tata-Mistry row: Arjun Ram Meghwal,__label__1
"Positive on MOIL & NMDC, says SP Tulsian",__label__1
Tata Motors Oct sales grow 21% on festive demand; exports up 39%,__label__1
"Buy Maruti, ICICI Bank, Arvind, Glenmark; sell ONGC: Gujral",__label__1
"Tulsian's take on Eicher, other cos that reported Q2 earnings",__label__2
Here are some top trading tips from Deven Choksey,__label__2
"Tata group companies lose over Rs 26,000 cr in mcap in 3 days",__label__2
Ousted Tata boss's hostile defence takes boardroom battle public,__label__1
"Sell Tata Motors, Tata Steel, Auro Pharma; buy Hero Moto: Gujral",__label__1
Sebi looking into Tata-Mistry saga; bourses seek clarification,__label__1
Mistry ouster: Tata stocks extend fall; total wipe out Rs 21K cr,__label__1
"Sell Jubilant Food, Tata Motors; buy Bajaj Finserv: Gujral",__label__1
"Buy Federal Bank, L&T Finance; sell Tata Motors: Sandeep Wagle",__label__1
Tata management shake-up may slow group's debt reduction process,__label__1
"Buy, sell, hold: 12 stocks to focus before it's too late",__label__1
"Upbeat on Tata Motors, buy State Bank of India: Sukhani",__label__1
Quick take: How to trade Tata group stocks post Mistry€™s exit?,__label__1
Here are a few investment ideas from Prakash Diwan,__label__1
"Ratan Tata in the saddle is positive in long-term, feel experts",__label__1
Tata Sons sacks Cyrus Mistry as Chairman,__label__1
"Buy SBI, Tata Motors, Coal India: Sandeep Wagle",__label__1
"Buy Engineers India, Kotak Bank, Tata Motors: Mitesh Thacker",__label__1
"Sell United Breweries, Tata Motors; buy Oriental Bank: Gujral",__label__2
"Tata Motors hikes passenger vehicle prices by up to Rs 12,000",__label__1
"Tata Group to gain from Brexit, fall in pound sterling",__label__2
Buy Tata Motors; target of Rs 655: Motilal Oswal,__label__2
"Buy, sell or hold: 5 most important stocks to focus today",__label__2
"Buy, sell or hold: 9 stocks that analysts are bullish on",__label__1
Tata Motors plans to raise Rs 500 cr via NCDs,__label__1
Tata Motors' global sales up 5% to over 1 lakh units in Sept,__label__2
Tata Motors Group global wholesales cross 1 lakh sales mark in Sept 2016,__label__2
Expect Q3 show to improve on strong festive demand: Tata Motors,__label__2
PV sales to grow 8% in India; global outlook negative: Moody's,__label__2
Jaguar land rover achieves strong global sales in September,__label__2
"Jaguar Land Rover September sales up 28% at 61,047 units",__label__2
JLR to launch Jaguar SUV F-PACE priced up to Rs 1.13 crore,__label__2
"Buy Tata Steel 390 Call, says Amit Gupta",__label__2
"Buy Pidilite Industries, REC, Tata Motors, HSIL: Mitesh Thacker",__label__2
RBI Monetary Policy: Will bank & auto stocks benefit from rate cut?,__label__2
Here are a few stock ideas from Prakash Diwan,__label__2
"Buy, sell or hold: Best stocks from auto, steel, telecom & oil",__label__2
"Pick Tata Motors DVR, Vinati Organics: Parag Thakkar",__label__1
"Moody's upgrades Tata Motors on JLR boost, strong domestic ops",__label__2
Buy Tata Motors on declines: Mehraboon Irani,__label__2
Tata Motors enters Bolivia with launch of three vehicles,__label__2
"Sell Idea, M&M, Tata Motors; buy Kesoram: Ashwani Gujral",__label__2
Tata Motors' subsidiaries approve scheme of arrangement,__label__2
"Prefer Tata Motors on dips, says Sanjiv Bhasin",__label__1
"Sell Tata Motors, ITC; buy BPCL: Ashwani Gujral",__label__1
Auto industry creates jobs but not too many permanent ones,__label__2
Tata group strengthens presence in Myanmar,__label__2
Here are Mayuresh Joshi's top trading ideas,__label__2
"Here's why SPTulsian upbeat on Bajaj Finserv, Bajaj Finance",__label__2
JLR launches new Jaguar XF starting at Rs 49.50 lakh,__label__2
"Buy Tata Motors, Maruti Suzuki on declines: Mitesh Thacker",__label__2
Dismantling of Tata Motors' shed begins in Singur,__label__2
"Buy Lloyd Electric, Tata Motors, Aurobindo Pharma:Ashwani Gujral",__label__2
Buy Edelweiss; Tata Motors better buy than Ashok Leyland: Gujral,__label__2
TAL Manufacturing inaugurates Rs 100 cr aerospace facility,__label__2
"Sell Tata Motors, Ceat, PFC; buy Delta Corp: Ashwani Gujral",__label__2
Green shoots of turnaround visible at Tata Motors: Cyrus Mistry,__label__2
Here are a few stock ideas from Prakash Diwan,__label__1
"Tata Motors global sales jumps 16% to 86,288 units in August",__label__1
"Book profits in PC Jeweller, switch to ICICI Bank: Gaurang Shah",__label__1
"Tulsian's view on Yes Bk QIP, Mahindra CIE deal, auto cos & more",__label__2
Enter Tata Motors with 1 year view: Sudip Bandopadhyay,__label__2
It's time NCR diesel issue is put to rest: Tata Motors' Counsel,__label__2
Accumulate Tata Motors; target of Rs 556: Prabhudas Lilladher,__label__2
"Buy, hold or sell? Spotlight on 4 large cap stocks",__label__2
Here is why SP Tulsian prefers Maruti Suzuki over Tata Motors,__label__2
Prefer buying Ashok Leyland over Tata Motors: Ambareesh Baliga,__label__2
"Tata Motors bags orders for 5,000 buses worth Rs 900cr from STUs",__label__2
Expect Tata Motors at Rs 600 soon: Prakash Diwan,__label__2
"Buy Ceat, Tata Motors DVR, Adani Ports, India Cements: Gujral",__label__2
Here are a few trading ideas from Prakash Diwan,__label__2
Investment tips: Analysts tell you how to play 7 key stocks,__label__2
"Production in Tata Steel, Tata Motors not affected by strike",__label__2
Fitch upgrades JLR to BB+ with stable outlook,__label__2
"Buy Tata Motors, valuations look attractive: Sudip Bandopadhyay",__label__2
"Prefer Tata Motors, Ashok Leyland contra bet: Mehraboon Irani",__label__2
"Tata Motors sales jump 6% to 43,061 units in August",__label__2
Buy Tata Motors; target of Rs 575: Edelweiss,__label__1
Will study SC judgement in detail: Tata Motors,__label__1
Tata Motors hopeful of CV segment growing in double digits,__label__1
Tata Motors aims to turn around domestic business by 2019,__label__1
Tata Motors lines up new vehicles;to phase out legacy products,__label__2
New Jag sets record as fastest selling car for Tata JLR,__label__2
Here are some trading bets from Mehraboon Irani,__label__2
"Growth to come in from international, defence biz: Tata Motors",__label__2
Tata Motors unveils petrol version of Tiago in Nepal,__label__2
"Hold Tata Motors, target Rs 575-580: Avinash Gorakshakar",__label__2
"Hold Tata Motors, says Prakash Gaba",__label__2
"Buy Tata Motors, JK Tyre; sell Hexaware Tech: Ashwani Gujral",__label__2
"Tata Motors will cross Rs 520, Infosys will dip further: Gujral",__label__2
Forex worries Jhunjhunwala but analysts bet on Tata Motors,__label__2
"Buy Tata Chemicals, Indraprastha Gas, Voltas: Ashwani Gujral",__label__2
Luxury car makers rush to bring in petrol variants,__label__2
Investment strategies: 3 large caps that analysts suggest to buy,__label__2
"Bullish on Tata Motors, says Parag Thakkar",__label__2
"Tata Motors Q1 numbers in line; buy on declines, say experts",__label__2
Tata Motors conducts raids on 19 counterfeiters,__label__2
"Tata Motors Q1 profit falls 57%, JLR revenue beats expectations",__label__2
Tata Motors: Outcome of board meeting,__label__2
Here are a few stocks ideas from Sandeep Shenoy,__label__2
"Tata Motors Q1 net seen up 3%, JLR revenue may grow 5%: Poll",__label__2
"Buy Tata Motors, advises Dipan Mehta",__label__1
"Sell Ajanta Pharma, Tata Steel; buy PVR: Ashwani Gujral",__label__1
"Sell Tata Motors, Engineers India may test Rs 268: Rajat Bose",__label__1
Buy Tata Motors; target of Rs 530: Religare,__label__2
"Buy Zydus Wellness; sell Tech Mahindra, Tata Motors: Gujral",__label__2
Here are a few stock ideas from Prakash Diwan,__label__2
Tata Motors launches two new commercial vehicles in Indonesia,__label__2
"Invest in Tata Motors, says Gaurang Shah",__label__2
"Tata Motors hikes Tiago prices by up to Rs 6,000",__label__2
S&P raises Tata Motors' rating on JLR performance,__label__1
"Sell PNB, Tata Motors; buy Petronet LNG: Sandeep Wagle",__label__2
Buy Tata Motors; target of Rs 576: Motilal Oswal,__label__2
Car sales rise nearly 10% in July; passenger vehicles up 17%,__label__2
"Go long in Tata Motors DVR, positive on JSW Energy: Amit Gupta",__label__2
FY17 will be a challenging year for Tata Motors: Mistry,__label__2
"Tata Motors global sales jumps 20% to 88,159 units in July",__label__2
"Buy Tata Coffee, see higher levels: Sudarshan Sukhani",__label__2
"JLR sales up 34% in July at 44,486 units",__label__2
"Look at Tata Motors, says Anish Damania",__label__2
Buy Tata Motors on dips: Parag Thakkar,__label__2
"Investment strategy: 7 stocks you can buy, sell or hold",__label__2
"Sell Arvind, Mcleod Russel: Sudarshan Sukhani",__label__2
Preference would be Infosys followed by HCL Tech: SP Tulsian,__label__2
