text,label
Infosys board a let-down; not a Sikka vs founders duel: V Bala,__label__1
Infosys Updates: Murthy says Board needs to strengthen its remuneration committee,__label__1
"Buy Sun TV, BoI, DHFL, BEML, Bajaj Electricals: Ashwani Gujral",__label__1
"COMMENT: If they want $20 bn sales, Infy founders should let CEO Sikka be",__label__1
"Infosys denies governance lapses, rift between founders, board",__label__1
"BEML can climb to Rs 1335, Infosys Rs 965: Prakash Gaba",__label__1
"Buy Jindal Saw, Infosys: Mitessh Thakkar",__label__1
"Cognizant Q4 net dips 1.8%; okays $3.4bn in buybacks,dividends",__label__1
"Pai backs founders, says Infosys 'destroying shareholder value'",__label__1
"Infosys defends pay hike to Sikka,says decision in co's interest",__label__1
COMMENT: Why buybacks for IT companies is a bad idea,__label__1
Infosys defends decisions after report of governance concerns,__label__1
"Buy Tata Steel, Hindalco Industries on dips: Ashwani Gujral",__label__1
India yet to achieve global goals in healthcare: Narayana Murthy,__label__1
Infosys founders raise governance concerns with board: Sources,__label__1
"Infosys may consider Rs 12,000 crore share buyback: Sources",__label__1
Focus should be on bringing Infosys to WB: Cong MLA Asit Mitra,__label__1
"After Cognizant, other IT cos get requests of share buy back",__label__1
Trouble in IT: TechM halts appraisal for senior level employees,__label__1
Indian IT firms to meet Trump officials on visa reform concerns,__label__1
Indian IT cos need to stop using H1-B visas: Narayana Murthy,__label__1
"Buy RCF, Can Fin Homes, NBCC, Bharat Financial: Ashwani Gujral ",__label__1
"H-1B visa issue: TCS, Infosys stare at $2.7-bn cost increase",__label__2
"Sell Tata Motors; buy Biocon, V-Guard Industries: Rajat Bose",__label__2
Trump targets work visas: Here's what it means for Indian IT cos,__label__2
"Avoid Infosys, says Sudarshan Sukhani",__label__2
HCL Tech's Q3 show slightly better than peers: Experts,__label__2
"Buy Infosys, advises Sudip Bandopadhyay",__label__2
Accumulate Infosys; target of Rs 1110: Arihant Capital,__label__2
AI to displace jobs; a company needs to be agile: Sikka,__label__2
"Buy NALCO, Dalmia Bharat, Yes Bank; sell Infosys: Gujral",__label__2
"Buy BHEL, Grasim, Exide; sell Infosys, PC Jeweller: Thakkar",__label__2
Buy Infosys; target of Rs 1250: Motilal Oswal,__label__1
Buy Infosys; target of Rs 1110: ICICI Direct,__label__1
Accumulate Infosys; target of Rs 1074: KR Choksey,__label__1
Buy Infosys; target of Rs 1175: Systematix,__label__1
AI adoption driving revenue growth for businesses: Infosys,__label__2
"Sell Infosys; buy Bajaj Finance, SBI, United Spirits: Thakkar",__label__2
Sikka wants to build a 'more confident' Infosys by 2020,__label__2
Infosys falls 5% post Q3; experts analyse if it is a bargain,__label__2
"Buy Infosys at Rs 840, says Prakash Gaba",__label__2
"Buy Infosys at around Rs 900, says Vijay Chopra",__label__2
"See 15% upside in TCS, Infosys: Sanjiv Bhasin",__label__2
$10 bn run rate emotional milestone; optimistic for Q4: Sikka,__label__2
"IT to remain muted in Q4, bottom out thereafter: Nasscom chief",__label__2
"Expect US policies to be friendly for biz, innovation: Sikka",__label__2
Unclear on H1B but see Trump to be biz-friendly: Vishal Sikka,__label__2
Chandra's rise at Tata Group spells IT sector importance: Sikka,__label__2
Infosys appoints Ravikumar S as Deputy COO,__label__2
"Buy UPL, Arvind; sell Ceat: Sandeep Wagle",__label__2
Infosys: Outcome of board meeting,__label__2
"Margins, financial services biz big positives from Infosys: Pro",__label__2
No negative surprises from TCS; prefer Infy over it: Edelweiss,__label__2
"Infosys Q3 net up 3%, cuts FY17 USD revenue guidance to 7.2-7.6%",__label__2
"Can Chandra take tough decisions for Tatas, asks Quantum's Dutt",__label__2
Why Tata's Chandrasekaran choice is a safe bet (COMMENT),__label__1
Infosys Q3 PAT may dip 2% to Rs 3534.3 cr: KR Choksey,__label__1
Infosys top pick: Neeraj Deewan,__label__1
"Buy Tata Power, Jet Airways, Torrent Power: Ashwani Gujral",__label__1
"Buy Infosys, Tata Comm, Container Corp: Ashwani Gujral",__label__1
"Infosys Q3 profit, dollar revenue may fall 1%; FY17 guidance key",__label__1
"Sell ITC; buy Infosys, Torrent Power: Sandeep Wagle",__label__1
IT bottoming out; likely curbs on H1B visa weigh:IDFC Securities,__label__1
Pessimism around Q3 earnings; banks to outperform: Experts,__label__1
Infosys Q3 PAT may dip 3.2% to Rs 3491.2 cr: Motilal Oswal,__label__1
Here are Sanjiv Bhasin's top trading ideas,__label__2
"Buy Biocon, IDFC, Dewan Housing Finance, ONGC: Chandan Taparia",__label__2
"Camlin Fine Sciences can climb to Rs 125, JSW Energy Rs 70: Gaba",__label__2
"Buy PC Jeweller, sell Infosys: Sandeep Wagle",__label__2
"Buy Persistent Systems, Infosys: Sudip Bandopadhyay",__label__2
Why H1B visa reform Bill spells bad news for Indian IT cos,__label__2
"Buy RIL, Infosys, Motherson Sumi, Bharat Financial: Sukhani",__label__2
Exit Infosys on rally: Rajat Bose,__label__2
"Sell HDFC; buy HCC, Power Grid, Sonata Software: Mitesh Thacker",__label__2
"Sell Infosys, Kotak Bank; buy Sun TV Network: Ashwani Gujral",__label__2
"Road ahead not easy, Infosys CEO Sikka tells employees",__label__2
"Buy Infosys, GAIL, Tata Chemicals; sell Jet Airways: Thacker",__label__2
"Buy Infosys, NTPC, Siemens; sell Bajaj Auto: Sudarshan Sukhani",__label__2
"Buy HDIL, Bharat Electronics, Infosys: Ashwani Gujral",__label__1
"Buy Ambuja Cements, Infosys: Hemant Thukral",__label__2
Here are a few stock ideas from SP Tulsian,__label__2
"Buy Infosys, BEML, HDFC Bank; sell Pidilite, Wockhardt: Sukhani",__label__2
"Buy RIL, overweight on TCS, HCL Tech, Mindtree: Sanjiv Bhasin",__label__1
"Buy Jubilant Foodworks, Infosys: Mitesh Thacker",__label__1
"Buy Reliance Industries, Infosys, Engineers India: Sukhani",__label__1
"As India braces for Trump in 2017, some signals to watch out for",__label__1
"Buy Reliance Industries; sell Voltas, Infosys: Ashwani Gujral",__label__2
"Infosys good trading pick, sell State Bank of India: AB Money",__label__2
"Sell SBI, PNB, Amara Raja; buy Infosys, TCS: Ashwani Gujral",__label__2
"Prefer TCS, Infosys, Tech Mahindra, Hexaware: Dilip Bhat",__label__1
"Sell United Breweries, Shriram Transport; buy Infosys: Sukhani",__label__1
"Buy Infosys, HCL Technologies: Sudip Bandopadhyay",__label__1
"Buy Infosys; sell Century Textiles, M&M Financial: Gujral",__label__1
"Sell M&M Financials; buy IGL, Tech Mahindra, Infosys: Gujral",__label__1
"Go long in Infosys; sell HDFC Bank, LIC Housing, HUL: Thacker",__label__1
"Buy Infosys; sell Arvind, Castrol India: Sudarshan Sukhani",__label__1
"Buy Reliance Infra, Axis Bank, Infosys: Ashwani Gujral",__label__1
"Buy NTPC, Infosys; sell Castrol India: Sudarshan Sukhani",__label__1
"Pain for NBFCs could last till February, says Sandeep Shenoy",__label__1
"Prefer HCL Technologies, says Gaurang Shah",__label__1
"Buy HCL Tech, Hexaware Technologies: Mitesh Thacker",__label__2
"Buy Infosys, IGL; sell HPCL: Ashwani Gujral",__label__2
"Buy IGL, Voltas; sell Divis Lab, Finolex Cables: Mitesh Thacker",__label__1
"Buy PFC, Infosys, Bharti Airtel; sell United Breweries: Sukhani",__label__1
"Buy Infosys above Rs 985, sell DCB Bank: Mitesh Thacker",__label__2
"Sell RComm, DLF, Century Tex; buy EIL, Infosys: Ashwani Gujral",__label__2
TeamIndus inks pact with ISRO; aims to raise $45 mn by Oct'17,__label__2
"Buy ACC, Infosys, TVS Motor; sell Apollo Hospitals: Thacker",__label__2
"Prefer IT stocks, says Ashwani Gujral",__label__2
"Fearing tighter US visa regime, Indian IT firms rush to hire",__label__2
"Buy Bajaj Finance, Infosys; sell Bharti Infratel: Thacker ",__label__2
"Buy Infosys, Yes Bank, Tech Mahindra: Ashwani Gujral",__label__1
"Sell Wockhardt, Tata Motors; buy Infosys: Ashwani Gujral",__label__1
"Buy Bank of Baroda, Bharat Forge, Tata Elxsi: Ashwani Gujral",__label__1
"Infosys can climb to Rs 955, says Prakash Gaba",__label__1
"Buy Infosys, Raymond; sell IOC: Ashwani Gujral",__label__1
Infosys invests Rs 31.6 cr in Stellaris Venture Partners,__label__1
Infosys CEO says Trump election may weigh on margins,__label__2
"Buy Tata Motors, Infosys, State Bank of India: CA Rudramurthy BV",__label__2
"Buy Maruti Suzuki, Infosys, Berger Paints: Sudarshan Sukhani",__label__2
"Buy TCS, Infosys; sell Kotak Mahindra Bank, SRF: Ashwani Gujral",__label__1
"Buy SBI, ICICI Bank, TCS, Infosys, Sun Pharma: VK Sharma",__label__1
Nasscom may lower IT export revenue growth forecast tomorrow,__label__1
"Buy Infosys; sell Jet Airways, IndusInd Bank: Ashwani Gujral",__label__1
Infosys invests in US-based TidalScale,__label__2
Infosys' customer delight at 10-year high: Vishal Sikka,__label__2
"SBI becomes 6th most valuable company, beats Infosys, HDFC",__label__2
Infosys CEO Sikka says customer satisfaction at 10-year high,__label__2
IT cos hope for best from Trump regime,__label__2
Donald Trump will do what is best for US: Narayana Murthy,__label__2
Roadmap on job prospects needed every 10 years: ex-Infosys chief,__label__2
"Buy Infosys, Persistent Systems: Sudip Bandopadhyay",__label__1
Here are a few stock ideas from Kunj Bansal,__label__1
Indian IT industry can bounce back: Gopalakrishnan,__label__1
Infosys may touch Rs 1150-1200: Gaurang Shah,__label__1
Buy Infosys on declines: Prakash Gaba,__label__1
"Buy Reliance Industries, Coal India; sell Infosys: Gujral",__label__2
"Buy NTPC; sell Infosys, Reliance Capital, Mindtree: Sukhani",__label__2
"Buy Maruti, ICICI Bank, Arvind, Glenmark; sell ONGC: Gujral",__label__2
"Infosys will slide to Rs 900, says Sudarshan Sukhani",__label__2
"Sell DLF, IndusInd Bank, Infosys; buy IIFL, Vijaya Bank: Thacker",__label__2
"Sell Infosys, Axis Bank, JSW Steel: Mitesh Thacker",__label__2
"Buy Dish TV, Cadila Health, AB Fashion; sell Infosys: Thacker",__label__2
"Buy Uflex, Magma Fincorp, Canara Bank: Ashwani Gujral",__label__2
"Rahul Rathi, a wizard of Dalal Street, has 2 investing styles",__label__2
"Buy TCS, Infosys, HUL, REC, Shriram Trans; sell JSPL: Sukhani",__label__2
"IT a good contra value buy, says Parag Thakkar",__label__2
Buy Infosys; target of Rs 1151: Geojit BNP Paribas,__label__2
Here are some stock ideas from Deven Choksey,__label__2
Buy Infosys; target of Rs 1210: Centrum,__label__2
Accumulate Infosys; target of Rs 1123: KR Choksey,__label__2
"Buy Axis Bank, Vedanta, Infosys; sell Bharat Forge: Sukhani",__label__2
Buy Infosys; target of Rs 1150: Religare,__label__2
Hold Infosys; target of Rs 1075: Axis Direct,__label__2
"Infosys partners Emirates NBD, ICICI Bank for blockchain pilot",__label__1
Buy Infosys; target of Rs 1175: ICICI Direct,__label__1
Some investors unhappy over NRN kin's appointment to Infy board,__label__1
Hold Infosys; target of Rs 1140: Arihant Capital,__label__1
Buy United Breweries; sell ICICI Bank: Sudarshan Sukhani,__label__1
"Infosys rejig to sharpen focus on clients, sales effectiveness",__label__1
"Buy, sell, hold: 8 stocks to watch out as Q2 earnings start",__label__1
Infosys still a long-term buy; like Tube Investments: Tulsian,__label__2
"Oil price, Brexit impact tend to be over-stated: Vishal Sikka",__label__2
"TCS gains 2%, Infosys falls 5% but which IT co fared well in Q2?",__label__2
"Buy Infosys, Persistent Systems: Sudip Bandopadhyay",__label__2
Infosys may slip to Rs 900-930: Prakash Gaba,__label__2
"Sell Zee Entertainment, Bata India; buy GNFC: Ashwani Gujral",__label__2
"Despite steady Q2, analysts red flag Infosys over guidance cut",__label__2
NASSCOM to wait for more earnings before reviewing FY17 guidance,__label__2
Infosys: Outcome of board meeting,__label__2
Infosys declares interim dividend,__label__2
"Infosys revises salaries of CFO, COO and other key execs",__label__2
Infosys Q2 profit up 5%; cuts FY17 revenue guidance to 8-9%,__label__2
Infosys Q2 PAT seen up 2.8% to Rs 3532.7 cr: ICICI Sec.,__label__2
"Bullish on Infosys, HCL Tech, Persistent Systems: Parag Thakkar",__label__2
"TCS may test Rs 2100, says Rajat Bose",__label__2
"Sell HDFC Bank; buy Cipla, Infosys: Mitesh Thacker",__label__2
IT sector to bottom out; to watch TCS guidance on BFSI: Experts,__label__2
"Infosys Q2 seen to be slowest Sept quarter since 2009, BFSI key",__label__2
Infosys Q2 PAT seen down 2.6% at Rs 3346.8 cr: Motilal Oswal,__label__1
"Buy PC Jeweller, Bata, JSW Steel; sell LIC Housing: Gujral",__label__1
"Buy Engineers India, Bharat Forge; sell Infosys: Mitesh Thacker",__label__1
"Buy Sun TV, Bharat Forge; sell Indo Count, Infosys: Gujral",__label__1
"Buy Infosys, TCS at current level: Sudip Bandopadhyay",__label__2
"Prefer Infosys, TCS, HCL Tech, Tech Mahindra: Gaurang Shah",__label__2
"Buy Jubilant Food, Tata Motors DVR; sell Infosys: Sandeep Wagle",__label__2
"Sell ACC, Infosys; buy M&M Financial: Mitesh Thacker",__label__2
Workload in IT to come down due to AI; jobs to reduce: Genpact,__label__2
"Buy Infosys, JSW Steel: Sudarshan Sukhani",__label__1
Hindustan Zinc enters Rs 1 lakh cr m-cap league,__label__1
Lots of today's jobs will not exist in future: Nilekani,__label__1
"Buy Bajaj Auto, Havells; sell Infosys: Ashwani Gujral",__label__1
"Look at largecap, IT stocks: Parag Thakkar",__label__1
"Pick Tata Motors DVR, Vinati Organics: Parag Thakkar",__label__1
Investors upbeat over India's reforms push: BCG,__label__2
"Buy, sell or hold: 17 stocks to watch out ahead of expiry",__label__2
Start-ups can take long-term risk with Indian money: Nilekani,__label__2
"Top six cos add Rs 33,985 cr in m-cap, RIL scales up the most",__label__2
"Don't prefer TCS, rate HCL Tech as outperform: Credit Suisse",__label__2
Here are a few investment ideas from Prakash Diwan,__label__1
"Sell Mindtree, Bata India: Sudarshan Sukhani",__label__1
Another top-deck exit at Infosys: Sanjay Purohit quits,__label__1
"Buy Ceat, Reliance Capital; sell Maruti Suzuki: Ashwani Gujral",__label__1
Book some profits in Eicher Motors: Ashwani Gujral,__label__1
See a 50-100 bps cut in Infosys' revenue guidance: IDBI Cap,__label__1
"Infosys' Q2 results on October 14, 2016",__label__1
Risks could prompt downward revision of guidance: Infosys,__label__1
Expect Q2 to be better than Q1: Infosys' Vishal Sikka,__label__1
"Infosys to set up delivery centres in Croatia, Russia",__label__1
Adobe CEO Shantanu Narayen's advice to Indian IT cos,__label__2
"See Sun Pharma move up, Infosys down; short Vedanta: Gujral",__label__2
"Sell DLF; buy Finolex Cable, Infosys: Ashwani Gujral",__label__1
"Red alert: IT stocks rally, TCS up 1% but sector pain to return",__label__1
"Buy, sell or hold: 6 stocks that analysts will focus today",__label__1
"Amid profit warning, experts discuss bull vs bear case for TCS ",__label__2
"Go long in PNB, HDIL; short Infosys: CA Rudramurthy BV",__label__2
Are IT cos giving the sector a poor name by lowering guidance?,__label__2
"Buy BPCL, Tata Steel; sell Infosys: Ashwani Gujral",__label__2
"Buy Siemens, Tata Chemicals; sell Tech Mahindra, TCS: Gujral",__label__2
"TCS cautious on its BFSI biz, to update investors in Q2",__label__2
Buy Infosys; target of Rs 1400: Prabhudas Lilladher,__label__2
"Buy Infosys, advises Sanjay Dutt",__label__1
India's IT exports revenue to grow 9-10% this fiscal: Pai,__label__1
Buy Infosys; target of Rs 1290: ICICI Direct,__label__1
"Buy Tata Chemicals, NCC; sell Infosys: Ashwani Gujral",__label__1
Buy Infosys; target of Rs 1200: Religare,__label__1
"Enter Delta Corp, says Ashwani Gujral",__label__2
Infosys creating smaller biz units to improve mkt penetration,__label__2
Here are some trading bets from Mehraboon Irani,__label__2
Investment strategies: 10 handpicked stocks for your portfolio,__label__2
"Sell Strides Shasun, Larsen & Toubro: Ashwani Gujral",__label__1
"Tata Motors will cross Rs 520, Infosys will dip further: Gujral",__label__1
"Buy Tata Chemicals, Indraprastha Gas, Voltas: Ashwani Gujral",__label__1
Investment strategies: 3 large caps that analysts suggest to buy,__label__1
"Tulsian's take on Trident, IGL, Century Textiles & other stocks",__label__2
Infosys would arrest decline in its consultancy biz: Ajay Bodke,__label__2
Infosys says seeing client-specific softness after Brexit,__label__2
"Buy LIC Housing; sell Infosys, NIIT Technologies: Ashwani Gujral",__label__2
"Buy Divis Laboratories, Infosys, Maruti Suzuki: Sandeep Wagle",__label__2
"Sell Pidilite, CONCOR; buy Hindalco, PFC may rally: Sukhani",__label__2
Govt rejects Infosys proposal to set up IT SEZ in West Bengal,__label__1
Here are a few stock ideas from Prakash Diwan,__label__1
"Buy Infosys, Bharat Petroleum Corporation: Sudarshan Sukhani",__label__1
Infosys denies laying off 500 people,__label__1
Six in Sixty: Stocks you should keep on your radar,__label__1
"Buy Sun TV; avoid Idea Cellular, Bharti Infratel: Sukhani",__label__1
Here are Ajay Bodke's top trading ideas,__label__1
"Narayana Health, Infosys launch robotic surgery institute",__label__2
"Sell Infosys; buy UPL, Tata Power: Mitesh Thacker",__label__2
RBS-Infosys deal cancellation not due to Brexit: Nasscom,__label__2
Brexit will create uncertainty but may not hit IT cos much: Pros,__label__2
"3,000 jobs to get affected post RBS project scrap: Infosys",__label__2
"Buy Indiabulls Housing Finance, HCL Technologies: Gaurav Bissa",__label__2
"See correction in DHFL, ignore Infosys: Ashwani Gujral",__label__2
"Sell Infosys; buy ONGC, Cairn India: Mitesh Thacker",__label__2
Investment strategies: Top 5 stocks that you can focus today,__label__2
Infosys' FY17 sales aim may hit snag as RBS calls off bank deal,__label__2
"We are far, far away from smart cities: Narayana Murthy",__label__2
"Go long in private banks; short PSU banks, short IFCI: Thacker",__label__1
"'Prefer Infosys, HCL Tech, Wipro in IT; -ve on TCS & TechM'",__label__1
"Buy Oil India, Tata Steel: Mitesh Thacker",__label__1
"Buy Tata Steel, sell Infosys: Mitesh Thacker",__label__1
"Buy Infosys on dips, says Sudarshan Sukhani",__label__2
54% of CPI basket will be completely exempt from GST: CEA,__label__2
Preference would be Infosys followed by HCL Tech: SP Tulsian,__label__2
"Adani Ports, TCS, Infosys among Forbes super 50 list",__label__1
"Buy Infosys, says AK Prabhakar",__label__1
Buy Infosys; target of Rs 1290: ICICI Direct,__label__1
Buy Infosys; target of Rs 1242: Geojit BNP Paribas,__label__1
"HDFC Bank core pick, Infosys looks attractive: Mukul Kochhar",__label__1
"IT an ugly duckling for now, but this stock may be a bargain: CS",__label__1
"Avoid IT stocks, prefer Fortis Healthcare: Shahina Mukadam",__label__1
Analysts worried but NASSCOM says IT cos prepared for challenges,__label__1
Prefer TCS over Wipro: Sharmila Joshi,__label__2
"Sell Dish TV, Federal Bank, Infosys; buy IGL: Sandeep Wagle",__label__2
Only 5-10% startups globally will become large: Kris,__label__2
"Infosys value buy, says Parag Thakkar",__label__1
"Sell Infosys on rallies, says Sandeep Wagle",__label__1
"Buy PVR, Prism Cement, CESC; avoid Mindtree: Ashwani Gujral",__label__1
"Sell Tech Mahindra, Mindtree: Ashwani Gujral",__label__1
"Go long in Reliance Industries, says Sudarshan Sukhani",__label__1
Don't rush to buy these post-Q1 largecaps: Elara Cap,__label__1
Stock calls: 5 large caps to buy or sell on Monday,__label__1
Infosys vs TCS: How they stack up after Q1,__label__2
Here is why SP Tulsian is bullish on Taj GVK,__label__2
Slowdown in discretionary spending likely a one-off: Infosys CEO,__label__2
JetSynthesys invests USD3 mn in 'Garage' facility for start-ups,__label__2
Bull vs Bear: Should you buy Infosys after 9% correction?,__label__2
"Buy Lupin, HDFC Bank, Bharti Airtel: Ashwani Gujral",__label__2
Infosys relaunches ESOPs to rein in attrition,__label__2
Infosys tanks 10% post Q1 nos: 8 reasons that triggered selling,__label__2
"Brexit may create walls, but brings opportunities: Vishal Sikka",__label__2
Here are a few stock ideas from Prakash Diwan,__label__2
"Buy Infosys 1180 Call, sell 1260 Call: Chandan Taparia",__label__2
"Infy lost focus, lower $ revenue growth a setback: analysts",__label__2
Infosys: Outcome of board meeting,__label__2
"Infosys Q1 profit falls 4.5%, cuts FY17 dollar revenue guidance",__label__2
"See limited returns from TCS, prefer Infosys: Edelweiss",__label__2
"Infosys cloud, infra biz head quits",__label__2
"Buy Infosys, Tata Consultancy Services: Prakash Diwan",__label__2
"Buy SBI, Maruti Suzuki, HCL Tech: Chandan Taparia",__label__2
"Infosys may retain FY17 revenue guidance, Q1 profit seen down 4%",__label__2
"TCS, Infosys Q1 to grow 4% in constant-currency terms: Prabhudas",__label__2
"Buy TCS, Infosys, GMDC, Vardhman Tex, Exide: Ashwani Gujral",__label__2
"Buy Infosys 1140 Put, 1200 Call: Manoj Murlidharan",__label__2
Here are a few investment ideas from Mayuresh Joshi,__label__2
Infosys Q1 profit seen flat at Rs 3595 cr: Motilal Oswal,__label__2
Infosys Q1 PAT may fall 4.3% to Rs 3440.8 cr: Edelweiss Fin,__label__2
Infosys Q1 net seen down 4.8% to Rs 3423.3 cr: ICICIdirect,__label__2
"Buy Coal India, Infosys, Marico: Sudarshan Sukhani",__label__2
"Buy Infosys, Federal Bank; short Tata Motors DVR: Aditya Agarwal",__label__2
"Q1 earnings: Which sectors will do well, which won't?",__label__1
Buy Infosys on correction: Deven Choksey,__label__2
"Infosys' Q1 results on July 15, 2016",__label__2
"Buy DLF at around Rs 130-135, says Ashwani Gujral",__label__2
"Buy Infosys; IndusInd Bank may hit Rs 1125, NTPC Rs 155: Gaba",__label__2
See earnings growing by 17% this fiscal year: Antique,__label__1
Here are SP Tulsian's top trading ideas,__label__1
Infosys founders: How India's first great startup made it big,__label__1
Wonderla hopes to grow topline by 20-25% in this fiscal year,__label__2
Here are a few stock ideas from Prakash Diwan,__label__2
Which Indian IT stock can beat Brexit storm as uncertainty rises,__label__2
"Sell TCS; buy YES Bank, Sun Pharmaceutical: Ashwani Gujral",__label__2
Brexit: Which Indian IT cos may gain or fall on EU referendum,__label__2
"Buy Titan Company, Maruti Suzuki; sell Infosys: JK Jain",__label__1
"Infosys good bet, says Taher Badshah",__label__1
"Buy Magma Fincorp, Infosys, Punjab National Bank: Ashwani Gujral",__label__1
"Buy Hero MotoCorp, Infosys; sell Jet Airways: Sudarshan Sukhani",__label__1
"Sell Infosys, Apollo Tyres; buy Biocon: Ashwani Gujral",__label__2
Don't worry! Wage hike pressure on Infosys Q1 margins is usual,__label__1
"Buy YES Bank on dips, says Ashwani Gujral",__label__1
We expect to see some quarterly bumps: Infosys COO,__label__2
"Sell Ambuja Cements, Hindustan Unilever; buy DHFL: Gujral",__label__2
"Sell Infosys, target Rs 1180: CA Rudramurthy BV",__label__2
Allowing unions in TN unlikely to impact IT industry: Mindtree,__label__2
Sell HDFC; buy Cairn India: Ashwani Gujral,__label__2
"Buy Infosys on decline, says Sudarshan Sukhani",__label__2
"Infosys warns of 200 bps Q1 margin cut on visa, salary costs",__label__2
Paytm selects Infosys Finacle to power its payments bank business,__label__2
"FY17 year of transition for IT; bullish Infosys, Tech Mah: Kotak",__label__2
"Buy Infosys, Asian Paints: Sudarshan Sukhani",__label__2
Indian startups to google tax and pain now,__label__1
"Buy Infosys on dips, says Ashwani Gujral",__label__2
Maharashtra Tourism pavilion at Infosys Pune to boost tourism,__label__1
"Wipro onsite employees to get 2% pay hike, offshore staff 9.5%",__label__1
"Buy Hero MotoCorp, Infosys; sell Bharat Forge: Sudarshan Sukhani",__label__1
Infosys paid ex-CFO Bansal Rs 23 cr including severance: Report,__label__1
Infosys names Anantha Radhakrishnan as new BPO head,__label__1
"Buy Infosys, HDFC, Gujarat Alkalies: Ashwani Gujral",__label__1
"Buy Tata Chemicals, Eicher Motors, Infosys: Ashwani Gujral",__label__1
India home to 56 of the world's largest public firms: Forbes,__label__1
"Buy Infosys, Voltas, YES Bank: Sudarshan Sukhani",__label__1
Here are some stock picks from SP Tulsian,__label__1
"Buy Biocon; sell Bajaj Finance, Infosys: Ashwani Gujral",__label__2
"Infosys, HDFC Bank, Aurobindo are top picks: R Sreesankar",__label__2
"Infosys' AGM on June 18, 2016",__label__2
"Sell M&M Financial Services; buy BoB, Infosys: Ashwani Gujral",__label__2
"Buy GAIL India, BPCL, ONGC, enter IT stocks: Ashwani Gujral",__label__2
"Sun TV may test Rs 500, Infosys Rs 1400: Ashwani Gujral",__label__2
"Buy Infosys, SKS Microfinance: Sudarshan Sukhani",__label__1
"Look at Infosys, says Avinnash Gorakssakar",__label__2
Buy Infosys at around Rs 1180-1200: Ashwani Gujral,__label__1
"Buy Infosys, target Rs 1350: Ashwani Gujral",__label__1
"Buy Infosys, SRF; BEML may test Rs 950, SpiceJet Rs 80: Gaba",__label__1
"Buy Infosys, target Rs 1350-1400: Shahina Mukadam",__label__1
Infosys Foundation signs pact with IISER,__label__1
Aspire to achieve $20bn revenue by 2020: Infosys CEO,__label__1
"Buy Infosys, Atul, Hexaware Technologies: Ashwani Gujral",__label__2
"Buy Hero Moto, hold Infosys: Ambareesh Baliga",__label__1
"Buy Infosys; sell Tata Motors, Union Bank: Ashwani Gujral",__label__1
Infosys launches artificial intelligence platform,__label__2
Infosys invests in Trifacta,__label__2
"Buy Hindustan Unilever, Shriram Transport: Sudarshan Sukhani",__label__2
Infosys bets big on blockchain technology,__label__2
Buy Infosys; target of Rs 1500: Axis Securities,__label__1
"Buy SPARC, Idea Cellular; sell UPL: Ashwani Gujral",__label__1
Expect to resolve MCA21 glitches in next few weeks: Infosys,__label__1
"Enter Infosys at around Rs 1160, says Ashwani Gujral",__label__2
Buy Infosys; target of Rs 1400: ICICIDirect,__label__2
"Bull's Eye: Buy Infosys, REC, EIL; sell TVS Motor, Wockhardt",__label__2
Infosys to see upside if growth rate surpasses 13%: Moshe Katri,__label__2
Phase of exuberance in e-commerce sector over: Mohandas Pai,__label__2
TCS vs Infosys vs Wipro: Key Q4 numbers in one chart,__label__2
Infosys has higher upside compared to TCS: IDBI Cap,__label__2
TCS expected to grow 2%;Infy stock may re-rate further:Edelweiss,__label__2
Hold Tata Consultancy Services: Sandip Agarwal,__label__2
Buy Infosys on dips; sell ONGC on rally: Ashwani Gujral,__label__2
"Infosys hits record high, up 8% post Q4: Will rally last?",__label__2
"Buy UPL, Idea Cellular ; Infosys may hit Rs 1300: Ashwani Gujral",__label__2
Trade Infosys with positive bias: Hemant Thukral,__label__2
"Buy TVS Motor, Voltas, Bata, Relaxo Footwears, SRF: Gujral",__label__2
"Post Q4, prefer Infosys to TCS: Prabhudas Lilladher",__label__2
Will Q4 be start of the end of earnings downgrade cycle?,__label__1
Pick Infosys at lower levels: Sandeep Wagle,__label__1
Infosys may test Rs 1250-1300: Vijay Chopra,__label__1
"Pick Infosys, HCL Technologies: Dilip Bhat",__label__1
"Buy Maruti Suzuki, Ambuja Cements, Bajaj Auto: Ashwani Gujral",__label__1
"Infosys Q4 profit seen up 1%; FY17 revenue, margin guidance key",__label__1
"Positive on Ashoka Buildcon, cautious on Cadila: Equirus",__label__1
"Go long in Cummins India, buy Infosys 1150 Put: Aditya Agarwal",__label__1
Here are some stock ideas from SP Tulsian,__label__1
Buy Infosys on dips; news on deal pipeline key: IDFC Sec,__label__1
"Buy Ambuja Cements, City Union Bank, SKS Micro: Ashwani Gujral",__label__1
"MagicX raises $1 mn, to invest on team expansion",__label__2
"Buy Infosys 1180 Call, sell 1260 Call: Chandan Taparia",__label__2
"Prefer Infosys, HCL Tech, TCS: Mayuresh Joshi",__label__1
"Buy Infosys, Idea, IndusInd Bank: Ashwani Gujral",__label__1
"Buy Infosys, target Rs 1220: Rahul Shah",__label__1
Infy to grow by over 2%; 30-60 bps margin expansion for IT: IIFL,__label__1
"Positive on JK Lakshmi Cement, hold Infosys: Ajay Bodke",__label__1
"Buy Infosys, Just Dial, Suven Life; sell TCS: Sandeep Wagle",__label__1
"Infosys may test Rs 1210, Marurti Rs 3510: Rajat Bose",__label__1
