Headlines,Labels
demand to tender infy share have be strong: enam,1
infy ads crunch!,0
volumes higher in the f&o segment,0
accumulate infosys: plilladher,0
tcs on path for more big deal in global market,1
exit infosys at rs 2200-2280: bhambwani,1
infosys q1 fy08 net profit see down at rs 974.48 cr,1
"stay with top five it stocks, say ajay bagga",1
why you should look past infosys' q4 stumble,1
infosys board fact check narayana murthy's allegations on vishal sikka. here's the full text,1
"buy infosys, say sukhani",0
murthy's return mean infy respond to investor concern,1
infosys can move to rs 2500: sukhani,1
takeaways from infosys' conference call,0
infosys: outcome of agm,1
"look at icici bank, lic housing, bajaj finance: bhatia",1
"hold infosys, target of rs 1410: icici securities",1
"modi, paytm founder in time's 'most influential people list'",0
"sell m&m financial services; buy bob, infosys: ashwani gujral",1
"start up india to boost entrepreneurship, jobs: murthy",0
eurozone crisis have not impact biz: infosys,0
infosys commence search for s. d. shibulal's successor,0
infosys adr issue for usd 30 mn to open tomorrow,0
"buy infosys, target of rs 2250: karvy",0
buy tcs at current level,1
infosys q2: cfo say flexi financial model key to growth,0
nilekani bid adieu to infosys,0
infosys operate profit may lag estimates: starmine,0
'india growth story intact',0
"buy infosys 3700 call, say vk sharma",0
"buy infosys, idea, indusind bank: ashwani gujral",0
"hold infosys, satyam computer",1
infosys good for long term: dutt,0
no plan to make external investigator's report public: infosys,1
"avoid it space, say sudarshan sukhani",1
"buy tata motors, infosys, yes bank: rajat bose",0
buy infosys on dip advise sudarshan sukhani,1
infosys say some of its promoters intend to participate in share buyback,1
experts debate: how will it co's fare this earn season?,1
it to underperform in short-term: jp sinha,1
"above rs 3000, infosys can add rs 200",0
buy infosys around rs 2350-2370: bhamre,0
"atul badkar bullish on bharti airtel, infosys",0
buy infosys: bothra,0
buy infosys; target of rs 2570: angel broking,0
"comment: if they want $20 bn sales, infy founder should let ceo sikka be",0
"buy upl, idea cellular ; infosys may hit rs 1300: ashwani gujral",1
"prefer bhel, l&t, say sukhani",1
bofa merrill upgrade infosys to buy,0
infosys ads start trade on nyse,1
buy infosys with target of rs 2400: angel broking,0
"buy infosys 900 put, 1000 call: krish subramanyam",1
credit suisse neutral on infosys,1
it be wipro's turn to expand in hyderabad,0
infosys partner with microsoft to offer finacle on azure,0
"despite steady q2, analysts red flag infosys over guidance cut",1
countdown for cfo of the year begin,1
f&o strategy on infosys,0
infosys may not go beyond rs 3500: baliga,0
nasscom announce top 20 it-ites employers for fy 06-07,0
"buy put options in infosys, advise gaurav bissa",1
infosys' senior-level exit far lower than others: vishal sikka,1
"sell hdfc, infosys: rajat bose",0
global biggies look to india for fresh talent,0
vishal sikka be a 'transformation leader': kv kamath,1
sukhani positive on it stock,0
"tech, auto sector lose flavour: mitesh thackar",1
infosys seek sec aid on penalty for employee-info glitches,0
"like infosys on better margins, mgmt remarks: angel broking",0
brexit will create uncertainty but may not hit it cos much: pros,1
infosys a best opportunity in it space: sukhani,1
"infosys q1 $ revenue swell 4.5%, vol growth at 19-qtr high",0
weak rupee good for margins: infosys,1
accumulate infosys; tgt of rs 2900: angel broking,0
"buy rcf, can fin homes, nbcc, bharat financial: ashwani gujral",0
broker say buy infosys technologies,0
hemang jani positive on it space,0
"buy mindtree consulting, say bose",1
earn wrap-up: cos' q3 result from the day,1
buy infosys; target of rs 800: motilal oswal,1
hold infosys for better time ahead: arihant capital,1
pn vijay`s view on infosys,0
infosys q3 pat see up 7% to rs 1532 cr,0
downtrend in it space will continue: gautam shah,0
"short infosys, advise aditya agarwal",1
"buy infosys at around rs 900, say vijay chopra",1
pursue 6-7 $100 mn deals: infosys,0
"hold it stocks, say ambareesh baliga",0
infosys may touch rs 3800: sudarshan sukhani,0
"infy fail street in q4, will it dampen investor view?",1
"positive on infosys, tcs, mindtree: sp tulsian",0
infosys can touch rs 2900: lkp,1
"few more quarter before attrition come down, say infosys",0
"infosys to hire 2,000 people in us by year-end",1
broker rate infosys as a market performer,1
enam neutral on infosys technologies,0
analysts expect 8.4% on topline for infosys q2 result,1
"buy infosys, tcs, persistent systems: ca rudramurthy bv",1
infosys q2 pat see at rs 1403 cr: krchoksey,1
accumulate infosys; target of rs 2850: emkay,0
shopx enter into strategic tie-up with puma,0
"infosys q2 pat see down by 3% to rs 1,479 cr: angel",0
leave infosys like daughter's marriage: narayana murthy,1
look for momentum plays? top 5 stock which could give 7-13% return in 1-2 months,1
irani positive on technology stock,0
"pick infosys, hcl technologies: dipen sheth",0
analysts hail appointment of salil parekh as infosys' md & ceo,0
"news highlight of the day: a raja slam manmohan singh, call vinod rai 'sutradhaar' of 2g case",0
infosys have immediate target at rs 2600: gaba,0
"buy it, pharma stock on dips: sudarshan sukhani",1
infosys expand into latin america to meet client need,0
infosys may touch rs 4200: hitesh shah,1
"go long in mindtree, infosys: gaurav bissa",1
infosys acquire axon group plc,1
"infosys to create 1,200 job in australia, to set up 3 innovation hubs",1
hold tcs for long term: lkp,0
infosys likely to open lower on wednesday; top 10 takeaways from q2 result,1
we expect to see some quarterly bumps: infosys coo,1
it recover on improve global financials: infosys,0
"avoid infosys, say sudarshan sukhani",1
accumulate infosys; target of rs 3640: angel broking,1
accumulate infosys; target of rs 2975: pinc research,0
infosys have target of rs 2400-2500,0
"bull's eye: short infosys, sbi, wipro, dish tv; buy rcom",0
look at it companies: mayuresh joshi,0
volume growth of over 10% for infosys: analysts,1
there be tremendous need for innovation: vishal sikka,0
"buy infosys, may test rs 3750: ankit pande",1
infy price sponsor ads at $ 67,0
buy infosys; target of rs 810: prabhudas lilladher,0
"hold wipro, infosys: mehraboon irani",0
infosys q1 pat see at rs 1238.4 cr: emkay,0
recruitment in line with future plans: infosys,1
infosys tech receive boeing performance excellence award,0
paytm select infosys finacle to power its payments bank business,1
uidai call for quotations for first it contract: source,0
"stay invest in infosys, say shenoy",1
next target for wipro be rs 390-414: manghnani,0
accumulate infosys; target of rs 804: prabhudas lilladher,0
infosys: outcome of board meet,1
"it should outperform, pick infosys, target rs 1,230: most",1
"infosys have resistance around rs 2840, say anu jain",0
hold infosys; target of rs 761: kr choksey,1
"infosys push salary hike to july, even later for executives",0
amit gupta view on it stock,1
rs 24.67 crore - infosys ceo salil parekh's salary for fy19,1
buy infosys; target of rs 2850: prabhudas lilladher,0
earn expectations likely to get tone down: networth,1
22 more developers seek govt approval to cancel sezs,0
infosys have target of rs 2500-2550: rahul mohindar,1
it best sector for short to medium-term,0
"hcl tech, tcs will outperform: nischal maheshwari",0
infosys ceo say trump election may weigh on margins,1
"infosys can go upto rs 2700, say gujral",1
buy infosys technologies: prabhudas lilladher,1
infosys have support at rs 2400: amit gupta,0
infosys: outcome of board meet,1
"infy's sez get nod, ril to acquire land in 1 yr",0
infosys announce result for the quarter end,1
infosys join industrial internet consortium,1
infosys to touch rs 2550 in 6-8 months: gaba,1
"news highlight of the day: fingerprint, iris data in aadhaar be safe, secure: ravi shankar prasad",0
can it cos safeguard their margins this q1?,0
"former infosys board member slam murthy, side with sikka in open letter",0
hold infosys; target of rs 2781: krchoksey,0
infy's fy13 eps target at rs 165-166: nirmal bang,1
"sell ongc, yes bank, infosys: manish hathiramani",0
market mood turn negative for short-term: poll,1
"prefer infosys, wipro: prabhudas lilladher",0
infosys will figure in nasdaq's new list tier,0
infosys technologies q3 revenues grow year-on-year by 35%,1
add infosys on decline: pujara,1
keep infosys in portfolio: vishal jajoo,1
book profit in polaris software,0
infosys rid early recovery wave as clients up outsource,1
expect infosys q2 to be strong; 4.5% revenue growth: iifl,1
"sell sbi, pnb, amara raja; buy infosys, tcs: ashwani gujral",1
short infosys technologies at rs 2800-2810: bhamre,0
expect attrition rate to fall in next few qtrs: infosys,1
"bull's eye: buy mahindra satyam, dcb, ivrcl, subros",1
infy to grow by over 2%; 30-60 bps margin expansion for it: iifl,0
india inc q4 advance tax nos a mix bag,0
avoid real estate space: subramanian,1
infosys tech q3 pat see up at rs 1520.6 cr: emkay,0
infosys q4 net profit see at rs 1253.8 cr,0
"stay invest in infosys, geometric soft",0
"prefer infosys, may test rs 3800-3850: hemant thukral",0
amit gupta bullish on technologies stock,0
infosys us visa case push to next month,0
sp tulsian positive on infosys,0
infosys to give 100% bonus to employees to stem attrition,0
"buy infosys, tech mahindra: mitessh thakkar",1
infosys can touch rs 1792-1799 in short term,0
infosys may trim forecast again as us clients cut back,1
how do analysts view infosys q2 results?,0
sp tulsian cautious on it space,0
"it sector look positive, say shah",0
wb govt stall land allocation to cos,0
"sell infosys, target of rs 1341: indiainfoline",0
check out: super six stock for feb 18,0
sc grant murthy relief in national anthem case,0
infosys: outcome of board meet,1
"book some profit in infosys, satyam: mohindar",1
"davos 2013: it sector to see better growth, more job in '13: infy",0
infosys to absorb all campus hire in july,1
"reduce infosys tech, target of rs 1400: iifl",0
"europe strategic for infy, london & paris list next: ceo",1
infosys q4 net may dip 0.9% at rs 2848 cr: p lilladher,0
infosys q3 net see up 2% at rs 3155 cr: kr choksey,0
"buy infosys, say sukhani",1
ambareesh baliga negative on it space,1
finacle to host a global bank cxo conclave in goa,1
"buy pc jeweller, bata, jsw steel; sell lic housing: gujral",0
infosys win 3-yr contract with us-based prime therapeutics,0
buy infosys 3500 call: vk sharma,0
infosys complete usd 120 million buyout of kallidus,1
big churn in infosys: balakrishnan to head lodestone,1
"infosys q4 profit see down 2.7%, revenue may be flat: poll",1
infosys to add approximately 200 job to metro atlanta area,0
"infosys vs tcs? pick wipro, say iifl",1
us senators seek personnel detail from indian it firm,0
buy infosys; target of rs 4500: icicidirect,0
"above rs 323, 3i infotech can add another rs 90-100",1
buy infosys on dips: lkp,1
accumulate infosys between rs 2700-2900: harendra kumar,0
"short infosys, say vishal kshatriya",1
tcs buyback on board agenda today. here be what to expect,0
see it sector growth closer to 11% in fy13: nasscom,0
fm hold pre-budget meet with representatives of it sector,0
infy not worry about a possible us slowdown,0
how cultural fault line undermine the attempt to build a new infosys,1
"infosys q3 upsets, economic worry hit outlook: experts",1
"sukhani's view on tata motors, infosys, sbi",1
buy infosys; target of rs 2770: dolat capital,1
infy surge 8% on murthy's return; experts see challenge,1
be top-level exit part of infy's reorganisation strategy?,1
budget expectations: infosys hop for reforms; genpact not so sure,0
"it sector export see up 12-14% in fy2014, say nasscom",0
"buy infosys, advise sudip bandopadhyay",1
infosys win 5-yr it service deal from bp,0
"infy margins at all-time low, hcl tech's at all-time high",1
deal pipeline strong; see stable q2fy14: tcs,0
infosys may test rs 2000: rajat bose,0
indian it firm should be see as value creator: murthy,1
grow 21% globally; optimistic on uidai contract: sap,0
infosys q2 profit see up 9.9% at rs 1891 cr,0
rbs acquire 29 lakh share in 8 cos for rs 352 cr,0
infosys ceo say staff in japan return to india,1
"infosys bpo, i-mint to launch employee reward program",1
pn vijay`s view on subex,1
"infosys may outperform, say sudarshan sukhani",0
"expect more pain in tcs, infosys: kunal bothra",1
add infosys on correction: harendra kumar,1
"buy unitech, say gujral",1
price movements in tech stock will be news drive,0
infosys may test rs 3400-3500: hardik ruparel,0
buy idea cellular & infosys on bull spread: hdfc securities,0
how have brokerages react to infosys q3 numbers?,0
price to be constant: infosys,1
"enter delta corp, say ashwani gujral",1
"prefer axis bank, tcs: mayuresh joshi",0
"it an ugly duckling for now, but this stock may be a bargain: cs",0
reliance industries have target of rs 2820,0
see 5-10% upside in bellwether tech stks: experts,1
"industry leading, peer beat performance by infosys: envision",0
"infosys around rs 1,800-1,850 a great buy: gujral",0
it sector likely to grow at 11% this fiscal: infosys,0
buy it stock on correction: dhananjay sinha,1
"infosys may touch rs 3600, say ambareesh baliga",1
"news highlights: hdfc bank to consider raise fund via qip, share sale to hdfc",0
"hold infosys, target of rs 1234: reliance money",1
infosys vs tcs: how the number stack up head-to-head,1
frontliners make lot of sense from retirement perspective,1
"avoid kotak mahindra bank, say sukhani",0
policy stability be what it industry needs: infosys,1
infy @ 25 years of listing; ex-cfo say nrn make it all happen,1
dipan mehta negative on it space,0
"us court dismiss visa fraud lawsuit against infosys, apple",1
"buy infosys, target of rs 2124: angel",1
infosys china recognise among 2013 top 10 global service providers in china,0
some steam leave in infosys: mukadam,0
buy mindtree: chakrabarty,1
it major may miss q3 revenue forecast: clsa,0
"buy bajaj auto, havells; sell infosys: ashwani gujral",0
infosys bpo look for rural partner,1
"buy canara bank, ril, infosys, ambuja cements: sudarshan sukhani",0
hindalco industries have target of rs 136-137: sukhani,1
buy infosys; target of rs 2100: emkay,1
"infosys to announce second quarter result on october 10, 2014",0
"infosys: q1 result on july 12, 2013",1
infosys q3 net see up 6% at rs 983cr,0
europe look good; won't clip price to drive rev: infosys,0
"buy l&t 1140 call, infosys 1200 call: vk sharma",1
"networth see infosysï¿½ q3 net at rs 945.8cr, up 5%",0
"add infosys to portfolio, say sudarshan sukhani",0
hold infosys for very long time,0
"buy bpcl, it look interesting: rahul mohindar",1
infosys q3 net may rise 1.7% at rs 3148.9 cr: motilal oswal,0
buy infosys at rs 2255: kalpesh gohel,1
"buy infosys for long term, say neeraj dewan",1
infosys q1 profit after tax see up 5.7% to rs 2448 cr,1
prefer infosys to mahindra satyam: pn vijay,0
strong price improvement for infosys expected: karvy,1
"buy infosys tech, target of rs 1640: motilal oswal",1
gujarat ambuja cement look good,0
"infosys, tcs, satyam look good",1
dipan mehta cautious on software company,0
"go long in idbi bank; sell jspl, bata india: chandan taparia",1
"infosys, tcs, wipro good picks: siddarth bahmre",0
stock near oct '08 close low,1
"infosys eye acquisitions in europe, us",1
microsoft see strong indian interest for azure platform,1
tcs slightly undervalue to infosys: shah,0
"infosys, ptc launch centre for industrial iot",0
"short tcs, hcl tech, tech mahindra: sukhani",1
"tcs, satyam, infosys have some momentum leave",0
"buy tata steel, hindalco industries on dips: ashwani gujral",0
dell commence manufacture in india,1
infosys collaborate with sap on mobile applications to enhance retail sales,0
infosys be set to quote rs 2498,1
infosys q4 pat see down 3.6% at rs 2283cr: angel,1
"infy q2 disappoints, stock to settle at rs 2200-2300: iifl",0
"drama in media be distracting, say sikka",0
no further upside in infy; sell to book profits: harit shah,1
"stay invest in infosys, say rajesh jain",1
accumulate infosys; target of rs 2285: dolat capital,0
infosys likely to post net profit of rs 1064cr: man fin,0
tcs top expectations with 44% yoy rise in q2 net profit,0
hold infosys; target of rs 3520: anand rathi securities,0
forbes asia name k.v. kamath businessman of the year,0
infy scare won't see us revise 11-14% guidance yet: nasscom,1
infosys tech have support at rs 2400: sukhani,0
s&p downgrade fail to dent sap's india mood,0
"buy infosys, say ambareesh baliga",1
buy infosys at around rs 1180-1200: ashwani gujral,0
infosys have target of rs 2100: b shah,0
"infy to hire 20000 in fy11, say job scene improve",1
new infosys ceo to get annual salary of usd 5.08 million,1
business recovery may take 2-4 years: infosys,1
infosys can touch rs 3400-3500 in two quarters: bhambwani,0
infosys can test rs 2700: manghnani,0
"be invest in infosys, satyam, wipro, tcs",1
"buy infosys, persistent systems: sudip bandopadhyay",1
infosys can touch rs 2500-2600,0
infosys remain safest bet in it sector: raamdeo agrawal,0
infosys founder take part in buyback not to send wrong,1
infy to offer price discount to clients,1
asit c. mehta neutral on infosys techonologies,1
infosys q2 pat see down 2.6% at rs 3346.8 cr: motilal oswal,0
delhi to host tie entrepreneurial summit 2007,1
hold infosys; target of rs 2277: krchoskey,1
"infosys beat street, q3 pat up 5%, maintain fy15 guidance",0
infosys up 7%; brokerages tell how to price murthy factor,1
infosys revenue growth slow down,0
infosys have resistance at rs 2800: bhamre,1
"hold infosys, say a madan",1
daiwa capital neutral on it space,1
infosys have key support at rs 2550-2600: gujral,1
"sell infosys at rs 2400-2450, buy tcs",1
"prefer infosys, tcs, tech mahindra: andrew holland",0
infosys must quote above rs 2120-2300,0
"q1 earnings: which sectors will do well, which won't?",0
"bull's eye: buy l&t, hexaware, infosys; short bgr energy",1
"prefer it stocks, say ashwani gujral",1
"buy biocon; sell bajaj finance, infosys: ashwani gujral",1
"buy infosys, wipro: prabhudas lilladher",0
indian it cos recall staff from bahrain,1
"buy tcs, advise chandan taparia",0
super six trade stock for short term gain,1
mute or mkt-beating: analyst expectations for infosys q4,0
"tcs, infosys & wipro refer as 'india-3': gartner",0
"infy q3 pat may rise 14%, fy14 guidance key: cnbc-tv18 poll",0
tcs look better than infosys & satyam: sharma,1
"infosys top pick, say gautam trivedi",1
reduce infosys; target of rs 2352: krchoksey,1
infosys can touch rs 2550 in some months,0
infosys q4 sales expect to go up 6.5% at rs 4548.9 cr,1
under-performers ask to leave may be less than 5000: infy,0
infosys an outperformer: credit suisse,0
"odds stack against sikka & co, say ex-infosys cfo bala",1
queen's university belfast partner with infosys to combat cyber security threats,1
"buy infosys, hcl tech, tcs: sandip agarwal",0
"infosys top pick, say sachin shah",0
infosys bpo select by akzonobel to transform its finance & account process,1
infosys may bounce back,0
"enter infosys, may rise by 6-7%, say mithil pradhan",0
"infosys q4: with new payout policy, co may be position itself as a dividend yield play",1
hire over 500 american workers in indiana since march 2018: infosys,0
vikas khemani positive on it space,1
exclusive | infosys look to beef up whistleblower probe; insider trade not suspect,1
expert view on infosys quarterly number,1
"prefer infosys, persistent systems: r sreesankar",0
ibef research: create next generation technologies,0
modi offer murthy to head youth incubation centre in guj,0
buy infosys; target rs 3260: motilal oswal,0
"tcs, cognizant, infy top employers in fy15: nasscom",1
buy satyam computer service,0
"wipro, infosys, sail, tata steel be fully priced: sampat",0
"buy infosys, tcs: sudarshan sukhani",1
prakash diwan`s view on infosys,1
"remain invest in infosys, say gaurang shah",0
"infosys may slip to rs 2200, say baliga",0
"sell wipro, advise ankur rudra",1
€˜infosys deal get good response from foreign investors€™,1
keep stoploss of rs 2978-2976 in infosys: anu jain,0
"prefer l&t, cummins india, infosys, axis bank: dilip bhat",1
hold infosys; target of rs 3958: krchoksey,0
accumulate infosys; target rs 2900: emkay,1
hold mrpl with stoploss of rs 40,0
"infosys q2 profit jump 14% qoq to rs 4,110 cr, maintain fy19 margin guidance",1
buy it stocks: parag thakkar,1
accumulate infosys; target of rs 1123: kr choksey,1
not worry by infosys' short-term volatility: quant,1
another top-deck exit at infosys: sanjay purohit quit,0
whistleblower shots off letter to us sec against infosys,0
infy openness backfire as miss guidance frustrate mkt,1
"prefer tcs, infosys, tata motors: choksey",0
accumulate infosys; target of rs 3730: angel broking,0
accumulate infosys at rs 1600-1700: vasudeo,1
infy q1 net see up rs 539.01cr: poll,0
care assign pr1 to sobha developers,1
infosys shareholders want narayana murthy back,1
buy infosys; target of rs 2883: motilal oswal,1
avoid patni at current level: mehta,0
stay invest in infosys technologies,1
continue to be positive on infosys: bodke,1
chandigarh emerge as cost competitive location,1
baliga positive on infosys technologies,1
"infosys to add 26,000 employees in fy08",1
wipro may test rs 560: sp tulsian,1
hold infosys technologies: vivek mavani,1
need to reduce 'friction' in businesses in india: narayana murthy,1
it fresher salaries to soar in 2008,1
"buy infosys, target of rs 2555: reliance money",0
infosys board rejig may necessitate an open offer: ses,1
"above rs 2300, infosys may go up rs 200-300",0
buy infosys technologies: p-sec,0
buy infosys tech; target of rs 3750: pinc research,0
accumulate infosys; target of rs 849: arihant capital,1
"buy infosys, tata consultancy services: prakash diwan",1
q3 margins improve due to focus on efficiency: infosys,0
s&p launch india 10 index,1
invest in infosys than biocon,1
"above rs 2950, infosys can touch rs 3000: mohindar",0
see higher level in infosys: sudarshan sukhani,0
"excl: infosys management on q4 numbers, road ahead",0
will achieve industry lead growth next fiscal year: infosys,0
"buy infosys, godrej industries; sell srf, bank of baroda: sudarshan sukhani",1
be the mphasis-eds deal a 'win-win' for both?,1
infosys q3 pat may dip 3.2% to rs 3491.2 cr: motilal oswal,0
"short infosys future; sl rs 2840, target rs 2750: harchekar",1
"prefer infosys, wipro for long term: sudarshan sukhani",0
stay invest in infosys: mohindar,1
"tcs, infosys top pick in it space, say devang mehta",0
infosys may add another rs 150-200: mathew,1
"will add 70,000 employees by 2020: infosys ceo sikka",0
"bullish on infosys, hcl tech, persistent systems: parag thakkar",1
sore point for infosys in come quarter,1
buy infosys technologies; target rs 2220: angel broking,1
siddharth bhamre suggest option strategy for infosys,0
"infy price target at rs 3560, may revise it upwards: angel",1
"hold mindtree, advise mayuresh joshi",1
tcs have short term target of rs 1230,1
re rally will not hurt it cos: nandan nilekani,0
visa to have impact run into multi-million dollars: wipro,1
"jai bala bullish on it space, infosys may hit rs 3900",1
infosys may touch rs 4000: kawaljeet saluja,0
buy infosys; target of rs 4600: religare capital,0
amit harchekar negative on infosys,1
"infosys - board to consider q2 result & interim dividend on october 24, 2017",1
"technology, capital, auto stock to lead market",1
"infosys to remain range bound, say baliga",1
"above rs 2520, infosys can touch rs 2700: gujral",1
"prefer infosys to tcs, say jasani",1
infosys' dec qtr pat see down at rs 1488cr: sharekhan,1
infosys have support way down at rs 2456: mathew,1
invest in infosys on every dip; look at spicejet: hdfc sec,1
"infosys can move to rs 3050-3100, say nitin jain",1
vc fund to be active by march 2010: narayana murthy,1
"buy infosys, bharat forge: sudarshan sukhani",1
gujral bullish on hcl technologies,1
"buy reliance industries on every dip, say sudarshan sukhani",0
"infosys sign apa with us, get $225 mn tax reversal",0
trouble in it: techm halt appraisal for senior level employees,0
"infosys, tcs, wipro, i-flex and mphasis bfl look good",0
buy infosys; target of rs 1200: axis direct,0
meet 7-9% guidance may be challenge for infy: equirus,1
infosys q3 net profit see down 3.2% at rs 1490 cr,0
it major line up for bsnlï¿½s rs 500-cr deal,0
infosys q4 pat see up 5.2% at rs 2493cr: dolat,1
buy infosys; target of rs 3250: dolat capital,1
"new h-1b proposal mix bag for india, say experts",0
upgrade on infy might be put on hold: man financial,0
rs 85 eps in infosys be extremely attractive,1
"accumulate infosys on dips, say neeraj dewan",0
reduce infosys; target of rs 2435: dolat capital,0
6 stock ideas to liven up your trade,0
infosys have target of rs 3700-4000,1
buy infosys; target of rs 2795: p-sec,1
"focus on sales, not margins, drive infosys turnaround",1
"buy it stocks, say ajay bagga",0
infosys have support at rs 1900-1910,0
"sell infosys, say sudarshan sukhani",1
clsa upgrade infosys to 'outperform',0
infosys q2 net profit up 1.9% at rs 1100 cr,1
india inc credit chidu for reforms; stress implementation,0
support for infosys at rs 1878-1904: bose,0
infosys q3 pat see up 17.8% at rs 2244.6 cr: moswal,1
"prefer tcs, infosys, hcl tech: manishi raychaudhuri",0
"after cognizant, other it cos get request of share buy back",0
infosys finacle launch first-of-its-kind digital bank solution for young people,0
"kv kamath disagree with sbi chief, say crr isn't an issue",1
"buy infosys, wipro, tcs, satyam at lower level",0
"stay away from infosys, tcs, say sukhani",1
mohindar see good upside in infosys on the short term,1
infosy could head upto rs 1700-1750: gujral,1
infosys will face strong resistance at rs 2750-2800,0
"remain invest in infosys, advise sameet chavan",0
new york to host india @ 60 festival from 23 sept,1
buy infosys; sell bpcl: sudarshan sukhani,0
see margins in 19-20% range on non-gaap basis: cognizant,0
"buy ambuja cements, infosys: hemant thukral",1
infosys move to hire americans act of appeasement: head hunters,0
infosys q3 net profit see up 4.5% at rs 1814.69 cr,1
"i be a kshatriya warrior, say sikka",0
"outlook stable; see better pricing, realisations: wipro",1
buy infosys; target of rs 2530: p lilladher,0
"buy infosys, sobha developer, wockhardt, siemens: prabhakar",1
invest in infosys at current level,0
upgrade infosys to equal weight; mgmt view key: envision,1
"buy wipro, infosys on dips, say sukhani",1
bull's eye: stock to buy today,1
infosys rangebound between rs 1900-2050,1
mehraboon irani positive on infosys,0
"prefer infosys, wipro at lower levels: siddarth bhamre",0
"panaya deal give clean chit, ex-cfo severance could€™ve be handle better: infy board",1
expect infosys to touch rs 2980-3020: anu jain,1
infosys troubles: mohandas pai say co should stop resort to rhetoric,1
buy infosys; target of rs 2850: prabhudas lilladher,0
infosys jun qtr see up 7% at rs 1587 cr: m oswal,0
hcl technologies can test rs 600: joshi,1
buy infosys technologies: man financial,1
"infosys q2: look like biz be under serious pressure, say kotak instl",0
"hold infosys, advise pritesh mehta",1
infosys have target of rs 2100,1
buy infosys: rajiv mehta,0
induslogic expertise lead lambent bag state govt it award,1
infosys hike pay across the board after murthy's return,1
'startup valuations to settle once eco sense take over',0
"perfer infosys, wipro, colgate, hero motocorp: sinha",1
buy infosys for target of rs 3725: ask-raymond jam,1
"infosys, tcs drop on us visa report",0
"sell infosys, say ravi menon",1
infosys q1 pat see up 1.4% at rs 2348cr: angel,0
"infosys q3 net see down 3%, may retain fy16 revenue guidance",0
"prefer infosys, tech mahindra: ajay bodke",0
"buy tcs on dips, say sandeep shah",1
avoid it space: anil manghnani,0
focus should be on bring infosys to wb: cong mla asit mitra,0
"jai bala's view on infosys, tcs",1
infosys press conference: here's how experts react,1
india contribute 8-9% to total it revenue: wipro infotech,1
top buzz midcap stock to trade on august 18,0
nasscom stick to double-digit growth forecast for it sector,1
infosys have strong support at rs 2340-2350: mathew,0
expect 120 bps fall in infosys' margins in q3: iifl inst,0
f&o strategies for the day,1
hold infosys; target of rs 3400: icicidirect,1
"nortel file for bankruptcy: impact on indian it, telecom",0
will tech major deliver in second quarter?,1
infosys earn may miss expectations,0
here be top 10 stock to keep an eye on january 9,0
infosys' q4 pat see down 4% at 2277cr: most,1
"buy infosys, ceat; sell hdfc, m&m financial services: chandan taparia",1
"infosys may correct 2-3% post buyback, say experts; advise wait and watch approach",1
buy infosys; target of rs 4207: angel broking,1
buy infosys above rs 1750,1
"hold infosys, say a jain",1
infosys reach $34 mn settlement in us visa case,1
infosys q1: it major announce 1:1 bonus issue to mark 25 years since list,0
infosys allot bonus share in 1:1 ratio,1
clean chit: independent investigation clear infosys of whistleblowers' allegations,1
infosys beat expectations; q2 net up 0.85% to rs 1540 cr,1
infosys to give 6.5 to 9% hike this year,0
"stay with infosys, may outperform: nilesh shah",0
infosys win 2012 microsoft platform modernization award,0
shareholders raise concern over incentives to top infy management,1
book profit in infosys between rs 2440-2550: manghnani,0
"acc, grasim look good",0
"prefer infosys, hcl tech; buy cyient: ravi menon",1
"amit gupta's view on infosys, tcs",1
infy to show 40% yoy growth: sski,1
buy infosys; target of rs 2575: emkay,1
most buzz stock to trade on january 27,1
buy infosys with long-term perspective: sukhani,0
infosys face hurdle in get land for b'lore campus,1
buy midcap it stock on every decline,0
rakesh arora underweight on it space,0
wipro may test rs 545: pritesh mehta,0
"chidambaram, murthy spar over aadhaar",0
'more infy employees under performance lens this year',0
"infosys, hcl tech be good defensive bets: bhat",0
"former infosys top executive defend narayana murthy, say board have let down founder",1
infosys have target of rs 2400-2500: t harihar,1
infosys' consolidate net profit at rs 2886cr,1
leo puri to step down as independent director from infosys,1
"buy infosys; target of rs 2,950: pinc research",0
infosys close to acquire thomson reuters healthcare unit,0
short infosys technologies at rs 3400: bhamre,0
expect infosys to test rs 2550: bothra,0
put money in midcap tech stocks: dhawan,0
"after rise re, us recession, sez act to hit it cos next?",1
motilal oswal neutral on infosys technologies,0
"buy infosys, target rs 1350-1400: shahina mukadam",0
infosys receive corpu's learn excellence & innovation award 2013,0
infosys live blog: shibulal cautiously optimistic for fy14,1
infosys ink 5-year deal with dutch firm tnt,1
buy infosys around rs 2200: pn vijay,1
infosys q1 net likely to fall 6% to rs 2246 cr: nirmal bang,0
buy infosys; target of rs 4500: sharekhan,1
"go long in infosys, say ashish chaturmohta",0
"buy infosys 2450 put, sell 2700 call: vk sharma",0
hot stock and strategies for this week,1
"satyam, infosys look strong: n pillai",1
"buy tata power, jet airways, torrent power: ashwani gujral",0
"prefer tcs, wipro, infosys: mehraboon irani",0
infosys board a let-down; not a sikka vs founder duel: v bala,0
"it space may outperform, say mahadevan",0
"top buy and sell ideas by ashwani gujral, prakash gaba, mitesh thakkar for short term",0
infy should've raise buyback size to boost confidence: bala,0
buy infosys on declines: phani sekhar,1
buy infosys technologies at lower levels: sukhani,1
"prefer infosys, reliance industries: nilesh shah",1
