Dates,Headlines
20 Jun 2016,"Buy Magma Fincorp, Infosys, Punjab National Bank: Ashwani Gujral"
20 Jun 2016,"Buy Hero MotoCorp, Infosys; sell Jet Airways: Sudarshan Sukhani"
18 Jun 2016,Infosys to go the Zero Distance for innovation: Vishal Sikka
13 Jun 2016,"Sell Infosys, Apollo Tyres; buy Biocon: Ashwani Gujral"
11 Jun 2016,Infosys partners US district for access to social programmes
10 Jun 2016,Don't worry! Wage hike pressure on Infosys Q1 margins is usual
10 Jun 2016,"Buy YES Bank on dips, says Ashwani Gujral"
09 Jun 2016,We expect to see some quarterly bumps: Infosys COO
09 Jun 2016,"Sell Ambuja Cements, Hindustan Unilever; buy DHFL: Gujral"
09 Jun 2016,"Sell Infosys, target Rs 1180: CA Rudramurthy BV"
09 Jun 2016,Allowing unions in TN unlikely to impact IT industry: Mindtree
09 Jun 2016,Sell HDFC; buy Cairn India: Ashwani Gujral
09 Jun 2016,"Buy Infosys on decline, says Sudarshan Sukhani"
09 Jun 2016,"Infosys warns of 200 bps Q1 margin cut on visa, salary costs"
08 Jun 2016,Paytm selects Infosys Finacle to power its payments bank business
07 Jun 2016,"FY17 year of transition for IT; bullish Infosys, Tech Mah: Kotak"
06 Jun 2016,"Buy Infosys, Asian Paints: Sudarshan Sukhani"
01 Jun 2016,Indian startups to google tax and pain now
31 May 2016,"Buy Infosys on dips, says Ashwani Gujral"
30 May 2016,Maharashtra Tourism pavilion at Infosys Pune to boost tourism
30 May 2016,"Wipro onsite employees to get 2% pay hike, offshore staff 9.5%"
30 May 2016,"Buy Hero MotoCorp, Infosys; sell Bharat Forge: Sudarshan Sukhani"
30 May 2016,Infosys paid ex-CFO Bansal Rs 23 cr including severance: Report
27 May 2016,Infosys names Anantha Radhakrishnan as new BPO head
27 May 2016,"Buy Infosys, HDFC, Gujarat Alkalies: Ashwani Gujral"
26 May 2016,"Buy Tata Chemicals, Eicher Motors, Infosys: Ashwani Gujral"
26 May 2016,India home to 56 of the world's largest public firms: Forbes
25 May 2016,"Buy Infosys, Voltas, YES Bank: Sudarshan Sukhani"
25 May 2016,Here are some stock picks from SP Tulsian
23 May 2016,"Buy Biocon; sell Bajaj Finance, Infosys: Ashwani Gujral"
20 May 2016,"Infosys, HDFC Bank, Aurobindo are top picks: R Sreesankar"
19 May 2016,"Infosys' AGM on June 18, 2016"
19 May 2016,"Sell M&M Financial Services; buy BoB, Infosys: Ashwani Gujral"
17 May 2016,"Buy GAIL India, BPCL, ONGC, enter IT stocks: Ashwani Gujral"
17 May 2016,"Sun TV may test Rs 500, Infosys Rs 1400: Ashwani Gujral"
16 May 2016,"Buy Infosys, SKS Microfinance: Sudarshan Sukhani"
12 May 2016,"Look at Infosys, says Avinnash Gorakssakar"
11 May 2016,Buy Infosys at around Rs 1180-1200: Ashwani Gujral
10 May 2016,"Buy Infosys, target Rs 1350: Ashwani Gujral"
10 May 2016,"Buy Infosys, SRF; BEML may test Rs 950, SpiceJet Rs 80: Gaba"
09 May 2016,"Buy Infosys, target Rs 1350-1400: Shahina Mukadam"
09 May 2016,Infosys Foundation signs pact with IISER
06 May 2016,Aspire to achieve $20bn revenue by 2020: Infosys CEO
05 May 2016,"Buy Infosys, Atul, Hexaware Technologies: Ashwani Gujral"
04 May 2016,"Buy Hero Moto, hold Infosys: Ambareesh Baliga"
04 May 2016,"Buy Infosys; sell Tata Motors, Union Bank: Ashwani Gujral"
01 May 2016,"Top three cos add Rs 34,256 cr in m-cap; TCS shines"
29 Apr 2016,Infosys launches artificial intelligence platform
28 Apr 2016,Infosys invests in Trifacta
28 Apr 2016,"Buy Hindustan Unilever, Shriram Transport: Sudarshan Sukhani"
27 Apr 2016,Infosys bets big on blockchain technology
26 Apr 2016,Buy Infosys; target of Rs 1500: Axis Securities
26 Apr 2016,"Buy SPARC, Idea Cellular; sell UPL: Ashwani Gujral"
26 Apr 2016,Expect to resolve MCA21 glitches in next few weeks: Infosys
22 Apr 2016,"Enter Infosys at around Rs 1160, says Ashwani Gujral"
22 Apr 2016,Buy Infosys; target of Rs 1400: ICICIDirect
22 Apr 2016,"Bull's Eye: Buy Infosys, REC, EIL; sell TVS Motor, Wockhardt"
21 Apr 2016,Infosys to see upside if growth rate surpasses 13%: Moshe Katri
20 Apr 2016,Phase of exuberance in e-commerce sector over: Mohandas Pai
20 Apr 2016,TCS vs Infosys vs Wipro: Key Q4 numbers in one chart
20 Apr 2016,Infosys has higher upside compared to TCS: IDBI Cap
19 Apr 2016,Buy Infosys; target of Rs 1430: Sharekhan
18 Apr 2016,TCS expected to grow 2%;Infy stock may re-rate further:Edelweiss
18 Apr 2016,Hold Tata Consultancy Services: Sandip Agarwal
18 Apr 2016,Buy Infosys on dips; sell ONGC on rally: Ashwani Gujral
18 Apr 2016,"Infosys hits record high, up 8% post Q4: Will rally last?"
18 Apr 2016,"Buy UPL, Idea Cellular ; Infosys may hit Rs 1300: Ashwani Gujral"
18 Apr 2016,Trade Infosys with positive bias: Hemant Thukral
18 Apr 2016,"Buy TVS Motor, Voltas, Bata, Relaxo Footwears, SRF: Gujral"
18 Apr 2016,"Post Q4, prefer Infosys to TCS: Prabhudas Lilladher"
17 Apr 2016,Infosys co-founder launches app chronicling Indian IT journey
16 Apr 2016,"TCS Q4 net seen up 2%, dollar revenue may grow 1.4%: Poll"
16 Apr 2016,Infosys gives wage hike of 6-12%; top performers to get equity
15 Apr 2016,Infosys forecasts stronger growth as it chases $20 bn target
15 Apr 2016,"Infy will focus more on larger no. of smaller deals, says CEO"
15 Apr 2016,Infosys Q4 attrition falls to 17.3%; employee strength grows 10%
15 Apr 2016,Key takeaways from Infosys' Q4 earnings
15 Apr 2016,Productivity may improve for Infy; see uptick in stock:Pros
15 Apr 2016,Infosys recommends final dividend of Rs 14.25/share
15 Apr 2016,"Govt, corporates need to work together for inclusive growth:NRN"
15 Apr 2016,"Infosys Q4 net up 3.8%, FY17 $ revenue growth seen at 11.8-13.8%"
15 Apr 2016,Infosys Q4 net seen up 0.6% at Rs 3484.4 cr: Motilal Oswal
14 Apr 2016,Modest sequential Q4 revenue growth for IT cos: Analysts
13 Apr 2016,Will Q4 be start of the end of earnings downgrade cycle?
13 Apr 2016,Pick Infosys at lower levels: Sandeep Wagle
13 Apr 2016,Infosys may test Rs 1250-1300: Vijay Chopra
13 Apr 2016,"Pick Infosys, HCL Technologies: Dilip Bhat"
13 Apr 2016,"Buy Maruti Suzuki, Ambuja Cements, Bajaj Auto: Ashwani Gujral"
13 Apr 2016,"Infosys Q4 profit seen up 1%; FY17 revenue, margin guidance key"
13 Apr 2016,"Positive on Ashoka Buildcon, cautious on Cadila: Equirus"
13 Apr 2016,"Go long in Cummins India, buy Infosys 1150 Put: Aditya Agarwal"
13 Apr 2016,Here are some stock ideas from SP Tulsian
13 Apr 2016,Buy Infosys on dips; news on deal pipeline key: IDFC Sec
13 Apr 2016,"Buy Ambuja Cements, City Union Bank, SKS Micro: Ashwani Gujral"
12 Apr 2016,"MagicX raises $1 mn, to invest on team expansion"
12 Apr 2016,"Buy Infosys 1180 Call, sell 1260 Call: Chandan Taparia"
11 Apr 2016,"Prefer Infosys, HCL Tech, TCS: Mayuresh Joshi"
11 Apr 2016,"Buy Infosys, Idea, IndusInd Bank: Ashwani Gujral"
11 Apr 2016,"Buy Infosys, target Rs 1220: Rahul Shah"
11 Apr 2016,Infy to grow by over 2%; 30-60 bps margin expansion for IT: IIFL
11 Apr 2016,"Positive on JK Lakshmi Cement, hold Infosys: Ajay Bodke"
11 Apr 2016,"Buy Infosys, Just Dial, Suven Life; sell TCS: Sandeep Wagle"
09 Apr 2016,"Aberdeen reduces stake in Infosys, sells 56.26 lakh shares"
08 Apr 2016,"Infosys may test Rs 1210, Marurti Rs 3510: Rajat Bose"
08 Apr 2016,"Maruti Suzuki may see pullback rally, says Rajat Bose"
07 Apr 2016,"Buy TCS, Infosys: Sudarshan Sukhani"
07 Apr 2016,Optimistic on Infosys: Sachin Shah
06 Apr 2016,"Buy Infosys 1240 Call, says Amit Gupta"
05 Apr 2016,"Bullish on Infosys in long term, says Prakash Diwan"
05 Apr 2016,"Expect 3-4% rally in Infosys, says Chandan Taparia"
05 Apr 2016,"Sell Infosys, Bharti Airtel may test Rs 358.50: Rajat Bose"
04 Apr 2016,"Add Infosys to portfolio, says Sudarshan Sukhani"
04 Apr 2016,"Buy Infosys, Idea Cellular; sell HPCL: Ashwani Gujral"
04 Apr 2016,"Upbeat on IT, prefer Hexaware, Jet Air may head higher: Sukhani"
04 Apr 2016,"Buy Union Bank, Kitex Garments: Ashwani Gujral"
02 Apr 2016,"Prefer IT, two wheelers stocks: Andrew Holland"
31 Mar 2016,"Buy Infosys, says Sudarshan Sukhani"
30 Mar 2016,"Buy GAIL India, HUL, Infosys: Sudarshan Sukhani"
30 Mar 2016,"Go long in HDFC Bank, short Nifty: Amit Gupta"
29 Mar 2016,"Infosys' FY16 results on April 15, 2016"
29 Mar 2016,"Sell Infosys, Axis Bank may hit Rs 405: Rajat Bose"
28 Mar 2016,"Buy Infosys, TCS, Persistent Systems: CA Rudramurthy BV"
28 Mar 2016,Expect IT midcaps to outperform largecaps in FY17-18: Dolat Cap
28 Mar 2016,'Good Accenture numbers should allay concerns for Indian IT cos'
28 Mar 2016,"Go long in Infosys, target Rs 1250: Hemant Thukral"
28 Mar 2016,"Buy Bharat Forge, TCS, Tech Mahindra, Infosys: Sudarshan Sukhani"
28 Mar 2016,"SAIL may test Rs 47.50, Infosys Rs 1240: Prakash Gaba"
28 Mar 2016,Super Six stocks you can bet on March 28
23 Mar 2016,Infosys employee from Bengaluru missing in Brussels
23 Mar 2016,"Prefer Infosys, Kotak Mahindra Bank: Pankaj Jain"
23 Mar 2016,"Buy Infosys, Tata Steel; sell Kaveri Seed: Ashwani Gujral"
21 Mar 2016,"Sell Canara Bank, Kotak Bank; buy Infosys: Ashwani Gujral"
18 Mar 2016,"Positive on RIL; prefer Axis Bank, IndusInd Bank: Rahul Mohindar"
18 Mar 2016,Infosys may move to Rs 1300-1350: Gaurang Shah
18 Mar 2016,"Prefer L&T, Axis Bank, Infosys: Gaurang Shah"
18 Mar 2016,"Buy Hindalco Indstries, Infosys, Voltas: Rahul Mohindar"
18 Mar 2016,"Buy Infosys, Ambuja Cements, Cairn India, BoB: Rajat Bose"
18 Mar 2016,"Buy Infosys, Wipro, Eicher Motors: Ashwani Gujral"
17 Mar 2016,"Buy Infosys, ONGC; sell Lupin: Ashwani Gujral"
17 Mar 2016,"Buy Canara Bank, RIL, Infosys, Ambuja Cements: Sudarshan Sukhani"
16 Mar 2016,"Like Infosys, HCL Tech, Mahindra Lifespace: Mayuresh Joshi"
16 Mar 2016,"Infosys may beat FY17E Nasscom guidance, grow 11-13%: Jefferies"
15 Mar 2016,"Buy Pipavav Defence, Sadbhav Engineering, Jet Airways: Gujral"
11 Mar 2016,"Above Rs 1156, Infosys may head higher: Rajat Bose"
10 Mar 2016,"Sell BHEL, Reliance Industries; buy GNFC, ITC: Ashwani Gujral"
10 Mar 2016,"ONGC may hit Rs 230, buy Infosys on dips: Ashwani Gujral"
09 Mar 2016,"Buy Infosys, advises Sudarshan Sukhani"
09 Mar 2016,"Infosys may test Rs 1300, says Ashwani Gujral"
09 Mar 2016,"Infosys may test Rs 1240, buy Tata Chemicals: Amit Gupta"
08 Mar 2016,"Buy Eicher Motors, target Rs 21500: Ashwani Gujral"
08 Mar 2016,"Short Infosys, advises Siddarth Bhamre"
05 Mar 2016,Short Infosys; target of Rs 1108: Siddarth Bhamre
04 Mar 2016,"Prefer largecap IT; Infosys, HCL Tech top picks: Mayuresh Joshi"
03 Mar 2016,Will achieve industry leading growth next fiscal year: Infosys
03 Mar 2016,"Buy Infosys, HCL Tech: Sudarshan Sukhani"
03 Mar 2016,"Buy Infosys, Tata Steel, Hindalco, Vedanta, Axis Bank: Sukhani"
02 Mar 2016,Back-end for GST to be ready soon
02 Mar 2016,"Bill Gates richest man in world, Mukesh Ambani at 36th: Forbes"
02 Mar 2016,"ITC becomes third most valued co; surpasses Infosys, HDFC Bank"
01 Mar 2016,Infosys to collaborate with Microsoft on analytics solutions
01 Mar 2016,Bullish on BFSI in long-run but this year 'tough': Cognizant
29 Feb 2016,"Budget 2016 India: Buy Biocon; sell Page Ind, Dr Reddy's, Vedanta, Havells: Sukhani"
26 Feb 2016,"Sell Infosys, HDFC: Rajat Bose"
26 Feb 2016,Super Six: Top chart picks for Friday
25 Feb 2016,"Buy Lupin, BEML; avoid IT stocks: Sudarshan Sukhani"
25 Feb 2016,"Sell Jet Airways, DHFL, IGL, Arvind; buy Amara Raja: Gujral"
25 Feb 2016,Infosys extends Vishal Sikka's term as CEO by 2 years
24 Feb 2016,Infosys: Outcome of board meeting
24 Feb 2016,"Go long in Infosys, CESC may rise by Rs 20-30: Amit Gupta"
24 Feb 2016,Buy Cadila Healthcare; pharma may outperform Nifty: Sukhani
22 Feb 2016,"Like cement, infra, largecap IT space: Mayuresh Joshi"
22 Feb 2016,"Pick Canara Bank 170 Put, Infosys, Pidilite: Rahul Shah"
19 Feb 2016,"Buy Hero Moto, SBI, Maruti, Infosys, HCL Tech: Bandopadhyay"
19 Feb 2016,"Pick Arvind, Lupin: Gaurang Shah"
19 Feb 2016,"Prefer Infosys, HCL Technologies: Gaurang Shah"
19 Feb 2016,Michael Pesch appointed CEO of Infosys Consulting Holding
19 Feb 2016,"Go long in HUL, HCL Tech; HDFC Bank, Wipro look good: Gaba"
18 Feb 2016,Remain invested in IT stocks: Anand Tandon
18 Feb 2016,"Positive on Infosys, TCS, Mindtree: SP Tulsian"
18 Feb 2016,Stocks you can buy today & sell tomorrow
18 Feb 2016,"Buy Infosys, Marico; sell PFC: Ashwani Gujral"
18 Feb 2016,Buy Infosys; sell BPCL: Sudarshan Sukhani
17 Feb 2016,"Buy Vedanta, Infosys, Chennai Petroleum: Ashwani Gujral"
17 Feb 2016,"Buy Infosys, Emami: Sudarshan Sukhani"
13 Feb 2016,The opportunity from govt's tech push: Infosys COO
12 Feb 2016,Infosys to reward 20 entrepreneurs for fresh ideas
12 Feb 2016,"TCS may move to Rs 2650, says Gaurang Shah"
12 Feb 2016,"Buy Tata Motors, Infosys, YES Bank: Rajat Bose"
10 Feb 2016,Nasscom sticks to double-digit growth forecast for IT sector
09 Feb 2016,"Banking, fin services segment ahead of co's overall growth: TCS"
09 Feb 2016,Prefer Infosys at lower levels: Kunal Bothra
09 Feb 2016,"Sell Infosys, HCL Tech; ICICI Bank may test Rs 210: Rajat Bose"
08 Feb 2016,"Buy Infosys, says Sudarshan Sukhani"
06 Feb 2016,"Positive on IT space, says Ratnesh Kumar"
05 Feb 2016,"Go long in Mindtree, Infosys: Gaurav Bissa"
05 Feb 2016,"Buy L&T 1140 Call, Infosys 1200 Call: VK Sharma"
05 Feb 2016,IT services growth seen slowing as clients curb spending
02 Feb 2016,"Go long in IDBI Bank; sell JSPL, Bata India: Chandan Taparia"
02 Feb 2016,"Buy Dr Reddy's Labs, Infosys: Rajat Bose"
02 Feb 2016,Super Six stocks you can bet on February 2
01 Feb 2016,"Buy Infosys, Sun Pharma; sell Just Dial: Ashish Kyal"
01 Feb 2016,"Buy Infosys, Lupin, Hero Motocorp: Rakesh Bansal"
01 Feb 2016,"Buy Aurobindo Pharma, Infosys: Sudarshan Sukhani"
01 Feb 2016,Super Six short term picks for February 1
29 Jan 2016,"Buy Wipro, Infosys: Nooresh Merani"
29 Jan 2016,"ICICI Bank may test Rs 220, Maruti Rs 3875; sell SBI: Rajat Bose"
29 Jan 2016,"Bull's Eye: Buy Punj Lloyd, Infosys, UPL, Voltas; sell BEML"
28 Jan 2016,Infosys invests $4 mn in US data discovery software firm
28 Jan 2016,Infosys invests in Waterline Data Science
28 Jan 2016,"Axis Bank may test Rs 428-430, Infosys Rs 1200: Kunal Bothra"
28 Jan 2016,"Bull's Eye: Buy Infosys, PNB, UPL, SAIL; sell Lupin, Titan"
27 Jan 2016,"Buy Canara Bank, Infosys, Hindalco, India Cements: Kunal Bothra"
27 Jan 2016,"Buy Infosys, target Rs 1200: Amit Gupta"
27 Jan 2016,"Buy Sun Pharmaceutical, says Sudarshan Sukhani"
27 Jan 2016,"Infosys may move to Rs 1160, says Rajat Bose"
25 Jan 2016,"Infosys best bet in largecap IT space, says Sachin Shah"
25 Jan 2016,See 5-6% upside in PTC; Bharat Bijlee may hit Rs 900: Bothra
22 Jan 2016,Buy Asian Paints on correction: Ambareesh Baliga
22 Jan 2016,"Buy Infosys 1140 Call, says VK Sharma"
22 Jan 2016,"Buy Infosys, State Bank of India: Rahul Mohindar"
22 Jan 2016,Six stocks that should do well today
21 Jan 2016,"Glenmark may test Rs 1186; look at UltraTech, Infosys: Bodke"
21 Jan 2016,"Buy Havells, Infosys: Sudarshan Sukhani"
20 Jan 2016,"Sell Infosys, Kotak Mahindra Bank; buy Havells: Gaurav Bissa"
20 Jan 2016,"Buy Sun Pharma, Infosys, JSW Steel: Rakesh Bansal"
20 Jan 2016,"Go long in Infosys, short Nifty: Amit Gupta"
19 Jan 2016,"Positive on Wipro, says Prakash Diwan"
19 Jan 2016,Visa to have impact running into multi-million dollars: Wipro
18 Jan 2016,"Jet Airways may head lower; buy HPCL, BPCL on dips: Sukhani"
18 Jan 2016,Infosys may head higher: Dipan Mehta
18 Jan 2016,Many young people fear losing their jobs to robots: Survey 
18 Jan 2016,"Buy HCL Tech on dips, Infosys may move higher: Hemant Thukral"
15 Jan 2016,Buy Infosys; target of Rs 1350:ICICI Direct
15 Jan 2016,Buy Infosys; target of Rs 1300:Religare
15 Jan 2016,Buy Infosys; target of Rs 1430:Sharekhan
15 Jan 2016,Video: All you need to know about Infosys results
15 Jan 2016,Infosys may hit Rs 1200: Amit Gupta
15 Jan 2016,"Buy BPCL, IT looks interesting: Rahul Mohindar"
15 Jan 2016,Infosys vs TCS: The race is no longer one-sided
15 Jan 2016,"Brokerages raise target on Infosys post Q3 nos, re-rating seen"
15 Jan 2016,Infosys appoints Punita Sinha on board; faces flak on Twitter
15 Jan 2016,Six stocks that should do well today
14 Jan 2016,Bullish on Infosys: Sudip Bandopadhyay
14 Jan 2016,"Buy Infosys, Reliance Industries, Asian Paints: CA Rudramurthy"
14 Jan 2016,Confident of reaching $20bn revenue by 2020: Infosys' Sikka
14 Jan 2016,Buy Tata Consultancy Services: Saurabh Mukherjea
14 Jan 2016,Visa fee hike to have less than 0.3% impact on margins: Infosys
14 Jan 2016,Confident of 'industry-leading' growth by next fiscal: Infosys
14 Jan 2016,"Industry leading, peer beating performance by Infosys: Envision"
14 Jan 2016,"Buy Reliance Industries on every dip, says Sudarshan Sukhani"
14 Jan 2016,Infosys appoints Punita Kumar Sinha as independent director
14 Jan 2016,"Infosys Q3 surprises, net up 2%; raises FY16 $ revenue guidance"
14 Jan 2016,Infosys Q3 PAT seen down 2.8% at Rs 3303 cr: ICICIdirect
13 Jan 2016,"Start Up India to boost entrepreneurship, jobs: Murthy"
13 Jan 2016,"Buy HDFC, Yes Bank, HDFC Bank: Sudarshan Sukhani"
13 Jan 2016,"Buy TCS, Infosys, L&T for long term: Dilip Bhat"
13 Jan 2016,Exit MEP Infrastructure; hold Allcargo Logistics: Pankaj Jain
13 Jan 2016,See Infosys $ rev growth at 0.1%; cut TCS price target: IDFC
13 Jan 2016,"Infosys Q3 net seen down 3%, may retain FY16 revenue guidance"
13 Jan 2016,"TCS may test Rs 2525; Infosys, Tech Mahindra top pick: Kotak"
12 Jan 2016,"Buy Infosys, hold TCS: Sandip Agarwal"
12 Jan 2016,"TCS commentary on clients budget key; buy Infy, HCL: Edelweiss"
11 Jan 2016,"Infosys can head towards Rs 1130, says Ashish Kyal"
09 Jan 2016,IT Q3 preview: Will Infosys surprise or Chennai floods add pain?
08 Jan 2016,"Infosys, TCS may move up; buy IndusInd Bank: Rahul Mohindar"
07 Jan 2016,"Buy Infosys, cautious on IT, avoid PSU banks: Sudip Bandopadhyay"
07 Jan 2016,"Sell Maruti Suzuki, says Simi Bhaumik"
01 Jan 2016,"Hold Tata Elxsi, says Gaurang Shah"
01 Jan 2016,Buy Asian Paints on correction: Ambareesh Baliga
31 Dec 2015,"Short Infosys, says Shubham Agarwal"
30 Dec 2015,"Chennai rain, seasonality to hurt IT cos in Q3:Offshore Insights"
29 Dec 2015,Infosys sets up 6.6 MW solar plant in Telangana campus
26 Dec 2015,Startups get $8.4 bn funding in 2015; Nearly 1k deals inked
23 Dec 2015,"Prefer TCS, Infosys: Sudarshan Sukhani"
22 Dec 2015,Infosys may move to Rs 1150: Shubham Agarwal
22 Dec 2015,Infosys may slip to Rs 1073: Rajat Bose
22 Dec 2015,"Buy Britannia, Idea, ONGC: Prakash Gaba"
21 Dec 2015,"Sell HDFC, Infosys: Rajat Bose"
21 Dec 2015,Tata Motors only Indian firm on top-50 global R&D list
18 Dec 2015,Expect Infosys to slip to Rs 1073: Rajat Bose
17 Dec 2015,"Like Infosys; buy ICICI Bank, Lupin, TCS: Prakash Gaba"
17 Dec 2015,"Buy Infosys, advises Sudarshan Sukhani"
16 Dec 2015,"Majesco may test Rs 800, says Harit Shah"
16 Dec 2015,TVS Srichakra may test Rs 3240 in 9 months: Mayuresh Joshi
15 Dec 2015,"Infosys good bet, target Rs 1110: Rajat Bose"
15 Dec 2015,"Sell Dish TV; buy LIC Housing, TV18 Broadcast: Prakash Gaba"
14 Dec 2015,"Infosys Q3 results on January 14, 2016"
14 Dec 2015,"Prefer Infosys, Hexaware Technologies: Ajay Bodke"
10 Dec 2015,Infosys invests $4mn in Israeli startup CloudEndure
10 Dec 2015,Tata Consultancy Services will outperform: Sukhani
09 Dec 2015,'Startup valuations to settle once eco sense takes over'
08 Dec 2015,"Norms soon for crowdfunding, MF sale through ecomm:UK Sinha"
08 Dec 2015,Stock picks by Simi Bhaumik that can yield handsome returns
07 Dec 2015,Infosys to create 250 new technology jobs in Ireland   
07 Dec 2015,Sell Tata Consultancy Services: Sudarshan Sukhani
04 Dec 2015,"Buy Infosys 1060 Call, advises Krish Subramanyam"
04 Dec 2015,"Buy Lupin 1850 Put, sell 1750 Put: Krish Subramanyam"
04 Dec 2015,"Short Infosys, target Rs 1020: Rahul Mohindar "
03 Dec 2015,"Sell Infosys on bounce, says Hemen Kapadia"
30 Nov 2015,Infosys may outperform: Sudarshan Sukhani
27 Nov 2015,"Buy Infosys, L&T: Hemen Kapadia"
24 Nov 2015,"Sell Infosys on any rally, says Rajat Bose"
23 Nov 2015,"Buy Infosys, says Sudarshan Sukhani"
21 Nov 2015,"Below Rs 800, HCL Technologies good bet: Jai Bala"
21 Nov 2015,"Underweight on pharma, IT space: Sanjay Dutt"
20 Nov 2015,"Sell Infosys, says Rajat Bose"
20 Nov 2015,Infosys may go to Rs 1070-1080: Rahul Mohindar
20 Nov 2015,Infosys completes acquisition of Noah Consulting
19 Nov 2015,Dipan Mehta negative on largecap IT stocks
19 Nov 2015,No plans for changing bullish view on India: Anand Mahindra
19 Nov 2015,"Buy Infosys, says Ajay Bodke"
19 Nov 2015,"Positive on Infosys, Tech Mah may test Rs 680: IDFC Sec"
19 Nov 2015,Global ops will boost biz growth in FY16: Tech Mahindra
19 Nov 2015,Super Six trading stocks for short term gain
18 Nov 2015,Buy Infosys for long term: Sudip Bandopadhyay
18 Nov 2015,Top buzzing midcap stocks to trade on November 18
17 Nov 2015,"Look at Infosys, says Gautam Sinha Roy"
17 Nov 2015,"Expect more pain in TCS, Infosys: Kunal Bothra"
17 Nov 2015,"Sell Infosys on rallies, says Rajat Bose"
17 Nov 2015,"Infosys warns of weak Q3 margins, maintains FY16 guidance"
16 Nov 2015,"Prefer TCS, Infosys: Mayuresh Joshi"
16 Nov 2015,"Short TCS, HCL Tech, Tech Mahindra: Sukhani"
16 Nov 2015,"Below Rs 1075, go short in Infosys: Hemant Thukral"
09 Nov 2015,"Hold Mindtree, advises Mayuresh Joshi"
09 Nov 2015,"Buy HCL Tech, Infosys, TCS, Tech Mahindra: Sukhani"
06 Nov 2015,"Buy Infosys, TCS, Tech Mahindra: Sharmila Joshi"
05 Nov 2015,Top Diwali stock picks by R Sreeshankar
04 Nov 2015,"Cognizant Q3 nos good; Infosys, HCL top picks: Elara"
04 Nov 2015,"Prefer Infosys, TCS: Mayuresh Joshi"
04 Nov 2015,"Buy Tech Mahindra, says Sudarshan Sukhani"
03 Nov 2015,"Like Infosys, bullish on NTPC, Power Grid: Parag Thakkar"
27 Oct 2015,Indian IT cos to benefit from H-1B filing fee drop:Law firm
26 Oct 2015,"Like TCS, Infosys, Tata Motors, Sun Pharma: R Venkatraman"
26 Oct 2015,"Buy Infosys, advises Sudarshan Sukhani"
24 Oct 2015,"Infosys may move to Rs 1300-1350, says Jai Bala"
21 Oct 2015,"Enter Infosys for long term, says Sudip Bandopadhyay"
21 Oct 2015,"Buy Infosys, advises Sudarshan Sukhani"
21 Oct 2015,"After robust Q2, Zensar confident of upping margins further"
20 Oct 2015,Infosys may test Rs 1050 in next couple of weeks: LKP Sec
20 Oct 2015,"Infosys, Huawei to jointly launch smart stadium solutions"
20 Oct 2015,"Positive on Infosys, target Rs 1180: Amit Harchekar"
20 Oct 2015,Excl: Is top management trouble again brewing at Infosys?
19 Oct 2015,Infosys to acquire Noah Consulting for USD70 million
18 Oct 2015,Mindtree shares jump over 5% on higher earnings
16 Oct 2015,"Mahindra Comviva to aid Airtel, Voda start mobile fin srvs"
15 Oct 2015,Prefer midcap IT stocks: Dipan Mehta
15 Oct 2015,"Buy TCS, Infosys from IT space: Ambareesh Baliga"
15 Oct 2015,Buy Infosys; target of Rs 1306: Reliance Securities
15 Oct 2015,"Short Infosys, says CA Rudramurthy BV"
15 Oct 2015,"Like LIC Housing Finance, Mindtree: Sudarshan Sukhani"
14 Oct 2015,"Avoid Infosys, says Parag Thakkar"
14 Oct 2015,Buy Infosys; target of Rs 1306: Angel Broking
14 Oct 2015,TCS falls 4% but analysts bullish: Key concerns in Q2
14 Oct 2015,"Sell TCS, Infosys: Sudarshan Sukhani"
14 Oct 2015,IT biz seeing shift; size not a disadvantage: TCS CFO
14 Oct 2015,Infosys top pick but TCS remains an add: Kotak Equities
14 Oct 2015,TCS's Chandra hints 2% dip in FY16 constant currency growth
13 Oct 2015,Hold Infosys; target of Rs 1200: Arihant Capital
13 Oct 2015,Buy IndusInd Bank; target of Rs 1060: Firstcall research
13 Oct 2015,"Buy Infosys for long term, says Neeraj Dewan"
13 Oct 2015,"Prefer TCS over Infosys, Wipro: Mehraboon Irani"
13 Oct 2015,"Prefer Infosys, HCL Tech; buy Cyient: Ravi Menon"
13 Oct 2015,Buy Infosys; target of Rs 1240: Sharekhan
13 Oct 2015,Buy Infosys; target of Rs 1280: Reliance Securities
13 Oct 2015,Buy Infosys; target of Rs 1440: Prabhudas Lilladher
13 Oct 2015,Hold Infosys; target of Rs 1200: Emkay
13 Oct 2015,Prefer Infosys: Prakash Diwan
13 Oct 2015,CK Narayan cautious on HCL Technologies
13 Oct 2015,"Infosys may dip to Rs 1010-1020, says CK Narayan"
13 Oct 2015,"Here€™s why Elara Cap prefers Infy, HCL Tech over TCS"
13 Oct 2015,"Below Rs 1090-1095, Infosys may slip to Rs 1060: Mehta"
12 Oct 2015,See Infosys FY16 EPS at Rs 57.5; $ rev at 9%: Religare Cap
12 Oct 2015,Revised $ rev guidance only due to currency moves: Infosys
12 Oct 2015,"Like Infosys, HCL Technologies: Girish Pai"
12 Oct 2015,"Accumulate Infosys, target Rs 1,190: Girish Pai"
12 Oct 2015,Infosys falls 5% after hitting new high: What went wrong?
12 Oct 2015,Infosys shares heading into 'quarter of pause': Nilesh Shah
