text,label
Banks seek mechanism to ensure effective CDR process,__label__1
Super Six intraday picks for May 23,__label__1
"Stay invested in banking, IT stocks: Sukhani",__label__2
Buy SBI; sell Canara Bank: Sukhani,__label__2
"Buy SBI around Rs 1900, says Bhamre",__label__2
SBI has target of Rs 2200: Sukhani,__label__2
"SBI looks attractive at current level, says Dilip Bhat",__label__2
"Tata Motors, SBI may slip: Baliga",__label__2
"Buy HUL on dips, says Sukhani",__label__2
"SBI has resistance at Rs 2250, says Bothra",__label__2
SBI can test Rs 2250-2230: Sukhani,__label__2
Hold Tata Motors; Exit ONGC: Sukhani,__label__2
Jai Bala's view on SBI,__label__2
Enter SBI around Rs 2050-2075: Thukral,__label__1
"Ranbaxy, SBI, Power Grid look attractive: Bhat",__label__2
Buy SBI Call option: Panda,__label__2
"Buy Voltas, SBI: Sudarshan Sukhani",__label__2
Deposit rate cut step towards softer interest rate era: SBI,__label__2
SBI revises Retail Term Deposit interest rates,__label__2
SBI cuts retail deposit rates by 25 bps,__label__2
"Exit SBI around Rs 2220-2250, says Bothra",__label__2
SBI expects RBI to cut CRR by 1%,__label__1
"SBI to hire 9,500 staff in FY13; key focus on retail biz",__label__1
No defaults in telecom space currently: SBI,__label__1
SBI can test Rs 2550-2600: Baliga,__label__1
Hold SBI with a long term: Sukhani,__label__2
Sukhani's view on SBI,__label__2
"Buy SBI, Exide Industries: Sukhani",__label__2
Advance tax collection in Q1 up 5% at Rs 33089cr,__label__1
"Buy Axis Bank, SBI, Infosys: Sukhani",__label__1
Super Six: Top chart picks for June 19,__label__1
SBI to reduce lending rates to exporters soon,__label__2
"SBI, ICICI Bank, UCO Bank good bets in banking space: Bhat",__label__1
Rupee's loss adds to SBI's gains in NRI deposits,__label__1
Morgan Stanley maintains underperfom rating on SBI,__label__2
Sell SBI Future; target of Rs 2030: IIFL,__label__2
"Manghnani's view on SBI, L&T",__label__2
SBI cuts interest rates for exporters by 50 bps,__label__2
SBI picks banks for dollar bond sale: Sources,__label__2
"Emphasis on agri, retail, MSME led to rate cut: Union Bk",__label__2
SBI picks 6 banks for dollar bond issue: Sources,__label__2
Banks nod Essar Oil's CDR exit but proposal to be reworked,__label__2
SBI revises retail term deposit interest rates,__label__2
PNB can test Rs 840-845: Thukral,__label__2
SBI's term loan growth outlook not robust: Pratip Chaudhuri,__label__2
"Buy SBI, target of Rs 2300: Shardul Kulkarni",__label__2
BoI cuts FD rates by 0.25% on select maturities,__label__1
"SBI top deck recast: 5 deputy MDs, 18 chief GMs appointed",__label__1
Kingfisher says banks have not started recovery process,__label__1
Lenders to Kingfisher to sell its properties: SBI,__label__1
SBI can touch Rs 2320: Atul Badkar,__label__1
Banks margins to come under pressure in 1HFY2013: Angel,__label__1
Tatas' investment arm picks up banking stocks,__label__1
"KFA owners asked to infuse equity, sell non-core assets:SBI",__label__1
Banks to post 27% YoY growth in PAT for Q1FY13: Dolat,__label__2
IAG to increase presence in India as part of Asia strategy,__label__2
"Brace for 'weak' Indian Q1 earnings, says BofA-ML",__label__2
Quick recovery of $1.4bn Kingfisher debt unlikely: SBI,__label__2
SBI says roadshow for overseas bond sale from Monday,__label__1
SBI hopes CRR cut of 75-100 bps; KFA to repay loans ,__label__1
SBI to meet investors from Monday for dollar bond offer,__label__1
Ind-Swift Labs board approves debt restructuring programme,__label__2
SBI has resistance at Rs 2300: Sukhani,__label__2
"SBI, Axis, ICICI Bank looks good in banking space: Bothra",__label__2
"SBI, ICICI Bank top pick in banking space: Sukhani",__label__1
"Kulkarni's view on PNB, SBI",__label__2
"ICICI Bank, SBI look good in banking space: Sharma",__label__2
ICICI Bank looks weak: Atul Badkar,__label__2
SBI Q1 PAT seen up 78% at Rs 2825.6 cr: Dolat Capital,__label__1
Additional provisioning of CDR a temporary phase: SBI,__label__1
Essar Oil ties up funds to repay tax dues,__label__1
Investors snap up SBI's overseas bond sale of $1.25bn,__label__2
"Murlidharan upbeat on SBI, Axis Bank, ICICI Bank",__label__2
SBI chief expects retail lending costs to come down,__label__2
"Short SBI on rally, says Harchekar",__label__2
"SBI, Union Bank best bets amongst PSU banks: Dilip Bhat",__label__2
SBI has strong support at Rs 2000: Sukhani,__label__2
"SBI Q1 results on August 10, 2012",__label__2
"Go long in SBI, says Sudarshan Sukhani",__label__2
"SBI cuts interest rates by 0.25% on deposits of 5 yrs, more",__label__1
SBI revises interest rate for tenors 5 years and above to 8.5%,__label__1
Suresh Mahadevan positive on SBI,__label__2
SBI re-appoints Dr. Rajiv Kumar as director,__label__2
"Aviation companies owe Rs 40,621 cr to banks: Govt",__label__2
Enter PFC around Rs 180: SP Tulsian,__label__2
What to expect from State Bank of India in Q1,__label__2
Sell State Bank of India; target of Rs 1786: Nirmal Bang,__label__2
Atul Badkar bullish on private banking stocks,__label__2
"Ashoka Buildcon unit raises USD 150mn from SBI, Macquarie",__label__2
BoB hikes interest rates on deposits by up to 1.75%,__label__2
Sell SBI; target of Rs 1786: Nirmal Bang,__label__2
Short SBI on rally; target Rs 1800: Bothra,__label__2
SBI maintains margin guidance of 3.75%,__label__2
"SBI, Macquarie to invest in road developer",__label__2
SBI may slip further: Hemant Thukral,__label__2
Deutsche downgrades SBI after 'one of its worst quarters',__label__2
SBI may slip to Rs 1820: Dipesh Mehta,__label__2
Buy State Bank of India; target of Rs 2380: KRChoksey,__label__2
Reduce SBI; target of Rs 1750: Emkay,__label__2
Oriental Bank of Commerce cuts base rate by 10bps to 10.40%,__label__2
"Go long in SBI, Bharti Airtel: MF Global",__label__2
No significant fall in rates; loan growth dull: Gruh Fin,__label__2
"Siddharth Bhamre bullish on SBI, ICICI Bank",__label__2
State-owned banks' NPA crossed Rs 1.23 lakh cr at June-end,__label__1
SBI halts trading in FX markets: Sources,__label__1
ATMs run out of cash on second day of bank strike,__label__2
SBI chairman for abolition of CRR,__label__2
SBI has good support around Rs 1850- 1900: Mohindar,__label__2
Super six stocks to bet for intraday,__label__1
"Limited downside seen in PNB, BOB: SP Tulsian",__label__1
Reasons to cheer: Bank home loans set to become cheaper,__label__1
"M&M, Maruti likely to correct from current levels: Kulkarni",__label__2
"Asset quality remains a concern, says SBI",__label__2
"KV Kamath disagrees with SBI chief, says CRR isn't an issue",__label__1
No enough grounds to justify CRR: SBI chief,__label__2
"PNB lowers home, car loans interest rates by up to 0.5%",__label__2
SBI revises interest rate on FCNR(B) deposits,__label__2
"Experts debate report on attrition, productivity in banks",__label__2
Atanu Sen takes charge as MD and CEO of SBI Life,__label__2
Expect 100 bps CRR cut at RBI policy on Sept 17: SBI Chmn ,__label__2
Check out: Darashaw's stock picks and wealth creators,__label__2
Go long in SBI between Rs 1800-1850: Bhamre,__label__2
SBI cuts fixed deposit rates by up to 1%,__label__1
SBI says no quick solution to Kingfisher woes,__label__1
Pay your shopping bill via 1 lakh SBI point of sales,__label__1
SBI to ramp up PoS terminals to 1 lakh by March,__label__1
Lowering deposit mobilisation due to slowdown: SBI,__label__1
SBI revises interest rates of retail term deposits w. e. f Sept 7,__label__1
SBI up on deposit rate cut; Morgan Stanley unimpressed,__label__1
BoB cuts home loan rates by 0.25% for old and new customers,__label__2
"Buy SBI, ICICI Bank on dip: Sukhani",__label__2
SBI may slip to Rs 1820: Mehta,__label__1
"SBI, StarAgri tie-up for farmer funds, collateral mgmt",__label__2
"ICICI Bank, HDFC Bank & Axis Bank cut deposit rates",__label__2
This is how NPAsource.com can ease loan recoveries,__label__1
"Buy Gujarat Fluorochemicals, says Sukhani",__label__1
Book profit in Hero MotoCorp: Sukhani,__label__1
Top 100 companies pay 10% more in advance tax in Q2,__label__2
Sukhani upbeat on banking sector,__label__2
CRR cut to save Rs 200cr: SBI's Pratip Chaudhuri,__label__2
BofA-ML sees lending rates falling by 50 bps more by March,__label__1
"SBI can move to Rs 2300, says Sudarshan Sukhani",__label__1
"Sell Pantaloon Retail, says Sukhani",__label__1
Don't expect slippage in margins due to base rate cut: SBI,__label__1
SBI sees more room for lending rate cuts,__label__2
"Buy SBI, Axis Bank, L&T on dips: Baliga",__label__2
SBI execs to meet Kingfisher Airlines founders within days,__label__2
SBI doesn't see much impact on loan book after 'coalgate',__label__2
SBI revised benchmark prime lending rate by 25 bps to 14.50%,__label__2
"Barclays to shut 3 branches in India, cut jobs: sources",__label__2
"Barclays to shut 3 branches in India, cut jobs: sources",__label__2
Adani to press ahead with Australia coal plans,__label__2
Cement sector may be market flavor for Oct series: Tulsian,__label__1
Kingfisher in talks with foreign airlines for FDI: Mallya,__label__1
"KFA fails to assure banks, next meet by Oct end",__label__2
"Banks' credit rises over 16% y-o-y, deposits up at 14%",__label__2
"As Kingfisher teeters on the edge, banks sweat it out ",__label__2
Cabinet clears 49% FDI in insurance and pension,__label__2
Reliance Industries looks strong: Jai Bala,__label__2
Kingfisher not a systemic risk: Chakrabarty,__label__2
NPA woes: Why banks are not selling bad loans,__label__2
"Buy Subex, HPCL, SBI: Aashish Tater",__label__2
"Bull's eye: Buy Subex, Greaves Cotton; short SBI, IVRCL",__label__2
Asset quality: A key for banks' second quarter earnings,__label__2
SBI appoints Shri. S. Visvanathan as MD,__label__2
PSU banks asset quality to remain under pressure in Q2,__label__2
Banking sector results preview for Q2FY13: Angel Broking,__label__2
SBI sees early signs of loan growth revival,__label__2
Q2 results: What to expect from banks,__label__2
"SBI may slip to Rs 2120, says Murlidharan",__label__1
S&P cuts SBI rating on weak asset quality concerns,__label__1
"Gopalkrishna, Gandhi in race for RBI Dy Governor Feb 2013",__label__1
Lenders will do everything possible to recover KFA dues:SBI,__label__2
SBI says debt-ridden Suzlon should merge REPower,__label__2
Banks to consider Suzlon debt recast: SBI official,__label__2
"HDFC, SBI look good at current level: Merani",__label__2
See stress on banks' credit profiles; PSUs risky: Experts,__label__2
Banking sector: Nomura's Q2 results preview; top picks,__label__2
Interest rates need to be reduced: SBI,__label__2
"Sell SBI, PNB, Sesa Goa: Sukhani",__label__2
"SBI halves processing fee on home, auto loans",__label__2
SBI to function as normal on Saturday,__label__2
"SBI, HDFC Bank, ICICI Bank best bets: Sukhani",__label__2
SBI opens two new branches in South Africa,__label__2
"Strong plan, banks' pressure vital for KFA reboot: Experts",__label__1
"Buy SBI, Canara Bank at current levels: Sukhani",__label__1
"Buy Maruti Suzuki on decline, says Baliga",__label__1
"Banking Q2: UBS Securities' preview, review and picks",__label__1
SBI has support around Rs 2040: Kulkarni,__label__2
"Buy Century Textiles, Unichem Labs; Short SBI: Diwan",__label__2
"SBI, PNB may underperform: Siddharth Bhamre",__label__2
"Bull's eye: Buy DCW, Century, Madras Cements, short SBI",__label__2
Buy SBI 2100 November Put: IIFL,__label__2
"SBI Q2 results on November 09, 2012",__label__2
"IDBI slashes home loan, deposit rates",__label__2
"SBI and IDBI Bank, 2 largest lenders in Suzlon debt recast",__label__2
SBI to introduce new cheque standard from Jan 1,__label__1
SBI to accept cheques conforming to new standards from Jan,__label__1
"Kingfisher won't fly, if doesn't get capital by Nov 30: SBI",__label__1
SBI may lower lending rate in next 2-3 weeks,__label__1
Suzlon moving CDR cell to give lenders time: SBI,__label__1
Kingfisher Airlines needs to raise $1bn by Nov 30: SBI,__label__1
SBI gains ahead of Sept qtr results,__label__1
"Hold HDIL, SBI: Sukhani",__label__1
"Slippages is key to SBI Q2 nos, net likely to rise 29%",__label__1
"Reduce State Bank of India; target Rs 1,750: Emkay",__label__1
"SBI to send new cheque books by Dec 15, update your address",__label__2
Short PSU banks:  Hemant Thukral,__label__2
RBI rejected bankers' plea for rate cut in pre-policy meet,__label__2
Key support for SBI seen at Rs 2050: Mohindar,__label__2
"No more credit to KFA, home loans raking revenue: SBI",__label__2
See need for greater clarity on debt restructuring: SBI ,__label__2
"Prefer Canara Bank, SBI to Central Bank: Sekhar",__label__2
RBI sets up supervisory bodies for SBI and ICICI Bank,__label__2
Trying to help revive Kingfisher: SBI,__label__2
"Govt to infuse Rs 4000cr in SBI, says CFO",__label__2
"Buy SBI, Ranbaxy Labs: Nirmal Bang",__label__2
Buy SBI with long term: Sekhar,__label__2
Banks to remain stressed next year too: Fitch,__label__2
Don't see much impact of Banking bill on us: SBI,__label__2
Banks gain on banking amendment bill expectations,__label__2
"Global economy still fragile, says RBI",__label__2
"RBI leaves key rate unchanged, shifts focus to growth",__label__2
"State Bank of India may test Rs 2475, says Manghnani",__label__2
"L&T Finance, Bajaj Finance rally post Banking Bill cleared",__label__2
"Non-financial, banking shares gain after key bill passed",__label__2
"Bank credit rises 16%, robust growth expected in Q4",__label__2
Govt bailout for PSU banks at max NPA level to be $1.7 bn,__label__2
Need Rs 12K-17K crore in 2 yrs; see signs of revival: SBI,__label__1
SBI rises on fund infusion clearance from govt,__label__1
SBI can touch Rs 2700: Pandey,__label__1
"More upside seen in PNB, BOB, Canara Bank, SBI: Sukhani",__label__2
Dr Subir Gokarn ceases to be director of SBI,__label__2
State Bank of India touches 52-week high,__label__2
RBI takes measures to revive corporate bond and CDS markets,__label__2
"SBI to raise Rs 3,000 crore by March this year",__label__2
Pre-Budget meet: Bankers want tax deduction for NPAs ,__label__2
Govt likely to infuse $544m in FY13: SBI,__label__2
"Prefer ICICI Bank, SBI: UBS India",__label__2
BofA Merrill turns positive on Indian state-owned banks,__label__2
Expect no suprise from banks' Q3 earnings growth,__label__2
"Angel expects Yes Bank, Axis Bank, ICICI Bank to outperform",__label__2
Sell Tata Motors Jan 290 Put: Amit Trivedi,__label__2
"SBI sees spurt in Dec home loan growth, mulls base rate cut",__label__2
Banks asset quality concerns to persist in Q3FY13 results,__label__2
Private banks to post healthy earnings growth in Q3FY13,__label__2
"Govt to infuse Rs 12,200 cr in banks; will sell 10% in EIL",__label__2
"Lend to midcap cos carefully, not slowly: SBI Dy MD Acharya",__label__2
State Bank of India rises 1% on recapitalisation buzz,__label__2
SBI elects Thomas Mathew as director,__label__1
"See upside in SBI, DCB: Rajiv Mehta",__label__1
Harichandra Bahadur Singh appointed as director of SBI,__label__2
SBI okays capital infusion of Rs 3004cr by Govt via preferential issue of shares,__label__2
"RBI backs fixed rate loans, focuses on long term bonds",__label__1
"SBI expects profit of Rs 14,000-15,000 cr in FY13",__label__1
"SBI pitches for cut in repo rate, CRR",__label__1
ICICI Bank has target of Rs 1465: Darashaw,__label__2
Does RBI macroeconomic survey suggest a rate cut?,__label__2
"Buy SBI 2500 Call around Rs 50, says VK Sharma",__label__2
"Thukral positive on SBI, Bank of Baroda",__label__2
Expect more rate cuts if inflation & CAD fall further: RBI,__label__1
"Buy SBI, PNB, BoB: Sukhani",__label__1
SBI remains top pick in banking space: Sanju Verma,__label__1
"Sukhani upbeat on ICICI Bank, SBI",__label__1
"Growth risks prompt RBI to cut repo, CRR by 25bps",__label__1
"Go short on SBI with stoploss above Rs 2,550: Bala",__label__1
Ahead of industry in realising bad assets: SBI ,__label__2
SBI has good support around Rs 2380-2420: Amit Gupta,__label__1
Punjab National Bank cuts base rate by 25 basis points,__label__1
SBI revises base rate and benchmark prime lending rate,__label__1
SBI a top pick: Religare Capital,__label__2
"HDFC cuts interest rates by 10 bps, stays competitive",__label__1
Kotak Mahindra Bank buys biz loans book of Barclays India,__label__1
SBI top pick among banks: UBS Securities,__label__1
6 trading stocks for short term gain,__label__1
Central Government nominates Rajiv Takru on SBI board,__label__1
"RBI panel favours gold-backed investments, monitoring NBFCs",__label__2
"SBI Q3 results on Feb 14, 2013",__label__2
"Prefer SBI, PNB: Macquarie Capital",__label__2
Central Government nominates Dr. Urjit R. Patel on SBI board,__label__1
Fewer PSU shares in key indices compared to pvt peers,__label__2
Will restructure loans worth Rs 7000 cr in 1 year : SBI,__label__2
"Vayalar upbeat on SBI, Bank of India",__label__2
Tulsian sees no issues with KFA loan recovery process,__label__2
Bank recall will have serious impact on UB Group: HP Ranina,__label__2
Banks recall KFA loans after meeting management,__label__2
"Key factors for SBI's Q3 earnings, net seen up 11%",__label__2
"4 banks to deal with Kingfisher recovery, to find law firm",__label__2
"Buy SBI on dips, says Sukhani",__label__2
Kingfisher loan recall will be messy affair: BMR Advisors,__label__2
"Buy SBI 2400 call at Rs 34, says Trivedi",__label__2
Optimistic for Q4; restructuring pipeline at Rs 2700cr: SBI,__label__1
Mkt stressed for infra; focus on profitability: SREI,__label__1
"IIFL bullish on Tata Steel, JSPL & NMDC",__label__1
"Exit SBI around Rs 2250-2270, says Sanjeev Agarwal",__label__1
SBI۪s weak Q3 may lead to stock correction: Angel Broking,__label__1
"SBI Q3 net up 4% to Rs 3,400 cr on lower interest income",__label__1
"Buy Tata Motors, SBI with long term: Sukhani",__label__1
Remain sellers on SBI: Ambit Capital,__label__1
Bad loans of banks rise 50% in first 9 months: Study,__label__2
We should be able realise good part of Rs 1700cr: SBI,__label__2
"SBI: Notice of strike by UFBU on 20th & 21st Feb, 2013",__label__2
Check out: Super Six stocks for Feb 18 ,__label__2
Accumulate SBI; target of Rs 2500: PLilladher,__label__2
Accumulate SBI; target of Rs 2597: Angel Broking,__label__2
Buy SBI; target of Rs 2600: Dani Investment Services,__label__2
Karur Vysya Bank a top pick: Darashaw,__label__2
"Buy SBI, Punjab National Bank: Sukhani",__label__1
6 stock ideas to liven up your trade,__label__1
"L&T, BHEL, RIL, SBI, PNB top picks: Baliga",__label__2
SBI fixes issue price at Rs 2312 for preferential allotment,__label__2
SBI to issue preferential shares to Govt of India worth Rs 3004cr ,__label__2
SBI may issue loan recall notice to Kingfisher soon,__label__1
"Buy SBI, Infosys, Bharti Airtel: Sukhani",__label__1
Credit-card segment estimated to grow this year: Report,__label__1
SBI can touch Rs 2280: Vayalar,__label__1
SBI raises fixed deposit rates by 0.25%,__label__2
SBI revises interest rate on retail term deposits,__label__2
"SBI to maintain its NIM at 3.75% in FY13, says Chairman",__label__1
SBI identifies some properties of Kingfisher for attachment,__label__2
Super Six stocks you can bet on March 12,__label__2
"Don't short SBI, says Amit Gupta",__label__1
SBI board gives nod for recovery proceedings against KFA,__label__1
"Stay away from SBI, says Kulkarni",__label__1
"SBI: Safer banking stock to stay in, says Badkar",__label__1
Super Six stocks you can bet on March 14,__label__1
SBI: Outcome of general meeting,__label__1
RBI repo cut: Will banks reduce interest rates?,__label__2
"Short SBI around Rs 2270-2280, says Bhamre",__label__2
"KFA workers threaten to disrupt IPL, demand Mallya's trial",__label__1
SBI approves allotment of 1.29 cr equity shares to GoI on preferential basis,__label__1
"SBI may marginally go up, says Amit Trivedi",__label__2
"Switch to SBI, PNB, BoB from Central Bank of India: Sukhani",__label__2
FM to meet select bankers in Mumbai next week ,__label__2
Bombay High Court allows SBI to sell USL shares,__label__1
"Axis Bank, ICICI Bank, SBI look attractive: Sukhani",__label__1
"Prefer SBI, says Nitin Jain",__label__1
UB rises 5% after Mallya moves court against lenders,__label__1
Bank loans miss FY13 RBI projection; grow 14% yoy,__label__1
Kingfisher lenders to continue selling USL shares: SBI,__label__1
Bank borrowings fall below RBI comfort zone to Rs 52K cr,__label__1
SBI: RBI approves appointment of 14 statutory central auditors,__label__1
"Bad loans to rise till Sept, downgrades over: India Ratings",__label__2
"Short SBI, says Rahul Mohindar",__label__2
SBI has support at around Rs 2030: Bhamre,__label__2
SBI group firm sells over 85 lakh shares in Kingfisher,__label__2
Private banks to post 23% PAT growth in Q4FY13: Angel,__label__2
Buy SBI above Rs 2050: Shardul Kulkarni,__label__2
Sell SBI 1800 Puts: Amit Trivedi,__label__2
Banks extend gains on hopes of rate cut on May 3,__label__1
Check Out: 5 stock ideas to liven up your trade,__label__1
SBI mulls merging one of its associate banks this year,__label__2
"SBI domestic loans grow 21% in FY13, deposits up 15%",__label__2
Expect banks NIM to remain stable in Q4: Kotak Securities,__label__2
Banking sector results preview for Q4FY13: Motilal Oswal,__label__2
"Perfer SBI, ICICI Bank to Dhanlaxmi Bank: Sukhani",__label__2
SBI to raise $500-600mn in offshore borrowing,__label__2
"How banks dress books to meet loan, deposit growth targets",__label__2
SBI to raise around USD 600 mn in ECBs,__label__2
Stay away from SBI: Tulsian,__label__2
6 stock ideas to liven up your trade today,__label__2
A synopsis of what Nomura expects from RBI credit policy,__label__2
Exit SBI before credit policy announcement: Agarwal,__label__2
"Buy SBI 2,200 strike Calls around Rs 113: Trivedi",__label__2
"Cobrapost 2: FinMin calls for action, banks to investigate",__label__1
No immediate cut in lending rates: SBI,__label__1
"SBI may slip to Rs 2050, says Hemant Thukral",__label__1
Cobrapost expose: Banks suspend employees under FinMin heat,__label__1
Tulsian cautions traders on going long in PSU banks,__label__1
"Overweight on private sector banks, caution on PSUs: Vijay",__label__1
Will finish internal inquiries on Cobrapost next month: SBI,__label__1
SBI gains on hopes for improving asset quality,__label__2
"SP Tulsian negative on Bank Nifty, may touch 12300",__label__2
"Buy UCO Bank, State Bank of India: Sudarshan Sukhani",__label__2
Kotak Mahindra Bank can test Rs 745-750: Mohindar,__label__2
Expect strong selling in PSU bank space: Kulkarni,__label__2
Bullish on SBI; BoB met our expectations: Sandip Sabharwal,__label__2
"RBI doing its bit to ease interest rates, what about banks?",__label__2
Cobrapost: What worries & why incentive culture be revised?,__label__1
SBI fixes book closure for dividend,__label__1
State Bank of India can go upto Rs 2420: Vayalar,__label__1
"State Bank of India FY13 results on May 23, 2013",__label__1
"OBC, Canara Bank, SBI may see upmove: Sukhani",__label__2
HDFC can touch Rs 1000: Darashaw,__label__2
PSBs expected to raise Rs 9.60 lakh cr in 10yrs: Report,__label__2
Exit SBI at around Rs 2475: SP Tulsian,__label__2
Here's what to expect from SBI Q4 earnings,__label__2
Do not see much downside in SBI: Gupta,__label__2
"Bet on Max India, State Bank of Travencore: Aashish Tater",__label__2
Online fraud: Why should you not blame banks,__label__2
SBI to invest in high quality stocks only: Chaudhuri,__label__1
"BoB, Bank of India, Oriental Bank look weak: SP Tulsian",__label__1
How to play SBI after Q4 results miss estimate,__label__1
"Sell SBI on rise, says Shardul Kulkarni",__label__1
"Accumulate SBI around Rs 2,150-2,200, advises Agarwal",__label__1
"Buy State Bank of India 2,450 Calls, says Amit Trivedi",__label__1
SBI result a mixed bag; fall in NIM a worry: IIFL,__label__1
State Bank of India Q4 net falls 19%; provisions drag,__label__1
State Bank of India board declares 415% dividend,__label__1
Will policy shift to reverse repo lead to lending rate cuts,__label__2
Avoid public sector banking space: Sandeep Bhatia,__label__2
Buy SBI; target of Rs 2600: Motilal Oswal,__label__2
Goldman Sachs downgrades SBI to 'sell' from 'neutral',__label__2
Expect SBI to hit Rs 2200: Murlidharan,__label__2
22 listed companies may default in FY14: India Ratings,__label__1
Buy SBI; target of Rs 2637: Angel Broking,__label__1
Super Six: Top chart picks for May 28,__label__1
Bank credit grows 14.65% y-o-y in fortnight ended May 17,__label__2
RBI stiffens loan restructuring norms for banks,__label__1
"SBI can give 2% returns, says Vayalar",__label__1
"See FY13 GDP over 5%, CRR cut in June: SBI's Chaudhuri",__label__1
Accumulate SBI; target of Rs 2450: PLilladher,__label__2
Indian bankers suit up for war on debt defaulters,__label__2
Hindalco to raise Rs 5000cr to refinance debt: Sources,__label__2
SBI revises interest rate on bulk deposits,__label__2
"Short SBI, says Sudarshan Sukhani",__label__1
"Go long on PSU banks, real estate stocks: Tulsian",__label__2
"Prefer ICICI Bank, State Bank of India: Sandip Sabharwal",__label__2
"RBI plans to revive stressed loan market for banks, ARCs",__label__2
Here's how latest bank credit grew in May 17 fortnight,__label__1
"Pick Lupin, Aurobindo Pharma, State Bank of India: Experts",__label__1
"Buy SBI, L&T, advises Sudarshan Sukhani",__label__2
"Remain invested in SBI, says SP Tulsian",__label__2
Sudarshan Sukhani bullish on Reliance Industries,__label__2
"Hold long positions in SBI, says Siddharth Bhamre",__label__1
6 stocks likely to see lot of action today,__label__1
Tourism Fin Corp to seek licence from RBI to set up bank,__label__2
Bank of Baroda may slip to Rs 540-535: Ashish Chaturmohta,__label__1
SBI annual report: Select noteworthy points you should know,__label__1
State Bank of India: Outcome of AGM,__label__1
Failed ATM transaction:SBI to pay fine for refund delay,__label__1
Invest in ICICI Bank & SBI says Sudarshan Sukhani,__label__1
RBI suspends external borrowings in Chinese Yuan,__label__1
Check out: Super six chart picks for the day,__label__1
Stay away from PSU banks except SBI: Sudarshan Sukhani,__label__2
"Expect ICICI Bank, SBI to outperform: Sukhani",__label__2
"RBI revises bank KYC guidelines, advises new set of norms",__label__2
"Buy State Bank of India, says Sudarshan Sukhani",__label__1
Short SBI around Rs 2050-2100: Siddharth Bhamre,__label__1
Bank-borrowings from RBI repo window hit 9-month low,__label__1
One of 5 associate banks can be merged in FY'14: SBI chief,__label__1
See lower levels in Bank of Baroda: Sukhani,__label__1
"Go long on Lupin; sell SBI, LIC Housing: Bothra",__label__1
Liquidity no problem; FinMin guidance does not apply: SBI,__label__1
Take action against loan defaulters: Chidambaram to banks,__label__1
Calculating corporates' unhedged exposure a tall task: SBI,__label__1
"Short SBI, HDFC Bank: Gopi Suvanam",__label__1
"Exit Suzlon Energy, says Sukhani",__label__1
SBI may raise home loan ticket size with likely spread cut,__label__1
Here's what to expect from bank April-June quarter earnings,__label__2
RBI directs OMCs to buy dollars from State Bank of India,__label__2
"Go long on SBI, says Siddharth Bhamre",__label__2
Govt doles out extra dealer commissions in bond market,__label__2
Bankers demand CRR cut or interest on it from RBI,__label__2
"RBI fines 22 banks, warns 7 for KYC violations",__label__1
New hiring at Indian Banks' Association sparks controversy,__label__1
"RBI move temporary, won't cut interest rates: SBI",__label__1
SBI says no liquidity squeeze so far on RBI moves,__label__2
"SBI may head lower, says Sudarshan Sukhani",__label__2
"SBI may fall further, says Ambareesh Baliga",__label__2
Haven't changed liquidity position post RBI moves: SBI,__label__1
"See further weakness in SBI, PNB: Baliga",__label__1
Deposits unaffected by RBI moves; liquid MFs to suffer: SBI,__label__1
"HDIL, Tata Global, IFCI top picks: Manoj Vayalar",__label__1
Sell Dena Bank: Parag Doctor,__label__1
"VK Sharma bearish on SBI, Bank Nifty",__label__2
Sovereign bonds disastrous; 15% credit growth possible: SBI,__label__2
Will banks hike interest rates? Looks unlikely,__label__2
ICICI Bank may see some bounce: Bhamre,__label__2
"Buy SBI, ICICI Bank: Sudarshan Sukhani",__label__2
Expect SBI to test Rs 1820: Manoj Murlidharan Vayalar,__label__1
"Buy SBI, says Regan Homavazir",__label__1
"Hold SBI, ICICI Bank: Sudarshan Sukhani",__label__1
Buy ICICI Bank 920 Call: VK Sharma,__label__2
Back to normal: RBI puts up long-term govt bonds for sale,__label__2
SBI's change in designation,__label__2
"Buy Reliance Industries, SBI: Shardul Kulkarni",__label__2
RBI imposes Rs 5.63 lakh fine on SBI for violation,__label__2
SBI may slip to Rs 1500: Pritesh Mehta,__label__2
Will SBI turn around after lower-than-expected Q1 earnings?,__label__1
SBI-led consortium eyes venues to recover KFA debt,__label__1
"Bad loans to shackle SBI FY14 net, hurt smaller rivals",__label__1
"Hold SBI; target Rs 1900, says Sharmila Joshi",__label__1
Sandeep Shenoy cautious on SBI,__label__1
SBI Q1 net falls 14% on higher provisions against bad loans,__label__1
"No risk to long term, base rates; CD, CP rates to rise: SBI",__label__1
Here's what to expect from SBI Q1 earnings,__label__1
"Exit SBI at around Rs 1800-1850, says Shardul Kulkarni",__label__1
"SBI at 4-yr low, brokerages cut target: How to trade it now",__label__1
Reversing trend: Axis Bank hikes base rate by 25 bps,__label__1
"Trading Calls: Sell Ambuja Cements, ACC, buy Godrej Ind",__label__1
Last min rush: RBI allows 29 banks to collect income tax,__label__2
SBI top pick among PSU banks: Religare,__label__2
"SBI, Allahabad Bank, Yes Bank may rise 5-10%: SP Tulsian",__label__2
ICICI Bank hikes base rate by 25 bps to 10%,__label__1
Won't raise rates now; see NIMs at 3.5-3.6%: SBI,__label__1
"Keep SBI in portfolio with 2 years view, says Phani Sekhar",__label__2
