Headlines,Labels
"buy indusind bank, say amit trivedi",1
"buy indusind bank, expect move towards rs 1000: icicidirect",0
buy indusind bank; may rally to rs 445-450: kulkarni,1
"avoid psu banks, say prakash diwan",0
indusind bank up 1% on firm q2; what be analysts saying?,1
"buy indusind bank 1160 put, sell 1280 call: krish subramanyam",1
"sell idfc on rallies, say pankaj jain",0
buy indusind bank; target of rs 500: motilal oswal,1
hmsi team up with indusind bank for two-wheeler finance,0
q4 to outdo q3; see rate cut post budget: indusind bank,1
mauritius treaty fallout:companies with most exposure to p-notes,0
dewan house raise rplr by 25 bps to 17.75%,1
indusind bank re-appoints romesh sobti as md & ceo,1
world could see a protectionism mega trend: uday kotak,1
"buy bharat forge, indusind bank, vedanta: ashwani gujral",1
indusind bank to sell hdfcï¿½s home loan products,1
buy indusind bank; target of rs 2060: axis direct,0
"lohia auto, indusind bank extend tie-up to e-three wheelers",1
buy indusind bank; target of rs 480: prabhudas lilladher,1
"indusind bank, yes bank good opportunities: nitin jain",0
"buy l&t, havells; sell indusind bank: ashwani gujral",1
book profit in axis bank: sp tulsian,1
indusind bank have target of rs 308: gujral,1
indusind bank to add 150 branch in fy12,1
"indusind bank plan to open 650 branch by march, 2014",0
honda ink national 2wheeler retail finance mou with indusind bank,0
"buy lupin, power grid; sell indusind bank, yes bank: gujral",0
indusind bank q2 nii likely to go up 23%,1
buy indusind bank; target of rs 1650: jm financial,1
prefer indusind bank for long term: mehta,1
hold indusind bank; target of rs 1060: icici direct,1
indusind bank's director ajay hinduja resign,1
see good credit growth in vehicle finance: indusind bank,1
indusind bank q3 net up 34% at rs 206 cr,1
"buy stride shasun, axis bank, reliance industries: gujral",0
"sell indusind bank, bharat heavy electricals: rajat bose",0
"buy indusind bank, say mehraboon irani",0
check out: super six stock for march 4,0
"indusind bank allot 1,36,964 share under esos",1
"buy indusind bank, nalco, kolte-patil developers: ashwani gujral",1
"indusind q3 in line, maintain buy on stock: icici direct",1
"indusind bank, worldpay ink pact to offer service in india",1
indusind bank may slip to rs 426: sp tulsian,0
"indusind bank standalone december 2018 net interest income (nii) at rs 2,288.09 crore, up 20.76% y-o-y",0
super six trade bet that can fetch you handsome return,1
bse's international exchange go live for trade,0
sell indusind bank at around rs 1800: vijay chopra,1
indusind bank get rbi nod to acquire il&fs arm,0
ing vysya bank have strong support at rs 380: gujral,1
here be a few stock ideas from deven choksey,1
here's what you can expect from indusind bank's q2 earn,1
federal bank not to jump into save rate hike war,0
"book profit in indusind bank, say sukhani",1
"accumulate indusind bank, say mayuresh joshi",1
accumulate indusind bank; target of rs 1800: dolat capital,1
indusind bank allot share under stock option scheme,1
buy indusind bank on dips: sukhani,0
bull's eye: 12 must-have stock for your portfolio,0
indusind bank may slip to rs 415-416: sp tulsian,0
"buy indusind bank, jsw steel: ashwani gujral",0
"news highlight of the day: fingerprint, iris data in aadhaar be safe, secure: ravi shankar prasad",1
"indusind bank's board meet on october 12, 2017",1
"pn vijay bullish on hcl tech, tcs, indusind & yes bank",0
don't buy indusind bank: sukhani,0
"short indusind bank, say amit gupta",1
ril to be rangebound; pick indusind bank: sanju verma,1
"indusind bank q4 profit miss estimates, up 21%; npa flat but provision double",1
"rbi penalise icici bank, canara bank, yes bank & 9 others",1
"buy vedanta, upl, indusind bank: sandeep wagle",1
"hul, dr reddys laboratories likely to outperform: sukhani",0
"buy dhfl 170 put, sell indusind bank: gaurav bissa",1
"buy indusind bank, federal bank on dips: parag thakkar",1
"add indusind bank, yes bank in portfolio: choksey",1
indusind bank can test rs 90-100: r shah,1
a move above 10k require for breakout; 5 stock which can give nearly 10% return,1
'yes bank post strong q2 nos; accumulate on stock',1
buy indusind bank; target of rs 1916: nalanda securities,1
"news highlight of the day: bitcoin slump to under $10,000 after regulatory fear grow",0
"see no asset quality concern, say indusind md",1
see more appetite for bank's qip from investors: indusind,1
buy indusind bank 500 put: vk sharma,0
indusind bank open new branch in sikar,0
indusind bank q3 net profit up 75% at rs 154 cr,1
pick largecap private bank stocks: chakraborty,1
new npas to decline 40% in fy17; prefer private sector banks: ms,0
"buy hexaware technologies, sell indusind bank: mitesh thacker",0
buy indusind bank; target of rs 434: dolat capital,1
"prefer indusind bank, say mehraboon irani",1
indusind bank may touch rs 530-550: sahil kapoor,0
"indusind bank's agm on july 26, 2017",0
accumulate indusind bank; target of rs 1050: emkay,1
super six stock you can bet on jan 2,1
buy indusind bank; target of rs 160: indiainfoline,1
"despite gloom over npas, these bank could be good bargain",1
"prefer axis bank, yes bank over indusind bank: tulsian",1
indusind bank q1 net profit up 38% at rs 119 cr,1
"exit sbi, invest in indusind bank: vishal malkan",1
accumulate indusind bank; tgt of rs 363: aditya birla money,0
"short indusind bank, advise shardul kulkarni",1
here be sanjiv bhasin's top trade ideas,1
"buy yes bank, indusind bank on dips: nitin jain",1
"bull's eye: buy aurobindo, indusind bank; short hdil, bata",0
indusind complete acquisition of rbs bullion finance biz,0
"buy indusind bank, aban offshore; sell aurobindo pharma: gujral",0
buy indusind bank; target of rs 286: iifl,1
no plan to raise capital in next six months: indusind bank,1
"buy arvind, indusind bank, sun pharma: sukhani",1
buy indusind bank; target of rs 413: nirmal bang,1
indusind bank inaugurate a branch in solapur,1
bank sector result preview for q4fy13: motilal oswal,1
buy indusind bank; target of rs 1700: motilal oswal,1
buy indusind bank; target of rs 540: p lilladher,1
"q3 preview: psu bank will see treasury gains, say ubs",0
"vora bullish on indusind bank, yes bank",0
buy indusind bank on dips: shahina mukadam,1
"buy britannia, lic housing, ncc, axis bank, indusind bank:gujral",1
"hold indusind bank, say thacker",0
indusind bank can test rs 220-225: sharma,1
buy indusind bank: gujral,0
indusind complete acquisition of rbs bullion finance biz,0
"short sbi, indusind bank; positive on hdfc bank: harchekar",0
buy indusind bank; target of rs 1100: krchoksey,1
book some profit in indusind bank: nooresh merani,1
buy indusind bank on dips; target rs 375-380: thukral,0
accumulate indusind bank; target of rs 690: plilladher,1
"buy indusind bank, target rs 2250: yogesh mehta",1
buy indusind bank; target of rs 1400: motilal oswal,1
buy indusind bank; target of rs 328: way2wealth,0
slight npa increase for indusind acceptable: analysts,1
indusind bank select finacle core bank transformation,1
buy induslnd bank; target rs 309: krchoksey,1
"buy indusind bank 1180 call, sell 1220 call: krish subramanyam",1
"buy indusind bank, pvr; trident may test rs 135: ashwani gujral",0
"'see single-digit fy17 profit growth, high slippages for icici'",0
buy indusind bank; target of rs 303: uljk securities,1
indusind bank sponsor level 1 american depository receipt programme,1
"prefer icici bank, sbi, yes bank: sandip sabharwal",1
ceo spotlight: engineer-turned-banker sobti's journey,1
"buy indusind bank, ashok leyland: rahul shah",0
"prefer karur vysya bank, indusind bank: jai bala",1
"indusind bank's asset quality strong, but concern remain: clsa",0
buy indusind bank on dip: anu jain,1
"buy asian paints, ultratech cement, indusind bank: sandeep wagle",1
buy indusind bank; sell bpcl: prakash gaba,0
"rbi must allow microfinance firm to lend to small, mid-sized segments: mfin president",1
indusind bank q2 net profit grow 30% to rs 250 cr,1
"buy kesoram industries, niit technologies: ashwani gujral",0
"indusind bank, yes bank top picks: diwan",1
will policy shift to reverse repo lead to lend rate cut,1
"buy indusind bank, motherson sumi, delta corp: jajoo",0
"boost save deposits, grow retail loan 30%: govt to bank",0
"buy century textiles, hindustan unilever, indusind bank: gujral",0
"indusind bank q1 profit soar 26% on strong nii, other income",1
indusind bank q1 pat see up 27% to rs 228 cr,1
india inc q2fy19 review €“ predictable start with visible margin pressure,1
r seshasayee replace kv kamath as infosys chairman,0
"indusind bank q1 review: brokerages highlight steady results, see slight risk to asset quality",1
sell indusind bank: sudarshan sukhani,1
6 trade bet that can fetch you handsome return,1
"induslnd bank raise rs 2,000 crore",1
don't levy penalty on inoperative bank accounts: indusind,0
"pick asian paints, britannia; like yes bank, hdfc bank: emkay",1
buy indusind bank: gujral,1
"buy reliance industries, indusind bank, obc: ashwani gujral",1
indusind bank board recommend dividend,1
buy indusind bank; target of rs 625: nirmal bang,0
"buy indusind bank, sbi may test rs 265: rahul mohindar",0
indusind bank launch indusforex.com,1
"expect better q2, cv loan demand to pick up in q4: indusind",1
"buy indusind bank, say manas jaiswal",1
indusind ink agreement with atos for pos service,1
kotak institutional positive on indusind bank,1
buy indusind bank; target rs 500: p lilladher,1
indusind bank q2 net likely to rise 10% at rs 300.5cr: most,1
indusind bank q3 net profit up at rs 88.04 cr,1
"expect stable nims, retail growth in fy14: indusind bank",1
reform must not stop; economy can bounce back:chadha,0
"sell indusind bank, ambuja cements, hindalco: ashwani gujral",1
"indusind bank mar '11 profit at rs 1,048.84 crore",0
pick indusind bank: gopi suvanam,0
"positive on hdfc bank, indusind bank: mehraboon irani",1
buy indusind bank; target of rs 397: krchoksey,1
"indusind bank fy13 result on april 18, 2013",1
buy indusind bank on decline: sudarshan sukhani,0
"indusind bank plan to raise rs 2,700 crore via bond",1
indusind bank open new branch at jaipur,1
"board to finalise successor in next meeting: romesh sobti, indusind bank",1
"indusind bank open branch at cbd belapur, navi mumbai",1
antique's 5 bet in rise market environment,1
"private sector bank top pick, avoid psu banks: dipan mehta",1
buy indusind bank; target of rs 331: krchoksey,0
"indusind bank q1 result on july 10, 2013",1
buy indusind bank; target of rs 1200: religare,0
"bull's eye: infotech enterprises, ashok leyland, srei infra",1
"indusind bank, payu india tie-up for digital bank service",0
"sell indusind bank, lupin; buy bharat forge: ashwani gujral",1
indusind bank sep qtr pat see up 37% at rs 182.3cr: unicon,1
indusind bank report rs 854.08 cr profit for quarter end sep 2010,1
buy indusind bank; target of rs 700: religare capital,1
hope to sustain 25-30% loan growth ahead: indusind bank,0
"buy indusind bank, jindal steel & power: mitessh thakkar",1
"hdfc bank, indusind bank best bets, say irani",0
"buy gail india, tvs motor may hit rs 335: prakash gaba",0
"indusind bank q1 result on july 13, 2015",0
indusind bank q1 net up 25% at rs 880.1 crore; net npas rise to rs 537 cr,1
indusind bank to review interest rat of save account,1
"buy federal bank, indusind bank: parag thakkar",0
book profit in indusind bank: sandeep wagle,1
asian paint may test rs 926: amit gupta,1
expect margin expansion; 25-30% loan growth ahead: indusind,1
"stay away from sesa goa, say nitin raheja",1
6 stock likely to see lot of action today,1
super six trade stock for short term gain,1
buy indusind bank; target of rs 345: firstcall research,1
"buy dcb bank, cadila health, indusind bk, grasim: gujral",0
merger will enable us to give higher ticket size loans: bharat financial,0
"short sbi, hdfc bank: gopi suvanam",0
"bull's eye: buy indusind bank, exide, beml; sell irb infra",0
"nmdc, indusind bank look attractive: roy",0
"like pharma, consumer stocks: gautam sinha roy",1
see stability in margins ahead: indusind bank,1
"sell axis bank, target rs 425.50: rajat bose",0
buy indusind bank; target of rs 2076: motilal oswal,1
"prefer hdfc bank, icici bank: dhananjay sinha",1
"bank to face near-term asset quality, margin woes: experts",0
"buy indusind bank, sintex industries: manoj murlidharan",1
"exit idbi bank, prefer icici bank: gaurang shah",1
buy indusind bank; target of rs 328: way2wealth,1
"sell indusind bk, torrent pharma, coal india; buy adani ports, escorts: sukhani",0
indusind bank's q4 pat at rs 396cr,0
"indusind bank q2 profit rise 4.6% to rs 920 cr; asset quality improves, loan growth at 32%",1
indusind bank q1 result on july 10,0
"buy indusind bank, target rs 2248: siddharth sedani",1
"positive on ril; prefer axis bank, indusind bank: rahul mohindar",1
"like yes bank, hdfc bank, indusind bank, kotak bank: irani",0
"indusind bank q3 profit rise 5% at rs 985 cr, il&fs-linked provision total rs 600 cr so far",0
bank sector: nomura's q2 result preview; top pick,1
"look at hdfc, indusind bank, yes bank: harendra kumar",0
"bullish on yes bank, indusind bank, hdfc bank: hemant thukral",0
indusind bank q4 net profit may dip 44.8% yoy to rs. 526.1 cr: motilal oswal,1
prefer bank stock over it: paul,0
kr choksey showcases equity portfolio for 2012,0
indusind bank customers will soon see transactions on whatsapp,0
indusind bank q3 profit may beat estimates: starmine,1
"buy sun pharma, cairn, tata steel, bob, torrent pharma: gujral",1
"indusind bank's q1 result on july 11, 2016",0
go long in indusind bank: rahul mohindar,0
accumulate indusind bank; target of rs 1743: arihant capital,1
indusind bank q1 profit after tax see up 45% at rs 172 cr,1
bank set to report grim september quarter financial result,1
credo buy 28.6 lk share in indusind bank for rs 119 cr,1
demonetisation to impact nbfcs for next 3-4 months: macquarie,1
super 6 trade stock for short term gain,0
indusind bank have target of rs 164: thacker,1
indusind bank to hike exposure in use car market by 150%,1
positive on private sector banks: nischal maheshwari,1
"buy hdfc, hdfc bank, sun pharma, say irani",0
flexible product mix help kotak keep slippages in check: diwan,1
reliance industries may test rs 1210-1220: prakash diwan,1
indusind bank open new branch in mira road in thane district,1
buy indusind bank at current levels: sukhani,1
"prefer persistent, indusind bank: manishi raychaudhuri",0
indusind bank q3 pat see down 5% to rs 668.7 cr: icicidirect,0
"see 6-8% gain in indusind bank, nmdc: sp tulsian",0
buy indusind bank; target of rs 1060: firstcall research,1
"buy federal bank, cautious on indusind bank: sp tulsian",0
"buy yes bank, hdfc may test rs 1320 in long term: ashwani gujral",1
"buy indusind bank, bata india: manas jaiswal",1
accumulate indusind bank; target rs 326: uljk securities,1
buy indusind bank; target of rs 202: networth,1
buy indusind bank; target rs 535: gautam trivedi,1
"buy gail india, bpcl, ongc, enter it stocks: ashwani gujral",1
accumulate indusind bank; target of rs 575: sushil finance,1
indusind bank q2 pat see up 30% at rs 430 cr: kr choksey,0
"hold jsw steel; buy hdfc, indusind bank: ashish chaturmohta",1
see 30% upside in indusind bank: siddharth teli,1
build short position in indusind bank: sudarshan sukhani,1
buy indusind bank; target rs 978: sameet chavan,1
"indusind bank expand presence across chandigarh, panipat and mohali",1
buy indusind bank; target of rs 1889: hdfc securities,1
"prefer tcs, hcl tech over infosys: india infoline",1
indusind bank q1: analysts see 34% pat growth to rs 315 cr,1
"short indusind bank, say sudarshan sukhani",0
indusind bank to buy deutsche bank's india credit card biz: report,1
general atlantic buy indusind bank pie for rs 67cr,1
"sell yes bank, indusind bank: sudarshan sukhani",0
indusind bank enter into agreement with bharat financial inclusion,1
indusind bank announce q3 results; pat at rs 346.9cr,1
"bull's eye: buy voltas, godrej properties, allahabad bank",1
"buy indusind bank, lic house finance: sandeep wagle",1
indusind bank have target of rs 289: thununguntla,1
indusind bank have target of rs 250: hathiramani,1
indusind bank acquire royal bank of scotland's diamond & jewellery finance biz,0
"bull's eye: buy sks micro, ab nuvo; short opto circuit",1
indusind bank likely to post 69% growth in q4,1
indusind bank fix book closure for dividend & agm,0
mahindra financial service raise rs 867 cr via qip,1
"buy indusind bank, target rs 930: sahil kapoor",1
"indusind bank q3 result on jan 12, 2016",0
buy indusind bank; target of rs 1430: motilal oswal,1
indusind bank expand presence across thane district,0
accumulate indusind bank; target of rs 481: emkay,0
buy realty stock with long term prospective: nanavati,0
indusind bank promoter sell 46 lkh share for rs 196 crore,1
"sell indusind bank, reliance infra, andhra bank: tulsian",0
buy indusind bank; target of rs 570: motilal oswal,1
"news highlight of the day: arcelormittal, numetal bid for essar steel recommend for rejection",0
buy indusind bank on breakout: sudarshan sukhani,1
indusind bank q3fy19 review €“ in line except for il&fs exposure,0
"sell indusind bank, indiabulls housing; buy gati: ashwani gujral",0
indusind bank €“ at what price do potential negative get price in?,1
prakash gaba's stock pick that can fetch handsome return,1
"sell itc, tata motors; lic house may test rs 409: rajat bose",1
accumulate indusind bank; target of rs 625: plilladher,0
indusind bank have support at rs 72: gujral,1
bull's eye: 12 trade strategies for excite gain,1
lohia auto industries sign mou with induslnd bank,1
indusind bank open its second currency chest in new delhi,1
tata motor (dvr) have target of rs 128-125: sukhani,0
"bank hopefuls stare down road fraught with cost, risk",0
"bull's eye: buy siemens, mphasis, financial tech, kpit tech",1
buy indusind bank at target of rs 714: icici direct,0
"prefer axis bank, indusind bank: gaurang shah",1
indusind bank confirm deal talk with mfi bharat financial,1
"motilal oswal bullish on axis bk, hdfc bk, icici bk, indusind bk, yes bk",1
indusind bank to acquire il&fs' brokerage business,0
buy indusind bank; target of rs 1350: icici direct,1
hold indusind bank: angel broking,0
buy indusind bank; target of rs 1570: icici direct,1
"buy rec, indusind bank, concor: sandeep wagle",1
"buy indusind bank, tata chemicals: kunal bothra",0
super six trade ideas for the day,0
indusind bank gain 1.5% on motilal oswal buy report,1
"sell bharti airtel, indusind bank; buy heritage food: gujral",1
checkout: stock that should be on your radar for april 16,0
indusind bank have target of rs 340-345: panda,1
here be mayuresh joshi's top trade bet,1
indusind bank may test rs 400: sukhani,1
indusind bank: update on outcome of board meet,1
"pick indusind bank on correction, say sanjiv bhasin",1
"buy indusind bank, petronet lng; sell m&m financial services: ashwani gujral",0
accumulate indusind bank: arihant capital market,1
institution of high growth to continue in indusind bank: iifl,1
"buy l&t on correction, look at tata motors: dilip bhat",1
indusind bank: strong possibility of a medium term rally in the stock,1
paytm partner with indusind bank to offer finance options for book of two-wheelers,0
buy indusind bank 940 put: gaurav bissa,1
don't anticipate any impact of farm loan waiver on punjab's book: bharat financial,1
indusind bank revise interest rat on domestic term deposit 10% per annum,1
buy indusind bank; target of rs 1920: axis direct,1
hold indusind bank; target rs 417: firstcall research,1
idfc see 20% return from infy in next 6 months,1
hold indusind bank; target of rs 288: unicon investment,1
buy indusind bank; target of rs 400: plilladher,1
double digit growth in q1 nii on card for indusind bank; bharat financial merger may hit profit,1
"buy ril, automotive axle; sell indusind bank: gujral",0
indusind bank expect no dent in profit in jan-sept - md,1
buy indusind bank; target of rs 1050: icicidirect,0
buy indusind bank; target of rs 2250: motilal oswal,1
stay invest in indusind bank: phani sekhar,1
to buy rbs unit; acquisition to be eps-accretive: indusind,1
"prefer hdfc bank, indusind: rahul mohindar",1
indusind bank q4 pat see up 90.22% to rs 96.1 cr,1
"focus on hdfc, hdfc bank, hul, itc: sudarshan sukhani",0
ifsc at gift city begin operations with yes bank launch,0
"buy petronet lng, amara raja: ashwani gujral",0
rbi take measure to revive corporate bond and cds market,1
"like hdfc bank over kotak mahindra bank, say mayuresh joshi",1
indusind bank q4 pat see up 25% at rs 214.7 cr,1
"buy indusind bank, hdfc bank; see better q4 numbers: ajay bodke",1
"bull's eye: buy manappuram, nhpc; short hdil, punj lloyd",1
"add sbi, axis bank, icici bank in portfolio: choksey",1
banksï¿½ credit to realty sector expand in 2008-09,1
moody's keep stable outlook on indusind on maiden rat,1
"buy, sell, hold: how to trade 5 auto & bank stocks?",0
"buy sbi, hdfc bank, indusind bank, bob, icici bank: irani",1
6 stock likely to see lot of action today,1
indusind bank unveil its third currency chest in chennai,1
buy indusind bank; target of rs 387: fairwealth securities,0
buy indusind bank; target of rs 1050: prabhudas lilladher,0
"buy indusind bank, advise lancelot d'chuna",1
7th pay hike may raise consumption to 8%: stock you can buy now,1
"pick yes bank, tata motors, sbi: deven choksey",0
ashok leyland sell indusind bank share worth rs 75 cr,1
"indusind bank may post more than 22% growth in q3 profit, net interest income",1
"sbi, hdfc bank, icici bank have upside potential: sukhani",1
aim to have 650-700 branch by march 2014: indusind bank,1
prefer private sector banks: gaurang shah,1
inside companies: what drive indusind bank to growth?,0
here be a few stock ideas from ambareesh baliga,1
"buy idbi bank, apollo hospitals; sell indusind bank: gujral",1
accumulate indusind bank; target of rs 960: sushil finance,1
indusind bank top pick; sell syndicate bank: rahul arora,0
6 stock likely to see lot of action today,1
buy indusind bank; target of rs 400: plilladher,0
indusind bank recommend dividend of rs 4 per share,1
"indusind bank can climb to rs 1540, muthoot finance rs 435: prakash gaba",1
bandyopadhyay`s view on indusind bank,1
indusind bank to kick off bank result today; may post over 21% yoy rise in net profit,1
yes bank see corporate rivalry behind family feud,1
super six stock you can bet on march 15,0
what be in new bank licence to attract companies?,0
"prefer kotak mahindra bank, emami: rajesh agarwal",1
indusind bank appoint t. anantha narayanan as additional director,1
indusind bank launch 22k gold inlay credit card,0
buy indusind bank; target of rs 280: iifl,1
"l&t finance, bajaj finance rally post bank bill clear",0
check out: trade ideas from 3 market experts,1
accumulate indusind bank; target of rs 320: unicon,0
6 trade stock for short term gain,0
"icici bank, axis bank may see more downside: sukhani",0
"short indusind bank, advise kunal bothra",0
indusind bank's qib issue of rs 2006 cr close today,1
"pick indusind bank, kotak mahindra bank: ck narayan",1
super six trade ideas for the day,1
sell indusind bank future; target rs 266-260: abmoney,1
"indusind bank mar '12 profit at rs 1,481.02 crore",0
indusind bank q3 fy19: expect elevate provision and mute stock performance near term,0
see stress on banks' credit profiles; psus risky: experts,1
six in 60: six stock one need to keep an eye on,1
"indusind bank q1 profit beat estimates, up 26% but asset quality deteriorate further",1
indusind bank to post its q4 number today; here's be what brokerages expect,1
"bull's eye: buy bata, hdfc, havells; sell dish tv, hind zinc",1
"expect lower level in yes bank, indusind bank: sukhani",0
"podcast | stock pick of the day: see immediate support for nifty at 11,100 level",1
"pick indusind bank, expect move to rs 1070: icicidirect",0
expect nims to trend upwards ahead: indusind bank,1
all you want to know about indusind bank,0
"buy ab nuvo, cesc, indusind bank; short just dial: sukhani",1
indusind bank fall 2% after rs 2k cr qip issue,1
"indusind bank, maruti can see smart upmove: parikh",1
"'housing finance cos, private sector bank standouts of q3'",0
expect to grow at 25% cagr: indusind bank,0
indusind bank open new branch in faridabad,0
"prefer yes bank, bank of baroda: mayuresh joshi",1
"indusind bank q1 net up 25% at rs 525 cr, nii gain 22%",1
diwali shop list of 12 stock by sharekhan,1
indusind bank rise 1% post q3 show; brokerages remain upbeat,1
"indusind bank q3 profit see up 23%, nii growth may be 30%",0
"hold indusind bank, say devang mehta",1
"buy infosys, idea, indusind bank: ashwani gujral",1
icici bank have target of rs 740-750: sukhani,0
indusind bank have target of rs 225: gujral,0
super six stock you can bet on march 14,0
"buy indusind bank, jsw steel, bharat forge: rahul shah",0
"hold indusind bank, say ashu madan",1
"buy indusind bank, target rs 1740: jayant manglik",1
"buy maruti suzuki, yes bank, axis bank on dips: ashwani gujral",0
"buy century textiles, m&m, indusind bank: sudarshan sukhani",0
indusind bank to raise $225 mn to support enterprises in india,0
"indusind bank q3 profit see up 24%, loan growth may be 22%",1
"buy indusind bank, target of rs 507: rajiv mehta",1
buy indusind bank; target of rs 1920: icici direct,0
indusind bank open new branch in aliganj area of lucknow,1
"yes bank, indusind to post good q2 results: edelweiss",0
buy indusind bank; target of rs 1203: krchoksey,0
prefer private sector banks: mayuresh joshi,0
indusind bank q2 pat see up 25% to rs 241 cr,1
indusind bank open a new branch in indore,0
"indusind, bharat financial call off deal on valuation worry:srcs",1
credo india fund buy 19 lakh indusind bank share,0
"pick indusind bank, axis bank: pn vijay",0
"buy indusind bank, canara bank; sell wipro: rahul mohindar",0
"yes bank, indusind bank may underperform: sukhani",1
diwan`s view on indusind bank,1
indusind bank's pe rerating may happen soon: mehta,1
indusind bank appoint ranbir singh butola as additional director,1
buy indusind bank; target of rs 480: nirmal bang,0
"irani positive hdfc bank, axis bank",0
"indusind bank may breakout, say sudarshan sukhani",1
will raise $75-100m via qips: indusind bank,1
sell indusind bank & kotak mahindra bank: sudarshan sukhani,1
"bull's eye: sell dr reddy's, jsw energy, ceat, buy boi",0
"buy cairn india; sell bel, indusind bank: ashwani gujral",1
"buy cera sanitaryware, indusind bank, reliance industries: ashwani gujral",1
buy indusind bank; target of rs 2150: motilal oswal,1
buy indusind bank with a target of rs 112-115: m thacker,1
rbi ban fii purchase in indusind bank,1
"indusind bank look strong, may test rs 1000: hemant thukral",0
"post q3, clsa underweight on psus; see value in private bank",1
indusind bank q4 profit see up 25.8% to rs 498 cr: poll,1
yes bank can touch rs 305-307: kulkarni,0
buy indusind bank; target of rs 1060: firstcall,0
top 10 stock to focus on april 11,0
"buy indusind bank, yes bank, m&m financial: ashwani gujral",1
indusind bank can test rs 62: mathew,1
"buy adani enter, sesa sterlite; sell indusind bank: tulsian",0
prefer private sector banks: mayuresh joshi,0
indusind bank q2 pat may rise 30.6% at rs 431.4 cr: most,0
accumulate indusind bank; target of rs 326: uljk securities,1
"indusind bank to maintain stable asset quality over fy19-20, stock may give 14% return: anandrathi",0
accumulate indusind bank; target of rs 1681: kr choksey,1
"buy godrej industries, m&m, indusind bank: sukhani",0
"indusind bank q3 result on jan 09, 2013",0
"overweight on pharma, private sector banks: dipan mehta",0
psu bank asset quality to remain under pressure in q2,1
sp tulsian positive on private sector bank,1
"buy indusind bank, bpcl, hul, kotak bank: hathiramani",0
buy indusind bank: gorakshakar,1
"hdfc bank, icici bank, sbi top picks: r sreesankar",1
hold indusind bank around rs 229-232: jain,0
dcb bank may hit rs 148 in 2-3 months: ambareesh baliga,1
indusind bank a market performer: smc global,0
"analysts retain positive stance on indusind bank, expect stock to return up to 21% post stable q1",1
"buy coal india; sell indusind bank, jsw steel: sukhani",1
buy indusind bank; target of rs 1964: hdfc securities,0
"indusind bank's q2 result on october 15, 2013",1
"buy upl, dewan housing, capital first: ashwnai gujral",1
"expect indusind & bharat financial to rally post deal, if it happens: investec capital",1
indusind bank have target of rs 155-160: thacker,0
accumulate indusind bank; target of rs 400: krchoksey,1
indusind bank expand presence across punjab,1
indusind bank q4 net profit up 249% at rs 50.5 cr,1
induslnd bank open new branch in lucknow,0
"buy indusind bank 920 call, bob 185 call: vk sharma",1
indusind bank: update on reappointment of md & ceo,1
"buy bank of india at current level, say dilip bhat",0
"prefer hdfc bank, dalmia bharat: mehraboon irani",0
thukral`s view on bank space,1
"analysts remain positive on indusind bank, expect up to 14% return post bharat financial merger",0
bank of baroda may slip to rs 152-155: rajat bose,0
"indusind bank q3 profit rise 30% to rs 581 cr, provision high",0
indusind bank: outcome of board meet,1
indusind up 2% post strong q3 ; check broker price target,1
"hold indusind bank, say kunal bothra",1
"indusind bank inaugurate new branch in bhinder, rajasthan",1
"buy tvs motor, century textiles, sbi: sudarshan sukhani",1
induslnd bank and reliance general insurance tie up for distribution of insurance products,0
super six stock likely to see lot of action today,0
"indusind bank look good, say roy",1
indusind bank jun qtr pat see up at rs 181cr: krchoksey,0
"bull's eye: buy tilaknagar ind, havells, short cairn, hdfc",1
buy indusind bank on dips: anu jain,0
book some profit in indusind bank: phani sekhar,1
"short indusind bank, say sp tulsian",1
buy indusind bank; target of rs 1920: edelweiss,1
indusind bank can test rs 195-200: bhambwani,1
indusind bank may touch rs 970: rahul mohindar,1
"prefer indusind bank, yes bank: ashwani gujral",0
"buy indusind bank, advise sudarshan sukhani",1
"do not buy tata steel, prefer idea cellular: sp tulsian",1
indusind bank target at rs 225: gujral,0
see full-year advance grow at 25%: indusind bank,0
"indusind bank q1 nim, asset quality see stable; nii up 22%",1
buy indusind bank; target of rs 2120: jm financial,1
financial sector result preview for q3fy12: most,1
indusind bank appoint yashodhan m. kale as additional director,1
"indusind bank standalone march 2019 net interest income (nii) at rs 2,232.38 crore, up 11.2% y-o-y",1
"buy indusind bank, bajaj finance, britannia; stay with dhfl: ashwani gujral",0
here be deven choksey's top trade ideas,1
"indusind bank q3 net profit at rs 45.06cr, up by 80%",0
super six short term pick for august 19,1
short indusind bank: hemant thukral,0
buy itc; sell indusind bank: sameet chavan,1
"indusind bank to raise rs 1,500 crore via bond",0
exit indusind bank around rs 535: sp tulsian,1
"like bel, nbcc, stride shasun; bullish on bharat fin: mehta",0
"short indusind bank, say sudarshan sukhani",0
super six stock you can bet on november 22,1
